"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Croatia (HR)","01.01.2022 00:00 - 01.01.2022 01:00 (UTC)","79","n/e","n/e","230","143","0","n/e","n/e","10","0","11","120","889","n/e","n/e","n/e","42","0","4","n/e","109"
"Croatia (HR)","01.01.2022 01:00 - 01.01.2022 02:00 (UTC)","79","n/e","n/e","226","143","0","n/e","n/e","10","0","115","121","811","n/e","n/e","n/e","42","0","4","n/e","51"
"Croatia (HR)","01.01.2022 02:00 - 01.01.2022 03:00 (UTC)","79","n/e","n/e","227","143","0","n/e","n/e","10","0","249","120","784","n/e","n/e","n/e","42","0","4","n/e","25"
"Croatia (HR)","01.01.2022 03:00 - 01.01.2022 04:00 (UTC)","79","n/e","n/e","226","143","0","n/e","n/e","10","0","248","121","796","n/e","n/e","n/e","42","0","4","n/e","28"
"Croatia (HR)","01.01.2022 04:00 - 01.01.2022 05:00 (UTC)","79","n/e","n/e","228","143","0","n/e","n/e","10","0","248","121","809","n/e","n/e","n/e","42","0","4","n/e","95"
"Croatia (HR)","01.01.2022 05:00 - 01.01.2022 06:00 (UTC)","79","n/e","n/e","229","143","0","n/e","n/e","10","0","178","124","773","n/e","n/e","n/e","42","0","4","n/e","197"
"Croatia (HR)","01.01.2022 06:00 - 01.01.2022 07:00 (UTC)","78","n/e","n/e","230","143","0","n/e","n/e","10","0","7","156","803","n/e","n/e","n/e","43","0","4","n/e","297"
"Croatia (HR)","01.01.2022 07:00 - 01.01.2022 08:00 (UTC)","78","n/e","n/e","230","143","0","n/e","n/e","10","128","7","174","824","n/e","n/e","n/e","44","6","4","n/e","303"
"Croatia (HR)","01.01.2022 08:00 - 01.01.2022 09:00 (UTC)","78","n/e","n/e","231","143","0","n/e","n/e","10","131","7","172","927","n/e","n/e","n/e","44","15","4","n/e","310"
"Croatia (HR)","01.01.2022 09:00 - 01.01.2022 10:00 (UTC)","79","n/e","n/e","230","142","0","n/e","n/e","10","131","7","168","931","n/e","n/e","n/e","44","23","4","n/e","320"
"Croatia (HR)","01.01.2022 10:00 - 01.01.2022 11:00 (UTC)","79","n/e","n/e","230","142","0","n/e","n/e","10","132","7","169","931","n/e","n/e","n/e","44","27","4","n/e","218"
"Croatia (HR)","01.01.2022 11:00 - 01.01.2022 12:00 (UTC)","79","n/e","n/e","230","141","0","n/e","n/e","10","131","7","170","929","n/e","n/e","n/e","44","26","4","n/e","144"
"Croatia (HR)","01.01.2022 12:00 - 01.01.2022 13:00 (UTC)","79","n/e","n/e","229","142","0","n/e","n/e","9","131","7","171","909","n/e","n/e","n/e","44","21","4","n/e","113"
"Croatia (HR)","01.01.2022 13:00 - 01.01.2022 14:00 (UTC)","79","n/e","n/e","228","143","0","n/e","n/e","9","131","7","171","939","n/e","n/e","n/e","44","13","4","n/e","84"
"Croatia (HR)","01.01.2022 14:00 - 01.01.2022 15:00 (UTC)","79","n/e","n/e","227","143","0","n/e","n/e","9","203","4","171","938","n/e","n/e","n/e","44","4","4","n/e","50"
"Croatia (HR)","01.01.2022 15:00 - 01.01.2022 16:00 (UTC)","79","n/e","n/e","227","144","0","n/e","n/e","9","259","3","168","866","n/e","n/e","n/e","44","0","4","n/e","45"
"Croatia (HR)","01.01.2022 16:00 - 01.01.2022 17:00 (UTC)","79","n/e","n/e","226","143","0","n/e","n/e","9","259","3","181","884","n/e","n/e","n/e","44","0","4","n/e","38"
"Croatia (HR)","01.01.2022 17:00 - 01.01.2022 18:00 (UTC)","79","n/e","n/e","228","143","0","n/e","n/e","10","259","3","182","896","n/e","n/e","n/e","44","0","4","n/e","47"
"Croatia (HR)","01.01.2022 18:00 - 01.01.2022 19:00 (UTC)","79","n/e","n/e","230","143","0","n/e","n/e","10","215","3","185","982","n/e","n/e","n/e","44","0","4","n/e","76"
"Croatia (HR)","01.01.2022 19:00 - 01.01.2022 20:00 (UTC)","79","n/e","n/e","229","143","0","n/e","n/e","10","260","3","222","929","n/e","n/e","n/e","44","0","4","n/e","111"
"Croatia (HR)","01.01.2022 20:00 - 01.01.2022 21:00 (UTC)","79","n/e","n/e","229","143","0","n/e","n/e","10","259","3","202","896","n/e","n/e","n/e","42","0","4","n/e","140"
"Croatia (HR)","01.01.2022 21:00 - 01.01.2022 22:00 (UTC)","79","n/e","n/e","231","143","0","n/e","n/e","10","259","3","180","914","n/e","n/e","n/e","42","0","4","n/e","159"
"Croatia (HR)","01.01.2022 22:00 - 01.01.2022 23:00 (UTC)","79","n/e","n/e","232","143","0","n/e","n/e","10","139","6","180","906","n/e","n/e","n/e","43","0","4","n/e","152"
"Croatia (HR)","01.01.2022 23:00 - 02.01.2022 00:00 (UTC)","79","n/e","n/e","232","143","0","n/e","n/e","10","0","9","126","857","n/e","n/e","n/e","42","0","4","n/e","166"
"Croatia (HR)","02.01.2022 00:00 - 02.01.2022 01:00 (UTC)","79","n/e","n/e","232","143","0","n/e","n/e","10","0","133","125","853","n/e","n/e","n/e","42","0","4","n/e","165"
"Croatia (HR)","02.01.2022 01:00 - 02.01.2022 02:00 (UTC)","78","n/e","n/e","232","143","0","n/e","n/e","10","0","229","125","860","n/e","n/e","n/e","42","0","4","n/e","157"
"Croatia (HR)","02.01.2022 02:00 - 02.01.2022 03:00 (UTC)","78","n/e","n/e","233","143","0","n/e","n/e","10","0","248","125","849","n/e","n/e","n/e","42","0","4","n/e","102"
"Croatia (HR)","02.01.2022 03:00 - 02.01.2022 04:00 (UTC)","78","n/e","n/e","231","143","0","n/e","n/e","10","0","248","125","849","n/e","n/e","n/e","42","0","4","n/e","79"
"Croatia (HR)","02.01.2022 04:00 - 02.01.2022 05:00 (UTC)","78","n/e","n/e","231","143","0","n/e","n/e","10","0","246","125","870","n/e","n/e","n/e","42","0","4","n/e","57"
"Croatia (HR)","02.01.2022 05:00 - 02.01.2022 06:00 (UTC)","79","n/e","n/e","230","143","0","n/e","n/e","10","0","106","127","881","n/e","n/e","n/e","42","0","4","n/e","54"
"Croatia (HR)","02.01.2022 06:00 - 02.01.2022 07:00 (UTC)","78","n/e","n/e","229","143","0","n/e","n/e","10","0","9","147","903","n/e","n/e","n/e","43","0","4","n/e","57"
"Croatia (HR)","02.01.2022 07:00 - 02.01.2022 08:00 (UTC)","78","n/e","n/e","230","143","0","n/e","n/e","10","1","8","171","901","n/e","n/e","n/e","44","5","4","n/e","41"
"Croatia (HR)","02.01.2022 08:00 - 02.01.2022 09:00 (UTC)","78","n/e","n/e","231","143","0","n/e","n/e","10","198","3","174","920","n/e","n/e","n/e","44","15","4","n/e","27"
"Croatia (HR)","02.01.2022 09:00 - 02.01.2022 10:00 (UTC)","79","n/e","n/e","230","143","0","n/e","n/e","10","256","3","174","902","n/e","n/e","n/e","44","22","4","n/e","26"
"Croatia (HR)","02.01.2022 10:00 - 02.01.2022 11:00 (UTC)","79","n/e","n/e","229","143","0","n/e","n/e","10","259","3","171","881","n/e","n/e","n/e","44","26","4","n/e","28"
"Croatia (HR)","02.01.2022 11:00 - 02.01.2022 12:00 (UTC)","79","n/e","n/e","228","143","0","n/e","n/e","10","259","3","171","877","n/e","n/e","n/e","44","25","4","n/e","36"
"Croatia (HR)","02.01.2022 12:00 - 02.01.2022 13:00 (UTC)","78","n/e","n/e","226","143","0","n/e","n/e","10","259","3","170","867","n/e","n/e","n/e","44","21","4","n/e","54"
"Croatia (HR)","02.01.2022 13:00 - 02.01.2022 14:00 (UTC)","78","n/e","n/e","226","143","0","n/e","n/e","10","211","3","168","872","n/e","n/e","n/e","44","13","4","n/e","71"
"Croatia (HR)","02.01.2022 14:00 - 02.01.2022 15:00 (UTC)","78","n/e","n/e","226","143","0","n/e","n/e","10","201","3","167","875","n/e","n/e","n/e","44","4","4","n/e","74"
"Croatia (HR)","02.01.2022 15:00 - 02.01.2022 16:00 (UTC)","78","n/e","n/e","227","143","0","n/e","n/e","10","224","3","167","924","n/e","n/e","n/e","44","0","4","n/e","84"
"Croatia (HR)","02.01.2022 16:00 - 02.01.2022 17:00 (UTC)","79","n/e","n/e","226","143","0","n/e","n/e","10","259","3","186","961","n/e","n/e","n/e","44","0","4","n/e","86"
"Croatia (HR)","02.01.2022 17:00 - 02.01.2022 18:00 (UTC)","79","n/e","n/e","227","143","0","n/e","n/e","10","259","3","194","961","n/e","n/e","n/e","44","0","4","n/e","80"
"Croatia (HR)","02.01.2022 18:00 - 02.01.2022 19:00 (UTC)","79","n/e","n/e","227","143","0","n/e","n/e","10","259","3","194","958","n/e","n/e","n/e","44","0","4","n/e","87"
"Croatia (HR)","02.01.2022 19:00 - 02.01.2022 20:00 (UTC)","79","n/e","n/e","229","143","0","n/e","n/e","10","259","3","190","947","n/e","n/e","n/e","44","0","4","n/e","82"
"Croatia (HR)","02.01.2022 20:00 - 02.01.2022 21:00 (UTC)","79","n/e","n/e","224","143","0","n/e","n/e","10","206","3","178","919","n/e","n/e","n/e","42","0","4","n/e","87"
"Croatia (HR)","02.01.2022 21:00 - 02.01.2022 22:00 (UTC)","79","n/e","n/e","209","143","0","n/e","n/e","10","187","3","155","926","n/e","n/e","n/e","42","0","4","n/e","95"
"Croatia (HR)","02.01.2022 22:00 - 02.01.2022 23:00 (UTC)","79","n/e","n/e","210","143","0","n/e","n/e","10","1","9","149","852","n/e","n/e","n/e","43","0","4","n/e","83"
