date,mw,region
2018-04-14 0:00,3746,ОЭС ВОСТОКА
2018-04-14 1:00,4097,ОЭС ВОСТОКА
2018-04-14 2:00,4451,ОЭС ВОСТОКА
2018-04-14 3:00,4729,ОЭС ВОСТОКА
2018-04-14 4:00,4907,ОЭС ВОСТОКА
2018-04-14 5:00,4949,ОЭС ВОСТОКА
2018-04-14 6:00,4904,ОЭС ВОСТОКА
2018-04-14 7:00,4916,ОЭС ВОСТОКА
2018-04-14 8:00,4860,ОЭС ВОСТОКА
2018-04-14 9:00,4771,ОЭС ВОСТОКА
2018-04-14 10:00,4746,ОЭС ВОСТОКА
2018-04-14 11:00,4822,ОЭС ВОСТОКА
2018-04-14 12:00,4930,ОЭС ВОСТОКА
2018-04-14 13:00,5058,ОЭС ВОСТОКА
2018-04-14 14:00,4894,ОЭС ВОСТОКА
2018-04-14 15:00,4550,ОЭС ВОСТОКА
2018-04-14 16:00,4345,ОЭС ВОСТОКА
2018-04-14 17:00,4056,ОЭС ВОСТОКА
2018-04-14 18:00,3982,ОЭС ВОСТОКА
2018-04-14 19:00,3768,ОЭС ВОСТОКА
2018-04-14 20:00,3624,ОЭС ВОСТОКА
2018-04-14 21:00,3698,ОЭС ВОСТОКА
2018-04-14 22:00,3615,ОЭС ВОСТОКА
2018-04-14 23:00,3732,ОЭС ВОСТОКА
