datetime,coal,wind,hydro,solar,other,oil,nuclear,gas,year,month,month_date,weekday,hour,date,unit
2021-01-01 00:00:00,105728,43325.0,41038.0,2629.0,8802.0,2463.0,95227.0,172057.0,2021,1,01-01,Friday,0,2021-01-01,Mwh
2021-01-01 01:00:00,104578,44975.0,42843.0,1648.0,8697.0,2332.0,95213.0,171947.0,2021,1,01-01,Friday,1,2021-01-01,Mwh
2021-01-01 02:00:00,100088,47512.0,41818.0,71.0,8421.0,1851.0,95223.0,168302.0,2021,1,01-01,Friday,2,2021-01-01,Mwh
2021-01-01 03:00:00,95463,48426.0,38885.0,62.0,8007.0,1810.0,95234.0,161328.0,2021,1,01-01,Friday,3,2021-01-01,Mwh
2021-01-01 04:00:00,91602,48338.0,35959.0,41.0,7578.0,1848.0,95248.0,152042.0,2021,1,01-01,Friday,4,2021-01-01,Mwh
2021-01-01 05:00:00,88622,49618.0,33075.0,39.0,8107.0,1151.0,95251.0,142930.0,2021,1,01-01,Friday,5,2021-01-01,Mwh
2021-01-01 06:00:00,86899,46888.0,29859.0,49.0,7604.0,1753.0,95284.0,138032.0,2021,1,01-01,Friday,6,2021-01-01,Mwh
2021-01-01 07:00:00,84946,46341.0,26484.0,60.0,7585.0,1777.0,95312.0,134796.0,2021,1,01-01,Friday,7,2021-01-01,Mwh
2021-01-01 08:00:00,84820,45856.0,24939.0,79.0,8057.0,1129.0,95303.0,131076.0,2021,1,01-01,Friday,8,2021-01-01,Mwh
2021-01-01 09:00:00,83623,44340.0,23607.0,104.0,7463.0,1781.0,95296.0,128472.0,2021,1,01-01,Friday,9,2021-01-01,Mwh
2021-01-01 10:00:00,82954,44021.0,23636.0,440.0,8405.0,1224.0,95322.0,126987.0,2021,1,01-01,Friday,10,2021-01-01,Mwh
2021-01-01 11:00:00,83534,43603.0,23895.0,421.0,7613.0,2050.0,95309.0,127312.0,2021,1,01-01,Friday,11,2021-01-01,Mwh
2021-01-01 12:00:00,86530,42278.0,25765.0,427.0,8079.0,1470.0,95298.0,131175.0,2021,1,01-01,Friday,12,2021-01-01,Mwh
2021-01-01 13:00:00,88761,41166.0,28633.0,550.0,8006.0,1578.0,95272.0,132874.0,2021,1,01-01,Friday,13,2021-01-01,Mwh
2021-01-01 14:00:00,90503,40281.0,29973.0,1620.0,8096.0,2598.0,95249.0,138142.0,2021,1,01-01,Friday,14,2021-01-01,Mwh
2021-01-01 15:00:00,93022,38567.0,31318.0,3788.0,8285.0,2651.0,95181.0,144827.0,2021,1,01-01,Friday,15,2021-01-01,Mwh
2021-01-01 16:00:00,95374,37181.0,31881.0,11025.0,8519.0,2648.0,95217.0,146246.0,2021,1,01-01,Friday,16,2021-01-01,Mwh
2021-01-01 17:00:00,97311,36355.0,32331.0,17451.0,8622.0,2657.0,95191.0,145918.0,2021,1,01-01,Friday,17,2021-01-01,Mwh
2021-01-01 18:00:00,97545,35478.0,32327.0,19272.0,8664.0,2693.0,95222.0,143583.0,2021,1,01-01,Friday,18,2021-01-01,Mwh
2021-01-01 19:00:00,96579,33712.0,31826.0,19368.0,8662.0,2687.0,95211.0,144564.0,2021,1,01-01,Friday,19,2021-01-01,Mwh
2021-01-01 20:00:00,96093,30983.0,31596.0,18472.0,8611.0,2695.0,95172.0,145492.0,2021,1,01-01,Friday,20,2021-01-01,Mwh
2021-01-01 21:00:00,95994,28584.0,32119.0,17327.0,8575.0,2682.0,95177.0,148309.0,2021,1,01-01,Friday,21,2021-01-01,Mwh
2021-01-01 22:00:00,96923,25949.0,34205.0,15849.0,8439.0,2778.0,95163.0,153448.0,2021,1,01-01,Friday,22,2021-01-01,Mwh
2021-01-01 23:00:00,101371,22897.0,36534.0,11974.0,8334.0,2931.0,95130.0,160564.0,2021,1,01-01,Friday,23,2021-01-01,Mwh
2021-01-02 00:00:00,106435,22079.0,40119.0,3783.0,8548.0,2867.0,95143.0,167572.0,2021,1,01-02,Saturday,0,2021-01-02,Mwh
2021-01-02 01:00:00,107752,23746.0,41013.0,309.0,8124.0,2700.0,95029.0,170510.0,2021,1,01-02,Saturday,1,2021-01-02,Mwh
2021-01-02 02:00:00,106341,25835.0,39563.0,51.0,8138.0,2645.0,94962.0,168084.0,2021,1,01-02,Saturday,2,2021-01-02,Mwh
2021-01-02 03:00:00,104417,25892.0,37885.0,27.0,8015.0,2642.0,94894.0,161869.0,2021,1,01-02,Saturday,3,2021-01-02,Mwh
2021-01-02 04:00:00,101232,25427.0,34993.0,29.0,7928.0,2642.0,94971.0,157063.0,2021,1,01-02,Saturday,4,2021-01-02,Mwh
2021-01-02 05:00:00,98149,25962.0,31367.0,29.0,7755.0,2594.0,95216.0,149585.0,2021,1,01-02,Saturday,5,2021-01-02,Mwh
2021-01-02 06:00:00,93012,26140.0,29519.0,18.0,7784.0,2615.0,95063.0,142333.0,2021,1,01-02,Saturday,6,2021-01-02,Mwh
2021-01-02 07:00:00,88133,25405.0,26935.0,13.0,7658.0,2590.0,95111.0,137430.0,2021,1,01-02,Saturday,7,2021-01-02,Mwh
