date,mw,region
2015-05-01 0:00,19963,ОЭС СИБИРИ
2015-05-01 1:00,20798,ОЭС СИБИРИ
2015-05-01 2:00,19356,ОЭС СИБИРИ
2015-05-01 3:00,20213,ОЭС СИБИРИ
2015-05-01 4:00,20201,ОЭС СИБИРИ
2015-05-01 5:00,20864,ОЭС СИБИРИ
2015-05-01 6:00,21458,ОЭС СИБИРИ
2015-05-01 7:00,21509,ОЭС СИБИРИ
2015-05-01 8:00,21701,ОЭС СИБИРИ
2015-05-01 9:00,22433,ОЭС СИБИРИ
2015-05-01 10:00,22278,ОЭС СИБИРИ
2015-05-01 11:00,21302,ОЭС СИБИРИ
2015-05-01 12:00,21794,ОЭС СИБИРИ
2015-05-01 13:00,22138,ОЭС СИБИРИ
2015-05-01 14:00,22268,ОЭС СИБИРИ
2015-05-01 15:00,21910,ОЭС СИБИРИ
2015-05-01 16:00,22194,ОЭС СИБИРИ
2015-05-01 17:00,22009,ОЭС СИБИРИ
2015-05-01 18:00,22061,ОЭС СИБИРИ
2015-05-01 19:00,21894,ОЭС СИБИРИ
2015-05-01 20:00,21693,ОЭС СИБИРИ
2015-05-01 21:00,21296,ОЭС СИБИРИ
2015-05-01 22:00,20977,ОЭС СИБИРИ
2015-05-01 23:00,20193,ОЭС СИБИРИ
