"date","year","month","month_date","weekday","coal","gas","oil","nuclear","hydro","wind","solar","other","fossil","low.carbon","total.prod","total.demand","unit","coal.perc","gas.perc","oil.perc","nuclear.perc","hydro.perc","wind.perc","solar.perc","other.perc","fossil.perc","low.carbon.perc"
2018-10-01,2018,10,"10_01","Monday",684.880423492741,773.454740378599,102.05683612866,174.014,259.6156,41.905,206.6828,27.0966,1560.392,709.314,2269.706,2272.464,"GWh",0.301748518747688,0.340773095889335,0.0449647822795816,0.0766680794781351,0.114382920078636,0.0184627436328758,0.0910614854963595,0.0119383743973889,0.687486396916605,0.312513603083395
2018-10-02,2018,10,"10_02","Tuesday",698.683880853726,789.043373318378,104.113745827896,174.136,284.2796,23.1247,201.0584,26.4826,1591.841,709.0813,2300.9223,2303.094,"GWh",0.303653835183277,0.34292482337121,0.0452487012829143,0.075680956284356,0.123550282423705,0.0100501872662106,0.087381655608275,0.0115095585800529,0.691827359837401,0.308172640162599
2018-10-03,2018,10,"10_03","Wednesday",708.633220147784,800.279442238817,105.596337613399,173.844,283.1566,14.4258,198.2688,26.8816,1614.509,696.5768,2311.0858,2313.195,"GWh",0.306623501450177,0.346278551077081,0.0456912234125617,0.0752217853616685,0.122521024533144,0.00624200105422308,0.0857903241844158,0.0116315889267287,0.69859327593982,0.30140672406018
2018-10-04,2018,10,"10_04","Thursday",755.459810992373,853.162029362291,112.574159645336,174.145,288.8916,14.4931,87.2489,27.2386,1721.196,592.0172,2313.2132,2315.937,"GWh",0.326584601450646,0.368821183175978,0.048665708653805,0.0752827279387823,0.124887580617299,0.00626535418352273,0.0377176215318156,0.0117752224481513,0.744071493280429,0.255928506719571
2018-10-05,2018,10,"10_05","Friday",764.367603518088,863.221850199608,113.901546282304,174.172,299.4886,22.3685,103.4704,26.9226,1741.491,626.4221,2367.9131,2370.083,"GWh",0.322802219185361,0.364549632416666,0.0481020803855951,0.0735550641617718,0.126477867789996,0.00944650375894284,0.0436968738422031,0.0113697584594637,0.735453931987622,0.264546068012378
2018-10-06,2018,10,"10_06","Saturday",704.612314144923,795.738519908653,104.997165946424,174.072,281.2076,23.9335,141.7643,26.5136,1605.348,647.491,2252.839,2257.123,"GWh",0.312766386832314,0.353215884450089,0.0466065999152287,0.0772678384917875,0.124823655840475,0.0106237063545153,0.0629269557212033,0.0117689723943877,0.712588871197631,0.287411128802369
2018-10-07,2018,10,"10_07","Sunday",628.337118633159,709.59879461031,93.6310867565314,174.139,240.6876,30.9988,184.7019,25.7206,1431.567,656.2479,2087.8149,2091.813,"GWh",0.300954418245199,0.339876295839401,0.0448464501122831,0.0834072982236117,0.115282058768716,0.0148474848033703,0.0884666068816733,0.0123193871257457,0.685677164196884,0.314322835803116
2018-10-08,2018,10,"10_08","Monday",652.301472617466,736.662414117415,97.2021132651194,174.184,213.0626,9.3601,180.2175,26.7496,1486.166,603.5738,2089.7398,2091.859,"GWh",0.312144829044011,0.352513941744046,0.0465139790442425,0.0833520039193396,0.101956521094157,0.00447907438045636,0.0862392054742892,0.0128004452994579,0.7111727498323,0.2888272501677
2018-10-09,2018,10,"10_09","Tuesday",746.444045223923,842.980271302703,111.230683473375,173.962,223.5776,7.9841,193.7012,27.4556,1700.655,626.6805,2327.3355,2328.931,"GWh",0.32072902476842,0.362208315604992,0.0477931451968893,0.0747472807422909,0.0960659088472633,0.003430575437018,0.08322873947482,0.0117970099283064,0.730730485570301,0.269269514429699
2018-10-10,2018,10,"10_10","Wednesday",789.143073569777,891.201485913039,117.593440517185,173.974,246.4766,10.5141,105.5361,27.2406,1797.938,563.7414,2361.6794,2364.167,"GWh",0.334144877399437,0.377359215612855,0.0497922963282758,0.0736653755797675,0.104364970114064,0.00445195905930331,0.0446868867975899,0.0115344191087071,0.761296389340568,0.238703610659432
2018-10-11,2018,10,"10_11","Thursday",813.169314656627,918.334996267055,121.173689076318,174.238,234.6766,13.4215,50.4298,27.6326,1852.678,500.3985,2353.0765,2354.788,"GWh",0.345577083727039,0.390269928014264,0.0514958562020053,0.0740468913781596,0.0997318191737498,0.00570380945965845,0.0214314324247427,0.0117431796203821,0.787342867943307,0.212657132056693
2018-10-12,2018,10,"10_12","Friday",748.796194036207,845.636619165092,111.581186798702,174.283,211.2886,28.7154,132.3791,27.2416,1706.014,573.9077,2279.9217,2280.933,"GWh",0.328430662349592,0.370905991712387,0.0489407977470024,0.0764425374783704,0.0926736212037457,0.0125949062198057,0.0580630027776831,0.0119484805114141,0.748277451808981,0.251722548191019
2018-10-13,2018,10,"10_13","Saturday",663.001357623225,748.746095436564,98.7965469402116,174.493,175.9656,12.4206,162.3827,27.2596,1510.544,552.5215,2063.0655,2063.548,"GWh",0.321367090682882,0.36292890140258,0.0478882260113465,0.0845794765120157,0.0852932686819687,0.00602045839068125,0.0787094253672508,0.0132131529512757,0.732184218096808,0.267815781903192
2018-10-14,2018,10,"10_14","Sunday",616.811633344529,696.58273965258,91.913627002891,174.48,142.4636,8.267,149.5727,25.8206,1405.308,500.6039,1905.9119,1905.214,"GWh",0.323630716270007,0.36548527749503,0.0482255381284366,0.0915467288912987,0.0747482609243376,0.00433755621128133,0.0784782864307631,0.0135476356488461,0.737341531893473,0.262658468106527
2018-10-15,2018,10,"10_15","Monday",736.108021267871,831.30750850901,109.690470223119,174.122,200.1406,5.309,121.5435,26.0376,1677.106,527.1527,2204.2587,2206.019,"GWh",0.33394810748297,0.377136997807476,0.049762974837354,0.0789934502696984,0.0907972371845464,0.00240851947187506,0.0551403063533332,0.011812406592747,0.7608480801278,0.2391519198722
2018-10-16,2018,10,"10_16","Tuesday",764.199498835292,863.032004849488,113.87649631522,174.357,184.4326,7.7778,131.0699,25.8076,1741.108,523.4449,2264.5529,2267.066,"GWh",0.337461535491307,0.381104810953848,0.0502865251305104,0.0769940061899194,0.0814432729745461,0.00343458525521749,0.0578789305385624,0.0113963334660895,0.768852871575665,0.231147128424335
2018-10-17,2018,10,"10_17","Wednesday",756.135302132904,853.924880521129,112.674817345966,174.512,177.2196,10.3173,160.9338,26.3586,1722.735,549.3413,2272.0763,2274.563,"GWh",0.332794854703121,0.375834596981241,0.049591123918667,0.0768072797555258,0.0779989650875721,0.00454091264452695,0.0708311600275044,0.011601106881842,0.758220575603029,0.241779424396971
2018-10-18,2018,10,"10_18","Thursday",747.434677780244,844.099020533046,111.37830168671,174.494,165.3556,9.6148,193.7721,26.9726,1702.912,570.2091,2273.1211,2275.561,"GWh",0.328814279969617,0.371339221888815,0.0489979621792741,0.0767640580169706,0.0727438586531971,0.00422977904696762,0.0852449524136659,0.011865887831493,0.749151464037706,0.250848535962294
2018-10-19,2018,10,"10_19","Friday",759.12826775167,857.304920840896,113.120811407434,174.488,179.5696,14.3133,138.4149,27.3076,1729.554,534.0934,2263.6474,2265.902,"GWh",0.335356234257893,0.378727235010584,0.0499728055736215,0.0770826763920918,0.0793275489813475,0.00632311374995947,0.0611468464567406,0.0120635395777629,0.764056274842098,0.235943725157902
2018-10-20,2018,10,"10_20","Saturday",666.536822949395,752.738795946275,99.3233811043296,174.573,146.5396,13.496,178.7489,27.8256,1518.599,541.1831,2059.7821,2059.457,"GWh",0.32359579343339,0.365445838152626,0.0482203341335618,0.0847531396646276,0.0711432534538483,0.00655214937541209,0.0867804900333875,0.0135090017531466,0.737261965719578,0.262738034280422
2018-10-21,2018,10,"10_21","Sunday",602.155362932178,680.031000928771,89.7296361390515,174.568,85.7846,11.473,230.4218,27.4636,1371.916,529.711,1901.627,1899.358,"GWh",0.316652720503115,0.357604830457693,0.0471857184080009,0.0917992855591554,0.0451111600750305,0.00603325468138599,0.121170871048844,0.0144421592667752,0.721443269368809,0.278556730631191
2018-10-22,2018,10,"10_22","Monday",720.490086730177,813.669735419369,107.363177850455,174.38,139.5236,7.3807,204.4013,28.6986,1641.523,554.3842,2195.9072,2199.269,"GWh",0.328105890235333,0.370539217422015,0.0488924021244862,0.0794113703894226,0.0635380220074874,0.00336111653534357,0.0930828497670575,0.0130691315188547,0.747537509781834,0.252462490218166
2018-10-23,2018,10,"10_23","Tuesday",799.357078983224,902.73644973197,119.115471284806,174.543,162.1776,16.6491,85.4747,29.0856,1821.209,467.93,2289.139,2293.263,"GWh",0.349195518045529,0.394356327742426,0.052035053915383,0.0762483186910013,0.0708465497289592,0.00727308389748285,0.0373392354068495,0.0127059125723689,0.795586899703338,0.204413100296662
2018-10-24,2018,10,"10_24","Wednesday",766.966861824926,866.157265769877,114.288872405197,174.59,142.4696,16.0937,165.9504,30.1056,1747.413,529.2093,2276.6223,2280.186,"GWh",0.336888056409237,0.380457164884081,0.0502010686643969,0.0766881708924664,0.0625793747166581,0.00706911286953484,0.0728932506722788,0.0132238008913468,0.767546289957715,0.232453710042285
2018-10-25,2018,10,"10_25","Thursday",743.761831864738,839.951172256787,110.830995878474,174.549,126.9506,15.6276,214.0548,31.4056,1694.544,562.5876,2257.1316,2259.999,"GWh",0.329516379047078,0.372132122139793,0.049102584837532,0.0773322211252547,0.0562442172179947,0.00692365478379727,0.0948348780372398,0.0139139428113097,0.750751086024404,0.249248913975596
2018-10-26,2018,10,"10_26","Friday",763.520496369794,862.265188252527,113.77531537768,175.103,152.2906,19.7168,144.4513,31.4576,1739.561,523.0193,2262.5803,2264.87,"GWh",0.337455645826048,0.381098159589088,0.0502856474873751,0.0773908444266044,0.0673083735414827,0.00871429844942962,0.0638436125338844,0.0139034181460875,0.768839452902511,0.231160547097489
2018-10-27,2018,10,"10_27","Saturday",685.501489096283,774.156127246537,102.14938365718,175.702,131.5396,43.5772,128.1873,30.7166,1561.807,509.7227,2071.5297,2073.552,"GWh",0.330915597829122,0.373712299295799,0.0493110881573071,0.0848175143228697,0.0634987758080418,0.0210362419616769,0.061880503089094,0.0148279795360887,0.753938985282229,0.246061014717771
2018-10-28,2018,10,"10_28","Sunday",617.770663976147,697.66579993982,92.0565360840328,175.85,79.8436,20.7279,183.527,28.4116,1407.493,488.3601,1895.8531,1898.512,"GWh",0.325853656053914,0.367995705964676,0.0485567874874023,0.0927550768569569,0.0421148663891733,0.0109332838076959,0.0968044412301776,0.0149861822100035,0.742406149505993,0.257593850494007
2018-10-29,2018,10,"10_29","Monday",722.782981933643,816.259166513438,107.704851552919,175.9,136.8916,30.8782,182.5282,30.6776,1646.747,556.8756,2203.6226,2206.24,"GWh",0.32799762624219,0.370416951847126,0.048876269263584,0.0798231058258342,0.0621211635785547,0.0140124720085917,0.0828309711472373,0.0139214400868824,0.7472908473529,0.2527091526471
2018-10-30,2018,10,"10_30","Tuesday",744.068633883732,840.297652412751,110.876713703517,181.95,154.0496,36.0703,175.345,30.5276,1695.243,577.9425,2273.1855,2275.845,"GWh",0.327324203802871,0.369656436930797,0.0487759198285916,0.0800418619597917,0.0677681605834632,0.0158677327477234,0.0771362477897206,0.0134294363570417,0.745756560562259,0.254243439437741
2018-10-31,2018,10,"10_31","Wednesday",759.51319675118,857.739631995088,113.178171253732,190.287,171.1226,35.9975,138.7487,30.2786,1730.431,566.4344,2296.8654,2299.665,"GWh",0.330673794272481,0.373439223732957,0.0492750560192739,0.0828463870804097,0.0745026678533274,0.0156724464568102,0.0604078497590673,0.0131825748256733,0.753388074024712,0.246611925975288
2018-11-01,2018,11,"11_01","Thursday",763.486260951365,862.226525230831,113.770213817803,194.527,155.219,16.683,177.7116,29.353,1739.483,573.4936,2312.9766,2316.299,"GWh",0.330088190667975,0.372777885098721,0.0491877928284287,0.0841024504960405,0.0671078989731241,0.00721278373503649,0.0768324245044243,0.0126905736962492,0.752053868595126,0.247946131404875
2018-11-02,2018,11,"11_02","Friday",764.88376828824,863.804769603633,113.978462108126,196.808,143.385,7.5066,188.0907,28.077,1742.667,563.8673,2306.5343,2310.196,"GWh",0.33161603895864,0.374503327179497,0.0494154637579534,0.0853262836802383,0.0621646944508911,0.00325449311549366,0.0815468905014766,0.012172808355809,0.755534829896091,0.244465170103909
2018-11-03,2018,11,"11_03","Saturday",677.853823318108,765.519403015474,101.009773666417,196.825,89.456,11.5232,182.2807,27.428,1544.383,507.5129,2051.8959,2053.87,"GWh",0.330354879756867,0.373079064593615,0.0492275332615156,0.0959234822780239,0.0435967536169842,0.00561587944105741,0.0888352571882423,0.0133671498636944,0.752661477611998,0.247338522388002
