"date","year","month","month_date","weekday","coal","gas","oil","nuclear","hydro","wind","solar","other","fossil","low.carbon","total.prod","total.demand","unit","coal.perc","gas.perc","oil.perc","nuclear.perc","hydro.perc","wind.perc","solar.perc","other.perc","fossil.perc","low.carbon.perc"
2018-11-04,2018,11,"11_04","Sunday",657.844976909152,742.922849553499,98.0281735373491,196.909,84.567,9.9371,137.7916,28.211,1498.796,457.4157,1956.2117,1954.987,"GWh",0.336285166328957,0.379776304146171,0.0501112295450176,0.100658328543889,0.0432299837486914,0.00507976718470705,0.0704379796930976,0.0144212408094686,0.766172700020146,0.233827299979854
2018-11-05,2018,11,"11_05","Monday",762.459198398511,861.066634579965,113.617167021523,197.017,123.109,4.0036,152.3335,28.36,1737.143,504.8231,2241.9661,2243.978,"GWh",0.340085070152716,0.384067642494668,0.0506774687723973,0.087876886274061,0.054911178184184,0.00178575403080359,0.0679463886630578,0.0126496114281121,0.774830181419781,0.225169818580218
2018-11-06,2018,11,"11_06","Tuesday",809.736555585742,914.45828482243,120.662159591828,197.133,137.064,6.8519,105.0913,28.419,1844.857,474.5592,2319.4162,2322.137,"GWh",0.349112227286221,0.394262265143457,0.0520226424183068,0.0849925080285289,0.0590941806821906,0.00295414854824244,0.0453093756954875,0.0122526521975659,0.795397134847985,0.204602865152015
2018-11-07,2018,11,"11_07","Wednesday",783.317346533866,884.622328387849,116.725325078285,197.072,114.659,10.2447,157.8834,28.455,1784.665,508.3141,2292.9791,2294.784,"GWh",0.341615563148337,0.385796071315194,0.0509055338002361,0.0859458335228612,0.0500043807638718,0.00446785581255407,0.0688551413312053,0.0124096203057411,0.778317168263767,0.221682831736233
2018-11-08,2018,11,"11_08","Thursday",788.203794141098,890.140731215238,117.453474643664,197.155,120.642,17.9339,149.4446,28.981,1795.798,514.1565,2309.9545,2311.609,"GWh",0.341220484706992,0.38534989811065,0.0508466615440536,0.085350165988118,0.0522270027396644,0.00776374599586269,0.0646959063479389,0.0125461345667198,0.777417044361696,0.222582955638304
2018-11-09,2018,11,"11_09","Friday",814.259581058888,919.566264804128,121.336154136984,197.915,150.49,28.8325,62.0964,28.488,1855.162,467.8219,2322.9839,2325.259,"GWh",0.350523127198121,0.395855634128212,0.0522328863910698,0.085198610287398,0.0647830576871411,0.0124118380674098,0.0267313088136341,0.0122635374270136,0.798611647717403,0.201388352282596
2018-11-10,2018,11,"11_10","Saturday",679.823237708987,767.743518122498,101.303244168515,206.736,112.739,20.5089,158.5991,28.403,1548.87,526.986,2075.856,2075.708,"GWh",0.327490557008283,0.369844304288206,0.0488007088008586,0.0995907230559345,0.054309643828859,0.00987973154207228,0.0764017831680039,0.0136825483077824,0.746135570097348,0.253864429902652
2018-11-11,2018,11,"11_11","Sunday",631.556125796677,713.23411000922,94.1107641941032,212.447,60.324,18.4464,176.794,27.508,1438.901,495.5194,1934.4204,1931.669,"GWh",0.326483387890593,0.368706879853635,0.0486506264068055,0.1098246275732,0.0311845346544112,0.00953587958439644,0.0913937838951657,0.0142202801417934,0.743840894151034,0.256159105848966
2018-11-12,2018,11,"11_12","Monday",791.375398417561,893.722513199493,117.926088382946,217.846,129.743,8.2836,81.2347,28.406,1803.024,465.5133,2268.5373,2270.272,"GWh",0.348848307857914,0.393964213504223,0.051983314703684,0.0960292784253537,0.0571923591470151,0.00365151589087823,0.0358092855691639,0.0125217249017682,0.794795836065821,0.205204163934179
2018-11-13,2018,11,"11_13","Tuesday",822.559036534066,928.939073486702,122.572889979232,218.243,107.067,12.612,93.5519,28.056,1874.071,459.5299,2333.6009,2335.183,"GWh",0.352484881426839,0.398071098398489,0.0525252154210397,0.0935219899855198,0.0458805959493759,0.00540452311275677,0.0400890743571448,0.0120226213488348,0.803081195246368,0.196918804753632
2018-11-14,2018,11,"11_14","Wednesday",792.16983569135,894.619693574736,118.044470733914,218.404,111.625,14.8656,163.5608,28.283,1804.834,536.7384,2341.5724,2342.958,"GWh",0.338306787221847,0.382059377525434,0.0504124795517381,0.0932723668932893,0.0476709581988582,0.00634855450124028,0.0698508404010912,0.0120786357065022,0.770778644299019,0.229221355700981
2018-11-15,2018,11,"11_15","Thursday",800.019841570749,903.484926177614,119.214232251636,218.618,107.392,10.6219,176.8768,28.178,1822.719,541.6867,2364.4057,2367.337,"GWh",0.338359800761244,0.382119247207708,0.0504203793163061,0.0924621354110253,0.0454202931417396,0.00449241853883198,0.0748081431202775,0.0119175825028674,0.770899427285258,0.229100572714742
2018-11-16,2018,11,"11_16","Friday",822.719679651307,929.120492280812,122.596828067881,218.488,125.556,10.1557,131.71,28.208,1874.437,514.1177,2388.5547,2391.57,"GWh",0.344442469603609,0.388988576347367,0.0513267827058267,0.0914728894423058,0.0525656791531716,0.00425181805549607,0.0551421326042899,0.0118096520879342,0.784757828656802,0.215242171343198
2018-11-17,2018,11,"11_17","Saturday",730.410018677636,824.872593795531,108.841387526833,218.683,81.577,18.6244,146.1961,28.5,1664.124,493.5805,2157.7045,2160.922,"GWh",0.338512534351963,0.382291733550878,0.0504431387740227,0.101349837292363,0.0378073086467586,0.00863158045969687,0.0677553854107455,0.0132084815135715,0.771247406676864,0.228752593323136
2018-11-18,2018,11,"11_18","Sunday",684.249262829918,772.741952876059,101.962784294023,218.663,59.488,10.2228,138.888,27.82,1558.954,455.0818,2014.0358,2016.966,"GWh",0.339740367489951,0.38367836007486,0.0506261032172432,0.108569569617382,0.0295367142927648,0.00507577869271241,0.0689600452981024,0.0138130613169835,0.774044830782055,0.225955169217945
2018-11-19,2018,11,"11_19","Monday",833.389718394846,941.170467375919,124.186814229235,218.468,121.751,19.0672,71.3924,28.078,1898.747,458.7566,2357.5036,2359.946,"GWh",0.353505173181855,0.39922334259677,0.052677253273011,0.0926692116185952,0.0516440356655235,0.00808787736315652,0.03028305025706,0.0119100560440289,0.805405769051636,0.194594230948364
2018-11-20,2018,11,"11_20","Tuesday",838.239297089925,946.64723310302,124.909469807055,218.727,102.42,18.0002,149.1786,28.013,1909.796,516.3388,2426.1348,2428.84,"GWh",0.345504007893512,0.390187401418511,0.0514849668728445,0.0901545124368193,0.0422152965284534,0.00741929096437675,0.061488174523526,0.0115463493619563,0.787176376184868,0.212823623815132
2018-11-21,2018,11,"11_21","Wednesday",861.736644853618,973.183449339817,128.410905806565,218.72,113.1,14.4665,132.791,28.353,1963.331,507.4305,2470.7615,2473.149,"GWh",0.34877370594192,0.393879963460584,0.0519721979667262,0.0885233155850939,0.0457753611588978,0.00585507747307864,0.0537449689093828,0.0114754095043168,0.79462586736923,0.20537413263077
2018-11-22,2018,11,"11_22","Thursday",900.30459937577,1016.73932599889,134.158074625338,218.716,112.591,25.3866,60.8893,28.512,2051.202,446.0949,2497.2969,2499.877,"GWh",0.360511639355244,0.407135942065556,0.0537213154852904,0.0875810961844385,0.0450851478652778,0.0101656314873894,0.0243820828832967,0.0114171446735068,0.821368896906091,0.178631103093909
2018-11-23,2018,11,"11_23","Friday",803.059771160949,906.918004232271,119.66722460678,218.726,118.814,38.5052,147.9735,27.901,1829.645,551.9197,2381.5647,2385.235,"GWh",0.337198385230075,0.380807627956642,0.0502473120326228,0.0918413008053067,0.0498890498334981,0.0161680260040804,0.0621328910358807,0.011715407101894,0.76825332521934,0.23174667478066
2018-11-24,2018,11,"11_24","Saturday",783.361677011575,884.672392044147,116.731930944278,218.758,86.472,12.7103,155.2303,28.866,1784.766,502.0366,2286.8026,2290.32,"GWh",0.34255762915941,0.38685997297893,0.0510459149138094,0.0956610771738671,0.0378134955767498,0.00555810982548297,0.06788093559103,0.0126228647807205,0.78046351705215,0.21953648294785
2018-11-25,2018,11,"11_25","Sunday",726.426420502549,820.37380424542,108.247775252031,218.797,61.696,13.4073,151.2407,26.415,1655.048,471.556,2126.604,2129.828,"GWh",0.341589887211041,0.385767074756476,0.0509017077236903,0.102885633620552,0.0290115131919248,0.00630455881772065,0.0711184122666937,0.0124212124119018,0.778258669691207,0.221741330308793
2018-11-26,2018,11,"11_26","Monday",850.853293118332,960.892573878761,126.789133002907,218.624,121.597,16.9768,114.8603,28.222,1938.535,500.2801,2438.8151,2441.162,"GWh",0.348879787204176,0.393999764016043,0.0519880055699618,0.0896435322218564,0.0498590483550803,0.00696108532377055,0.0470967643262501,0.011572012982862,0.794867556790181,0.205132443209819
2018-11-27,2018,11,"11_27","Tuesday",852.983789542073,963.29860345966,127.106606998267,218.745,108.711,19.7105,128.5179,28.546,1943.389,504.2304,2447.6194,2449.957,"GWh",0.348495272403084,0.393565520627782,0.0519307074450658,0.089370512425257,0.0444149936056235,0.00805292685619341,0.0525073056701544,0.0116627609668399,0.793991500475932,0.206008499524068
2018-11-28,2018,11,"11_28","Wednesday",860.552011592868,971.845609653199,128.234378753933,218.77,107.003,28.3961,95.9338,29.16,1960.632,479.2629,2439.8949,2442.22,"GWh",0.35270044279074,0.398314537914399,0.0525573371024846,0.0896636982191323,0.0438555775496723,0.0116382472048284,0.0393188247575746,0.0119513344611688,0.803572317807624,0.196427682192376
2018-11-29,2018,11,"11_29","Thursday",833.64648403306,941.460440038635,124.225075928305,218.78,112.321,27.0608,153.4251,30.393,1899.332,541.9799,2441.3119,2443.576,"GWh",0.341474796412969,0.385637099478618,0.0508845575726335,0.0896157512688158,0.0460084596318889,0.0110845320501653,0.0628453496663003,0.0124494539186083,0.777996453464221,0.222003546535779
2018-11-30,2018,11,"11_30","Friday",849.17751327782,959.000068534742,126.539418187438,218.685,124.602,24.2634,144.5964,31.157,1934.717,543.3038,2478.0208,2480.773,"GWh",0.342683771370208,0.387002428928257,0.0510647118811263,0.0882498645693369,0.0502828709105267,0.00979144323566614,0.0583515683161336,0.0125733407887456,0.780750912179591,0.219249087820409
2018-12-01,2018,12,"12_01","Saturday",781.371633586515,882.424979988153,116.435386425332,218.7,109.767,28.0469,125.3609,31.2184,1780.232,513.0932,2293.3252,2293.342,"GWh",0.340715583462177,0.384779698922836,0.0507714241422595,0.0953637103015307,0.0478636871909836,0.0122297962800915,0.054663377003837,0.013612722696284,0.776266706527273,0.223733293472727
2018-12-02,2018,12,"12_02","Sunday",741.981590106458,837.94069512862,110.565714764922,218.774,77.472,17.2511,122.6995,30.6314,1690.488,466.828,2157.316,2157.317,"GWh",0.343937369447247,0.388418152523144,0.0512515156634087,0.101410270910706,0.0359112897693245,0.00799655683265687,0.0568759977675964,0.014198847085916,0.783607037633801,0.216392962366199
2018-12-03,2018,12,"12_03","Monday",880.31374850727,994.163095407295,131.179156085435,218.802,115.124,16.6141,57.1713,30.0704,2005.656,437.7818,2443.4378,2443.441,"GWh",0.360276716889323,0.406870637512154,0.0536863087267598,0.0895467852711454,0.0471155844441794,0.00679947735931727,0.0233978945565956,0.0123065952405255,0.820833663128237,0.179166336871763
2018-12-04,2018,12,"12_04","Tuesday",842.535403187077,951.498946646044,125.54965016688,218.599,138.834,26.6421,81.9861,29.5294,1919.584,495.5906,2415.1746,2415.158,"GWh",0.348850722091511,0.39396693996618,0.0519836744585173,0.0905106405143545,0.0574840427685849,0.0110311279358436,0.0339462414021744,0.0122266108628337,0.794801336516209,0.205198663483791
2018-12-05,2018,12,"12_05","Wednesday",807.941829611973,912.431450262007,120.394720126021,218.48,142.94,38.5636,118.1606,29.2274,1840.768,547.3716,2388.1396,2388.082,"GWh",0.338314321998585,0.382067886760894,0.0504136023396708,0.0914854391259204,0.0598541224306988,0.0161479672293864,0.0494780958366085,0.0122385642782357,0.77079581109915,0.22920418890085
2018-12-06,2018,12,"12_06","Thursday",926.671138553141,1046.51580086163,138.087060585225,218.767,156.631,19.2597,27.2581,29.2574,2111.274,451.1732,2562.4472,2562.437,"GWh",0.36163521283605,0.408404825223963,0.0538887437701058,0.0853742469308246,0.0611255521674749,0.0075161353568573,0.0106375265020095,0.0114177572127145,0.823928781830119,0.176071218169881
2018-12-07,2018,12,"12_07","Friday",902.640069394461,1019.3768380302,134.50609257534,218.758,151.978,40.0926,61.6129,29.7764,2056.523,502.2179,2558.7409,2558.735,"GWh",0.35276728073345,0.398390019884467,0.052567296897994,0.0854943929649149,0.059395619150028,0.0156688783924937,0.024079382168003,0.0116371298086492,0.803724597515911,0.196275402484089
2018-12-08,2018,12,"12_08","Saturday",854.038064863421,964.489226255976,127.263708880603,218.798,128.645,44.84,100.1026,30.8074,1945.791,523.193,2468.984,2468.996,"GWh",0.345906682612533,0.390642153313256,0.0515449710814662,0.0886186382738811,0.0521044283802568,0.018161316557742,0.0405440456479264,0.0124777641329389,0.788093807007255,0.211906192992745
2018-12-09,2018,12,"12_09","Sunday",850.543418689992,960.54262396444,126.742957345568,218.839,113.136,40.9504,83.9348,30.3374,1937.829,487.1976,2425.0266,2425.019,"GWh",0.350735706853686,0.39609570631697,0.0522645637559472,0.0902418967280606,0.0466535088728511,0.016886577656509,0.0346119089992662,0.0125101308167094,0.799095976926604,0.200904023073396
2018-12-10,2018,12,"12_10","Monday",1007.69496216718,1138.01828554105,150.160752291765,218.878,152.765,30.318,100.4381,30.9724,2295.874,533.3715,2829.2455,2829.23,"GWh",0.356170916298067,0.402233841333689,0.0530744865695694,0.0773626749605151,0.0539949608473355,0.0107159311554971,0.035499959264758,0.0109472295705693,0.811479244201325,0.188520755798675
2018-12-11,2018,12,"12_11","Tuesday",1067.21762626128,1205.23890555639,159.030468182333,218.606,161.909,19.3652,71.2766,29.0594,2431.487,500.2162,2931.7032,2931.609,"GWh",0.364026490219502,0.411105362083169,0.0542450778040332,0.074566211204463,0.0552269411173682,0.00660544355240326,0.0243123519461315,0.00991212207293017,0.829376930106704,0.170623069893296
2018-12-12,2018,12,"12_12","Wednesday",1024.38736214478,1156.86948269622,152.648155158999,218.773,144.132,32.7142,74.6649,26.7134,2333.905,496.9975,2830.9025,2830.885,"GWh",0.36185893443691,0.408657480325167,0.0539220814418719,0.0772803019531757,0.0509137986914067,0.0115561026916328,0.026374945799087,0.00943635466074865,0.824438496203949,0.175561503796051
2018-12-13,2018,12,"12_13","Thursday",1018.06785503539,1149.73268543503,151.70645952958,218.969,149.656,23.0828,109.3911,30.0344,2319.507,531.1333,2850.6403,2850.617,"GWh",0.357136554561228,0.403324363805224,0.0532183802809424,0.0768139705314627,0.0524990823991368,0.00809740885231995,0.0383742206970132,0.0105360188726722,0.813679298647395,0.186320701352605
2018-12-14,2018,12,"12_14","Friday",1023.26066574599,1155.59707273862,152.480261515387,218.891,132.971,34.0361,119.8408,29.2824,2331.338,535.0213,2866.3593,2866.366,"GWh",0.356989671792364,0.403158484959866,0.0531964926781466,0.0763655135627972,0.0463902065592405,0.0118743313163845,0.0418094130767207,0.0102158860544803,0.813344649430377,0.186655350569623
2018-12-15,2018,12,"12_15","Saturday",943.691847415161,1065.73776648126,140.623386103578,219.02,109.748,22.48,128.3953,30.5664,2150.053,510.2097,2660.2627,2660.267,"GWh",0.354736337661375,0.400613731298515,0.0528607141330733,0.0823302149821519,0.0412545723397919,0.00845029327366805,0.0482641432366811,0.0114899930747441,0.808210783092963,0.191789216907037
2018-12-16,2018,12,"12_16","Sunday",911.546545173313,1029.43517182822,135.833282998467,219.027,112.723,19.8065,78.0331,30.2524,2076.815,459.842,2536.657,2536.672,"GWh",0.359349547523892,0.405823559049655,0.0535481474233475,0.0863447442835196,0.044437620064518,0.00780811122670507,0.0307621803026582,0.0119260901257048,0.818721253996894,0.181278746003106
