"date","year","month","month_date","weekday","coal","gas","oil","nuclear","hydro","wind","solar","other","unit","fossil","low.carbon","total.prod","coal.perc","gas.perc","oil.perc","nuclear.perc","hydro.perc","wind.perc","solar.perc","other.perc","fossil.perc","low.carbon.perc"
2017-01-01,2017,1,"1_1","Sunday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
2017-01-02,2017,1,"1_2","Monday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
2017-01-03,2017,1,"1_3","Tuesday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
2017-01-04,2017,1,"1_4","Wednesday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
2017-01-05,2017,1,"1_5","Thursday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
2017-01-06,2017,1,"1_6","Friday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
2017-01-07,2017,1,"1_7","Saturday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
2017-01-08,2017,1,"1_8","Sunday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
2017-01-09,2017,1,"1_9","Monday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
2017-01-10,2017,1,"1_10","Tuesday",1024.59012903226,1279.29132258065,283.323806451613,38.2160967741936,204.069741935484,22.3562258064516,95.1425483870968,52.1942580645161,"GWh",2587.20525806452,411.978870967742,2999.18412903226,0.341622949759627,0.426546443146667,0.0944669597671659,0.0127421642453558,0.0680417517417748,0.00745410246408088,0.0317228100356067,0.0174028188397214,0.86263635267346,0.13736364732654
