datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2019-05-01 00:00:00,9967,TEX,10831,195,1043,7,3852,21069
2019-05-01 01:00:00,10053,TEX,10895,196,425,8,3851,21202
2019-05-01 02:00:00,10012,TEX,10092,196,11,13,3852,22822
2019-05-01 03:00:00,9683,TEX,9934,195,0,21,3851,22021
2019-05-01 04:00:00,9511,TEX,10466,196,0,23,3852,19174
2019-05-01 05:00:00,9392,TEX,10784,194,0,22,3854,16073
2019-05-01 06:00:00,8501,TEX,11137,159,0,19,3854,14371
2019-05-01 07:00:00,7663,TEX,10763,160,0,20,3854,13942
2019-05-01 08:00:00,7067,TEX,10583,160,0,20,3853,13620
2019-05-01 09:00:00,7206,TEX,9784,160,0,18,3851,13753
2019-05-01 10:00:00,7577,TEX,9090,160,0,21,3851,14348
2019-05-01 11:00:00,8095,TEX,8610,195,0,22,3851,15870
2019-05-01 12:00:00,9454,TEX,7936,267,0,23,3851,18071
2019-05-01 13:00:00,10037,TEX,6749,285,83,17,3851,19381
2019-05-01 14:00:00,10123,TEX,6001,286,595,18,3851,20047
2019-05-01 15:00:00,10030,TEX,6355,286,1073,20,3851,20837
2019-05-01 16:00:00,9385,TEX,6973,285,1321,18,3851,22310
2019-05-01 17:00:00,9372,TEX,6859,251,1372,18,3851,23637
2019-05-01 18:00:00,9451,TEX,6508,251,1375,22,3850,25146
2019-05-01 19:00:00,9390,TEX,6690,250,1350,20,3851,26293
2019-05-01 20:00:00,9510,TEX,7387,250,1271,18,3850,26398
2019-05-01 21:00:00,9600,TEX,7883,222,1261,16,3851,26026
2019-05-01 22:00:00,9485,TEX,8812,240,1304,19,3851,25059
2019-05-01 23:00:00,9344,TEX,10073,240,1131,24,3851,24177
2019-05-02 00:00:00,9239,TEX,10819,197,563,13,3851,23557
2019-05-02 01:00:00,9174,TEX,10579,197,259,17,3850,23604
2019-05-02 02:00:00,9058,TEX,11284,195,8,12,3851,22876
2019-05-02 03:00:00,8894,TEX,11858,194,0,12,3853,20846
2019-05-02 04:00:00,7387,TEX,12632,159,0,10,3853,18444
2019-05-02 05:00:00,5979,TEX,12755,160,0,13,3853,16335
2019-05-02 06:00:00,5274,TEX,12742,231,0,15,3853,14159
2019-05-02 07:00:00,4186,TEX,14301,251,0,16,3853,12228
2019-05-02 08:00:00,3837,TEX,14439,250,0,17,3853,11229
2019-05-02 09:00:00,3835,TEX,13826,285,0,17,3853,11083
2019-05-02 10:00:00,3970,TEX,13027,285,0,17,3853,11881
2019-05-02 11:00:00,4686,TEX,11793,285,0,18,3853,13923
2019-05-02 12:00:00,6436,TEX,11515,283,0,19,3854,15492
2019-05-02 13:00:00,7634,TEX,9835,280,76,17,3854,16883
2019-05-02 14:00:00,7570,TEX,8727,278,580,15,3854,17815
2019-05-02 15:00:00,6312,TEX,10280,242,982,9,3853,18323
2019-05-02 16:00:00,6838,TEX,9879,183,1058,10,3853,19572
2019-05-02 17:00:00,8425,TEX,8449,164,983,8,3853,20960
2019-05-02 18:00:00,8707,TEX,7127,165,963,8,3852,23459
2019-05-02 19:00:00,8832,TEX,6880,190,1044,8,3852,24852
2019-05-02 20:00:00,8725,TEX,6777,239,1108,7,3852,25878
2019-05-02 21:00:00,8776,TEX,7855,239,1098,8,3852,25175
2019-05-02 22:00:00,8679,TEX,7459,240,777,11,3852,25761
