DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/2/1,5:00,461,462,87,533.0
2021/2/1,6:00,470,471,87,540.0
2021/2/1,7:00,453,455,83,543.0
2021/2/1,8:00,460,456,80,572.0
2021/2/1,9:00,461,467,79,582.0
2021/2/1,10:00,450,464,79,570.0
2021/2/1,11:00,441,454,80,554.0
2021/2/1,12:00,410,434,75,545.0
2021/2/1,13:00,418,449,77,539.0
2021/2/1,14:00,419,449,80,525.0
2021/2/1,15:00,427,451,82,518.0
2021/2/1,16:00,434,455,83,524.0
2021/2/1,17:00,446,460,84,532.0
2021/2/1,18:00,439,452,84,525.0
2021/2/1,19:00,424,446,82,519.0
2021/2/1,20:00,407,433,80,508.0
2021/2/1,21:00,395,421,79,502.0
2021/2/1,22:00,379,403,76,500.0
2021/2/1,23:00,389,413,78,501.0
2020/9/16,0:00,257,243,74,346.0
2020/9/16,1:00,253,242,72,350.0
2020/9/16,2:00,267,255,75,354.0
2020/9/16,3:00,287,272,77,374.0
2020/9/16,4:00,294,282,76,384.0
2020/9/16,5:00,283,270,76,372.0
2020/9/16,6:00,284,276,74,384.0
2020/9/16,7:00,297,288,75,394.0
2020/9/16,8:00,321,323,77,415.0
2020/9/16,9:00,341,333,78,436.0
2020/9/16,10:00,349,342,77,450.0
2020/9/16,11:00,348,352,75,462.0
2020/9/16,12:00,341,333,77,440.0
2020/9/16,13:00,351,348,78,449.0
2020/9/16,14:00,352,347,81,435.0
2020/9/16,15:00,354,350,84,421.0
2020/9/16,16:00,360,352,88,410.0
2020/9/16,17:00,361,347,89,404.0
2020/9/16,18:00,369,354,92,402.0
2020/9/16,19:00,353,344,89,396.0
2020/9/16,20:00,329,324,85,386.0
2020/9/16,21:00,306,304,81,380.0
2020/9/16,22:00,281,290,76,371.0
2020/9/16,23:00,268,280,74,360.0
2020/5/9,0:00,266,264,77,344.0
2020/5/9,1:00,275,273,77,359.0
2020/5/9,2:00,285,283,77,367.0
2020/5/9,3:00,294,293,77,381.0
2020/5/9,4:00,291,290,76,380.0
2020/5/9,5:00,278,277,76,364.0
2020/5/9,6:00,261,259,70,375.0
2020/5/9,7:00,250,249,62,403.0
2020/5/9,8:00,268,266,63,427.0
2020/5/9,9:00,279,277,62,447.0
2020/5/9,10:00,282,280,62,454.0
2020/5/9,11:00,286,285,62,460.0
2020/5/9,12:00,284,283,61,465.0
2020/5/9,13:00,284,279,62,459.0
2020/5/9,14:00,276,269,66,420.0
2020/5/9,15:00,275,268,70,395.0
2020/5/9,16:00,281,272,73,387.0
2020/5/9,17:00,287,276,77,373.0
2020/5/9,18:00,297,286,80,370.0
2020/5/9,19:00,305,296,82,374.0
2020/5/9,20:00,292,277,80,364.0
2020/5/9,21:00,282,263,81,347.0
2020/5/9,22:00,267,253,79,338.0
2020/5/9,23:00,266,255,78,340.0
2021/6/22,0:00,243,250,73,333.0
2021/6/22,1:00,247,255,74,335.0
2021/6/22,2:00,264,268,77,344.0
2021/6/22,3:00,276,281,76,360.0
2021/6/22,4:00,271,278,75,362.0
2021/6/22,5:00,269,269,76,352.0
2021/6/22,6:00,267,268,78,340.0
2021/6/22,7:00,272,273,79,346.0
2021/6/22,8:00,298,299,80,373.0
2021/6/22,9:00,318,321,79,405.0
2021/6/22,10:00,321,325,79,405.0
2021/6/22,11:00,329,330,79,415.0
2021/6/22,12:00,313,318,74,426.0
2021/6/22,13:00,330,334,78,422.0
2021/6/22,14:00,325,330,78,416.0
2021/6/22,15:00,322,328,78,413.0
2021/6/22,16:00,332,337,85,393.0
2021/6/22,17:00,326,327,79,415.0
2021/6/22,18:00,311,317,75,413.0
2021/6/22,19:00,314,319,76,411.0
2021/6/22,20:00,302,302,76,400.0
2021/6/22,21:00,283,286,74,381.0
2021/6/22,22:00,265,270,74,358.0
2021/6/22,23:00,256,262,74,345.0
2021/4/14,0:00,301,304,75,400.0
2021/4/14,1:00,314,314,77,409.0
2021/4/14,2:00,324,326,78,415.0
2021/4/14,3:00,333,335,80,418.0
2021/4/14,4:00,339,341,81,417.0
2021/4/14,5:00,333,337,81,412.0
2021/4/14,6:00,331,330,80,415.0
2021/4/14,7:00,330,325,78,425.0
2021/4/14,8:00,357,347,77,460.0
2021/4/14,9:00,367,359,76,483.0
2021/4/14,10:00,377,359,78,481.0
2021/4/14,11:00,388,364,80,485.0
2021/4/14,12:00,357,351,73,493.0
2021/4/14,13:00,366,360,77,476.0
2021/4/14,14:00,365,351,79,462.0
2021/4/14,15:00,358,343,80,448.0
2021/4/14,16:00,353,347,82,429.0
2021/4/14,17:00,353,355,85,417.0
2021/4/14,18:00,368,373,85,434.0
2021/4/14,19:00,363,363,85,429.0
2021/4/14,20:00,345,347,83,416.0
2021/4/14,21:00,328,330,81,405.0
2021/4/14,22:00,311,314,79,392.0
2021/4/14,23:00,315,315,81,390.0
2019/9/15,0:00,264,261,66,
2019/9/15,1:00,259,253,65,
2019/9/15,2:00,270,263,68,
2019/9/15,3:00,284,278,71,
2019/9/15,4:00,289,283,73,
2019/9/15,5:00,275,264,68,
2019/9/15,6:00,273,258,69,
2019/9/15,7:00,272,262,68,
2019/9/15,8:00,284,269,71,
2019/9/15,9:00,297,279,74,
2019/9/15,10:00,314,291,78,
2019/9/15,11:00,310,295,77,
2019/9/15,12:00,297,285,74,
2019/9/15,13:00,301,289,75,
2019/9/15,14:00,294,285,73,
2019/9/15,15:00,287,280,71,
2019/9/15,16:00,301,287,76,
2019/9/15,17:00,317,303,79,
2019/9/15,18:00,338,323,85,
2019/9/15,19:00,329,322,82,
2019/9/15,20:00,310,303,77,
2019/9/15,21:00,293,289,73,
2019/9/15,22:00,280,271,70,
2019/9/15,23:00,269,261,67,
2021/2/5,0:00,453,469,83,548.0
2021/2/5,1:00,476,486,83,574.0
2021/2/5,2:00,492,500,82,602.0
2021/2/5,3:00,504,509,81,624.0
2021/2/5,4:00,502,512,82,610.0
2021/2/5,5:00,499,507,84,591.0
2021/2/5,6:00,498,506,87,570.0
2021/2/5,7:00,486,491,86,567.0
2021/2/5,8:00,499,498,85,584.0
2021/2/5,9:00,504,508,80,627.0
2021/2/5,10:00,497,505,79,628.0
2021/2/5,11:00,500,498,81,620.0
2021/2/5,12:00,471,479,79,599.0
2021/2/5,13:00,471,480,80,590.0
2021/2/5,14:00,465,482,81,572.0
2021/2/5,15:00,470,483,84,556.0
2021/2/5,16:00,469,485,84,559.0
2021/2/5,17:00,485,487,86,561.0
2021/2/5,18:00,480,482,86,557.0
2021/2/5,19:00,464,467,86,539.0
2021/2/5,20:00,452,456,85,532.0
2021/2/5,21:00,440,452,84,526.0
2021/2/5,22:00,419,438,82,513.0
2021/2/5,23:00,436,447,83,522.0
2020/12/9,0:00,361,360,79,455.0
2020/12/9,1:00,374,365,81,461.0
2020/12/9,2:00,388,375,82,472.0
2020/12/9,3:00,400,394,83,481.0
2020/12/9,4:00,406,406,83,491.0
2020/12/9,5:00,405,404,83,490.0
2020/12/9,6:00,408,414,82,499.0
2020/12/9,7:00,403,400,84,481.0
2020/12/9,8:00,421,412,85,496.0
2020/12/9,9:00,427,416,86,500.0
2020/12/9,10:00,420,417,84,502.0
2020/12/9,11:00,415,414,83,498.0
2020/12/9,12:00,393,395,83,475.0
2020/12/9,13:00,409,410,83,492.0
2020/12/9,14:00,416,420,82,505.0
2020/12/9,15:00,428,439,81,529.0
2020/12/9,16:00,447,449,83,540.0
2020/12/9,17:00,441,445,83,535.0
2020/12/9,18:00,430,435,82,523.0
2020/12/9,19:00,416,420,82,505.0
2020/12/9,20:00,400,405,82,487.0
2020/12/9,21:00,387,383,83,468.0
2020/12/9,22:00,370,365,80,462.0
2020/12/9,23:00,374,370,82,455.0
2021/7/23,0:00,271,265,73,369.0
2021/7/23,1:00,264,258,73,361.0
2021/7/23,2:00,273,265,75,366.0
2021/7/23,3:00,288,281,73,396.0
2021/7/23,4:00,286,286,72,399.0
2021/7/23,5:00,280,267,73,386.0
2021/7/23,6:00,275,270,75,364.0
2021/7/23,7:00,284,298,76,374.0
2021/7/23,8:00,308,319,77,399.0
2021/7/23,9:00,330,334,77,427.0
2021/7/23,10:00,349,357,79,442.0
2021/7/23,11:00,360,368,80,452.0
2021/7/23,12:00,356,384,78,456.0
2021/7/23,13:00,357,377,81,443.0
2021/7/23,14:00,355,373,82,433.0
2021/7/23,15:00,359,372,83,431.0
2021/7/23,16:00,368,375,82,449.0
2021/7/23,17:00,366,368,83,441.0
2021/7/23,18:00,356,366,81,437.0
2021/7/23,19:00,360,362,83,432.0
2021/7/23,20:00,342,339,85,403.0
2021/7/23,21:00,324,315,85,383.0
2021/7/23,22:00,309,297,83,373.0
2021/7/23,23:00,299,282,82,366.0
2019/8/25,0:00,263,258,64,
2019/8/25,1:00,260,254,64,
2019/8/25,2:00,268,266,65,
2019/8/25,3:00,284,279,69,
2019/8/25,4:00,284,281,69,
2019/8/25,5:00,267,266,65,
2019/8/25,6:00,259,261,63,
2019/8/25,7:00,264,267,64,
2019/8/25,8:00,270,277,66,
2019/8/25,9:00,281,295,69,
2019/8/25,10:00,292,298,71,
2019/8/25,11:00,298,303,73,
2019/8/25,12:00,291,298,71,
2019/8/25,13:00,290,295,71,
2019/8/25,14:00,286,297,70,
2019/8/25,15:00,282,297,69,
2019/8/25,16:00,290,307,71,
2019/8/25,17:00,300,316,73,
2019/8/25,18:00,317,325,77,
2019/8/25,19:00,320,330,78,
2019/8/25,20:00,305,316,74,
2019/8/25,21:00,290,296,71,
2019/8/25,22:00,272,281,66,
2019/8/25,23:00,262,270,64,
2020/5/27,0:00,253,265,74,344.0
2020/5/27,1:00,258,270,73,354.0
2020/5/27,2:00,273,285,77,355.0
2020/5/27,3:00,283,290,78,361.0
2020/5/27,4:00,281,288,79,357.0
2020/5/27,5:00,272,283,73,371.0
2020/5/27,6:00,270,286,71,383.0
2020/5/27,7:00,284,301,71,400.0
2020/5/27,8:00,315,316,75,423.0
2020/5/27,9:00,326,326,74,443.0
2020/5/27,10:00,329,329,73,451.0
2020/5/27,11:00,330,332,71,463.0
2020/5/27,12:00,316,311,71,444.0
2020/5/27,13:00,334,326,73,459.0
2020/5/27,14:00,330,321,74,444.0
2020/5/27,15:00,328,316,76,430.0
2020/5/27,16:00,326,324,79,413.0
2020/5/27,17:00,318,332,76,420.0
2020/5/27,18:00,317,334,76,418.0
2020/5/27,19:00,320,337,80,398.0
2020/5/27,20:00,306,320,78,390.0
2020/5/27,21:00,289,305,77,373.0
2020/5/27,22:00,271,285,77,354.0
2020/5/27,23:00,268,280,76,354.0
2019/12/10,0:00,370,371,82,448.0
2019/12/10,1:00,383,383,83,461.0
2019/12/10,2:00,399,399,86,465.0
2019/12/10,3:00,411,411,85,482.0
2019/12/10,4:00,416,417,87,480.0
2019/12/10,5:00,412,412,87,476.0
2019/12/10,6:00,413,412,87,475.0
2019/12/10,7:00,403,402,86,467.0
2019/12/10,8:00,422,422,87,487.0
2019/12/10,9:00,423,423,87,487.0
2019/12/10,10:00,394,410,77,512.0
2019/12/10,11:00,368,412,72,512.0
2019/12/10,12:00,343,392,68,507.0
2019/12/10,13:00,365,416,72,506.0
2019/12/10,14:00,384,426,76,508.0
2019/12/10,15:00,405,427,79,513.0
2019/12/10,16:00,434,444,86,502.0
2019/12/10,17:00,429,439,83,516.0
2019/12/10,18:00,418,430,83,503.0
2019/12/10,19:00,407,418,83,493.0
2019/12/10,20:00,391,410,80,486.0
2019/12/10,21:00,371,398,79,468.0
2019/12/10,22:00,348,382,77,452.0
2019/12/10,23:00,356,386,79,453.0
2019/3/18,0:00,338,339,66,
2019/3/18,1:00,354,355,69,
2019/3/18,2:00,367,367,71,
2019/3/18,3:00,377,377,73,
2019/3/18,4:00,386,387,75,
2019/3/18,5:00,387,387,75,
2019/3/18,6:00,379,380,74,
2019/3/18,7:00,347,347,67,
2019/3/18,8:00,349,349,68,
2019/3/18,9:00,349,350,68,
2019/3/18,10:00,344,345,67,
2019/3/18,11:00,343,343,66,
2019/3/18,12:00,320,323,62,
2019/3/18,13:00,336,337,65,
2019/3/18,14:00,332,334,64,
2019/3/18,15:00,338,339,66,
2019/3/18,16:00,357,358,69,
2019/3/18,17:00,375,375,73,
2019/3/18,18:00,390,394,76,
2019/3/18,19:00,379,389,74,
2019/3/18,20:00,366,374,71,
2019/3/18,21:00,347,354,67,
2019/3/18,22:00,328,339,64,
2019/3/18,23:00,333,349,65,
2021/10/14,0:00,259,254,78,332.0
2021/10/14,1:00,262,255,81,322.0
2021/10/14,2:00,274,269,83,330.0
2021/10/14,3:00,288,286,81,353.0
2021/10/14,4:00,296,295,84,354.0
2021/10/14,5:00,295,290,87,341.0
2021/10/14,6:00,293,288,83,352.0
2021/10/14,7:00,291,286,77,377.0
2021/10/14,8:00,310,305,80,387.0
2021/10/14,9:00,321,321,80,401.0
2021/10/14,10:00,314,321,77,410.0
2021/10/14,11:00,326,318,77,421.0
2021/10/14,12:00,311,303,76,410.0
2021/10/14,13:00,327,318,82,398.0
2021/10/14,14:00,331,322,82,403.0
2021/10/14,15:00,334,325,84,396.0
2021/10/14,16:00,346,343,83,418.0
2021/10/14,17:00,359,358,83,432.0
2021/10/14,18:00,351,348,82,430.0
2021/10/14,19:00,338,332,87,390.0
2021/10/14,20:00,315,313,85,369.0
2021/10/14,21:00,300,295,85,352.0
2021/10/14,22:00,287,274,83,347.0
2021/10/14,23:00,282,267,79,359.0
2021/9/16,0:00,242,243,72,338.0
2021/9/16,1:00,244,241,73,334.0
2021/9/16,2:00,251,252,73,346.0
2021/9/16,3:00,269,271,75,357.0
2021/9/16,4:00,279,276,78,358.0
2021/9/16,5:00,266,266,76,351.0
2021/9/16,6:00,261,259,75,348.0
2021/9/16,7:00,268,265,72,371.0
2021/9/16,8:00,302,289,76,397.0
2021/9/16,9:00,316,310,74,425.0
2021/9/16,10:00,320,315,74,436.0
2021/9/16,11:00,323,317,74,436.0
2021/9/16,12:00,311,307,75,415.0
2021/9/16,13:00,323,318,78,415.0
2021/9/16,14:00,320,316,79,404.0
2021/9/16,15:00,322,313,83,388.0
2021/9/16,16:00,331,323,86,383.0
2021/9/16,17:00,337,328,89,379.0
2021/9/16,18:00,342,335,90,383.0
2021/9/16,19:00,329,323,87,377.0
2021/9/16,20:00,305,302,82,372.0
2021/9/16,21:00,287,285,78,368.0
2021/9/16,22:00,272,271,77,352.0
2021/9/16,23:00,265,260,77,343.0
2019/12/22,0:00,404,399,88,457.0
2019/12/22,1:00,415,404,88,473.0
2019/12/22,2:00,423,424,85,496.0
2019/12/22,3:00,433,433,86,505.0
2019/12/22,4:00,434,439,87,502.0
2019/12/22,5:00,420,421,82,512.0
2019/12/22,6:00,407,406,79,518.0
2019/12/22,7:00,382,386,78,490.0
2019/12/22,8:00,383,385,86,448.0
2019/12/22,9:00,376,372,85,444.0
2019/12/22,10:00,352,357,79,446.0
2019/12/22,11:00,341,344,74,458.0
2019/12/22,12:00,332,340,75,445.0
2019/12/22,13:00,335,347,75,448.0
2019/12/22,14:00,356,362,79,453.0
2019/12/22,15:00,388,384,77,504.0
2019/12/22,16:00,409,406,81,503.0
2019/12/22,17:00,420,419,85,495.0
2019/12/22,18:00,423,415,88,478.0
2019/12/22,19:00,417,409,89,470.0
2019/12/22,20:00,412,404,89,464.0
2019/12/22,21:00,402,394,89,454.0
2019/12/22,22:00,383,375,86,447.0
2019/12/22,23:00,391,384,87,451.0
2022/1/17,0:00,387,403,91,424.0
2022/1/17,1:00,408,419,91,448.0
2022/1/17,2:00,427,435,92,463.0
2022/1/17,3:00,443,442,94,470.0
2022/1/17,4:00,453,452,92,494.0
2022/1/17,5:00,449,459,91,493.0
2022/1/17,6:00,452,462,91,496.0
2022/1/17,7:00,436,451,91,480.0
2022/1/17,8:00,455,463,92,494.0
2022/1/17,9:00,460,472,92,501.0
2022/1/17,10:00,439,460,87,504.0
2022/1/17,11:00,422,451,86,490.0
2022/1/17,12:00,396,430,84,473.0
2022/1/17,13:00,410,437,86,476.0
2022/1/17,14:00,420,439,87,484.0
2022/1/17,15:00,441,447,90,489.0
2022/1/17,16:00,457,457,92,497.0
2022/1/17,17:00,464,465,91,513.0
2022/1/17,18:00,457,460,90,506.0
2022/1/17,19:00,443,450,89,495.0
2022/1/17,20:00,426,438,88,484.0
2022/1/17,21:00,415,434,86,480.0
2022/1/17,22:00,391,415,85,459.0
2022/1/17,23:00,398,426,85,469.0
2019/6/1,0:00,259,259,56,
2019/6/1,1:00,261,261,56,
2019/6/1,2:00,270,274,58,
2019/6/1,3:00,280,284,60,
2019/6/1,4:00,271,280,58,
2019/6/1,5:00,265,266,57,
2019/6/1,6:00,258,264,55,
2019/6/1,7:00,251,275,54,
2019/6/1,8:00,267,295,57,
2019/6/1,9:00,283,300,61,
2019/6/1,10:00,295,302,63,
2019/6/1,11:00,301,305,65,
2019/6/1,12:00,284,290,61,
2019/6/1,13:00,290,298,62,
2019/6/1,14:00,284,299,61,
2019/6/1,15:00,285,301,61,
2019/6/1,16:00,305,311,66,
2019/6/1,17:00,305,315,66,
2019/6/1,18:00,304,318,65,
2019/6/1,19:00,315,325,68,
2019/6/1,20:00,303,312,65,
2019/6/1,21:00,285,295,61,
2019/6/1,22:00,270,284,58,
2019/6/1,23:00,260,274,56,
2019/4/2,0:00,342,344,72,
2019/4/2,1:00,354,356,74,
2019/4/2,2:00,369,385,78,
2019/4/2,3:00,384,390,81,
2019/4/2,4:00,388,395,82,
2019/4/2,5:00,383,390,80,
2019/4/2,6:00,380,385,80,
2019/4/2,7:00,366,370,77,
2019/4/2,8:00,373,385,78,
2019/4/2,9:00,374,385,78,
2019/4/2,10:00,372,375,78,
2019/4/2,11:00,377,370,79,
2019/4/2,12:00,358,350,75,
2019/4/2,13:00,375,370,79,
2019/4/2,14:00,373,380,78,
2019/4/2,15:00,370,385,78,
2019/4/2,16:00,379,399,80,
2019/4/2,17:00,388,404,82,
2019/4/2,18:00,404,414,85,
2019/4/2,19:00,398,399,84,
2019/4/2,20:00,386,386,81,
2019/4/2,21:00,370,374,78,
2019/4/2,22:00,351,358,74,
2019/4/2,23:00,363,368,76,
2020/5/13,0:00,259,268,74,348.0
2020/5/13,1:00,269,273,78,346.0
2020/5/13,2:00,279,285,79,353.0
2020/5/13,3:00,289,295,79,367.0
2020/5/13,4:00,288,293,80,362.0
2020/5/13,5:00,279,287,76,366.0
2020/5/13,6:00,271,284,68,397.0
2020/5/13,7:00,280,282,67,420.0
2020/5/13,8:00,297,307,66,449.0
2020/5/13,9:00,311,322,65,476.0
2020/5/13,10:00,313,321,64,488.0
2020/5/13,11:00,319,314,65,494.0
2020/5/13,12:00,295,298,61,481.0
2020/5/13,13:00,304,307,65,470.0
2020/5/13,14:00,295,306,67,443.0
2020/5/13,15:00,304,309,73,415.0
2020/5/13,16:00,317,315,79,400.0
2020/5/13,17:00,317,318,79,399.0
2020/5/13,18:00,319,323,79,402.0
2020/5/13,19:00,319,325,81,392.0
2020/5/13,20:00,300,306,80,378.0
2020/5/13,21:00,283,290,80,356.0
2020/5/13,22:00,261,272,76,344.0
2020/5/13,23:00,257,273,73,349.0
2019/2/3,0:00,427,427,75,
2019/2/3,1:00,441,439,77,
2019/2/3,2:00,456,454,80,
2019/2/3,3:00,464,462,81,
2019/2/3,4:00,464,463,81,
2019/2/3,5:00,451,449,79,
2019/2/3,6:00,437,435,76,
2019/2/3,7:00,400,400,70,
2019/2/3,8:00,385,386,67,
2019/2/3,9:00,378,377,66,
2019/2/3,10:00,362,387,63,
2019/2/3,11:00,348,363,61,
2019/2/3,12:00,336,358,59,
2019/2/3,13:00,346,363,60,
2019/2/3,14:00,364,368,64,
2019/2/3,15:00,375,378,66,
2019/2/3,16:00,382,403,67,
2019/2/3,17:00,417,432,73,
2019/2/3,18:00,422,442,74,
2019/2/3,19:00,417,436,73,
2019/2/3,20:00,413,431,72,
2019/2/3,21:00,401,426,70,
2019/2/3,22:00,387,421,68,
2019/2/3,23:00,406,431,71,
2022/2/4,0:00,420,420,83,503.0
2022/2/4,1:00,439,440,85,513.0
2022/2/4,2:00,458,456,86,531.0
2022/2/4,3:00,471,468,86,547.0
2022/2/4,4:00,475,471,86,554.0
2022/2/4,5:00,476,468,87,546.0
2022/2/4,6:00,476,475,85,560.0
2022/2/4,7:00,461,461,84,548.0
2022/2/4,8:00,469,458,86,544.0
2022/2/4,9:00,464,457,85,544.0
2022/2/4,10:00,452,448,85,533.0
2022/2/4,11:00,449,442,85,526.0
2022/2/4,12:00,425,424,77,548.0
2022/2/4,13:00,431,437,81,533.0
2022/2/4,14:00,436,437,83,522.0
2022/2/4,15:00,444,448,83,533.0
2022/2/4,16:00,453,461,83,544.0
2022/2/4,17:00,473,474,87,546.0
2022/2/4,18:00,470,471,85,554.0
2022/2/4,19:00,452,458,83,545.0
2022/2/4,20:00,437,448,82,533.0
2022/2/4,21:00,431,442,82,526.0
2022/2/4,22:00,417,423,83,503.0
2022/2/4,23:00,429,435,83,517.0
2019/2/12,0:00,442,441,78,
2019/2/12,1:00,460,459,82,
2019/2/12,2:00,476,474,84,
2019/2/12,3:00,499,497,88,
2019/2/12,4:00,503,501,89,
2019/2/12,5:00,498,497,88,
2019/2/12,6:00,500,498,88,
2019/2/12,7:00,478,476,85,
2019/2/12,8:00,466,465,83,
2019/2/12,9:00,452,453,80,
2019/2/12,10:00,452,452,80,
2019/2/12,11:00,448,448,79,
2019/2/12,12:00,436,437,77,
2019/2/12,13:00,455,426,81,
2019/2/12,14:00,461,456,82,
2019/2/12,15:00,464,466,82,
2019/2/12,16:00,468,471,83,
2019/2/12,17:00,489,486,87,
2019/2/12,18:00,490,481,87,
2019/2/12,19:00,478,471,85,
2019/2/12,20:00,469,460,83,
2019/2/12,21:00,458,450,81,
2019/2/12,22:00,439,425,78,
2019/2/12,23:00,452,440,80,
2019/2/28,0:00,377,378,73,
2019/2/28,1:00,393,394,76,
2019/2/28,2:00,404,405,78,
2019/2/28,3:00,415,416,80,
2019/2/28,4:00,420,421,81,
2019/2/28,5:00,419,420,81,
2019/2/28,6:00,416,417,80,
2019/2/28,7:00,405,406,78,
2019/2/28,8:00,417,417,80,
2019/2/28,9:00,414,414,80,
2019/2/28,10:00,395,396,76,
2019/2/28,11:00,387,387,74,
2019/2/28,12:00,353,355,68,
2019/2/28,13:00,368,369,71,
2019/2/28,14:00,366,367,71,
2019/2/28,15:00,373,407,72,
2019/2/28,16:00,390,393,75,
2019/2/28,17:00,415,417,80,
2019/2/28,18:00,423,427,81,
2019/2/28,19:00,414,417,80,
2019/2/28,20:00,404,407,78,
2019/2/28,21:00,389,392,75,
2019/2/28,22:00,375,377,72,
2019/2/28,23:00,388,393,75,
2020/12/3,0:00,363,375,80,455.0
2020/12/3,1:00,375,390,80,467.0
2020/12/3,2:00,389,405,80,486.0
2020/12/3,3:00,405,415,81,499.0
2020/12/3,4:00,411,424,80,513.0
2020/12/3,5:00,411,421,81,509.0
2020/12/3,6:00,417,423,82,510.0
2020/12/3,7:00,408,406,84,486.0
2020/12/3,8:00,430,420,86,500.0
2020/12/3,9:00,436,425,82,529.0
2020/12/3,10:00,425,431,79,540.0
2020/12/3,11:00,417,426,77,543.0
2020/12/3,12:00,397,406,76,524.0
2020/12/3,13:00,412,430,80,517.0
2020/12/3,14:00,417,435,81,517.0
2020/12/3,15:00,436,454,80,544.0
2020/12/3,16:00,455,464,84,545.0
2020/12/3,17:00,453,459,82,555.0
2020/12/3,18:00,442,449,82,540.0
2020/12/3,19:00,426,435,82,519.0
2020/12/3,20:00,412,415,82,500.0
2020/12/3,21:00,400,398,82,490.0
2020/12/3,22:00,380,374,80,475.0
2020/12/3,23:00,391,378,82,476.0
2020/10/12,0:00,240,252,73,331.0
2020/10/12,1:00,241,250,72,333.0
2020/10/12,2:00,258,264,77,334.0
2020/10/12,3:00,274,280,78,351.0
2020/10/12,4:00,281,284,78,361.0
2020/10/12,5:00,274,275,78,351.0
2020/10/12,6:00,279,281,77,362.0
2020/10/12,7:00,289,292,74,393.0
2020/10/12,8:00,316,312,76,414.0
2020/10/12,9:00,338,342,76,444.0
2020/10/12,10:00,343,344,75,458.0
2020/10/12,11:00,340,346,74,462.0
2020/10/12,12:00,317,330,72,438.0
2020/10/12,13:00,338,344,76,446.0
2020/10/12,14:00,337,346,78,435.0
2020/10/12,15:00,337,349,79,425.0
2020/10/12,16:00,349,356,85,410.0
2020/10/12,17:00,358,368,86,417.0
2020/10/12,18:00,347,362,81,429.0
2020/10/12,19:00,335,348,77,435.0
2020/10/12,20:00,323,327,78,416.0
2020/10/12,21:00,302,308,78,385.0
2020/10/12,22:00,278,293,77,364.0
2020/10/12,23:00,268,278,78,342.0
2019/7/19,0:00,267,270,59,
2019/7/19,1:00,264,266,58,
2019/7/19,2:00,278,280,61,
2019/7/19,3:00,289,291,64,
2019/7/19,4:00,288,290,64,
2019/7/19,5:00,285,287,63,
2019/7/19,6:00,294,296,65,
2019/7/19,7:00,311,312,69,
2019/7/19,8:00,344,344,76,
2019/7/19,9:00,374,364,83,
2019/7/19,10:00,386,374,85,
2019/7/19,11:00,387,379,86,
2019/7/19,12:00,361,359,80,
2019/7/19,13:00,375,373,83,
2019/7/19,14:00,370,369,82,
2019/7/19,15:00,362,371,80,
2019/7/19,16:00,365,373,81,
2019/7/19,17:00,353,362,78,
2019/7/19,18:00,350,350,77,
2019/7/19,19:00,352,355,78,
2019/7/19,20:00,332,336,73,
2019/7/19,21:00,311,314,69,
2019/7/19,22:00,299,295,66,
2019/7/19,23:00,287,285,63,
2021/7/4,0:00,241,245,73,331.0
2021/7/4,1:00,240,244,70,343.0
2021/7/4,2:00,252,255,73,344.0
2021/7/4,3:00,265,271,74,356.0
2021/7/4,4:00,262,269,72,362.0
2021/7/4,5:00,253,258,73,347.0
2021/7/4,6:00,249,248,74,335.0
2021/7/4,7:00,249,245,75,333.0
2021/7/4,8:00,265,255,76,349.0
2021/7/4,9:00,271,269,72,375.0
2021/7/4,10:00,275,279,70,394.0
2021/7/4,11:00,275,287,70,396.0
2021/7/4,12:00,272,286,71,386.0
2021/7/4,13:00,277,279,75,367.0
2021/7/4,14:00,276,276,78,353.0
2021/7/4,15:00,277,277,78,354.0
2021/7/4,16:00,281,290,76,372.0
2021/7/4,17:00,292,297,77,379.0
2021/7/4,18:00,294,300,78,377.0
2021/7/4,19:00,299,305,79,378.0
2021/7/4,20:00,289,293,78,369.0
2021/7/4,21:00,272,276,76,360.0
2021/7/4,22:00,255,260,73,351.0
2021/7/4,23:00,245,250,72,341.0
2019/3/8,0:00,383,384,75,
2019/3/8,1:00,398,398,78,
2019/3/8,2:00,410,410,81,
2019/3/8,3:00,419,419,82,
2019/3/8,4:00,428,429,84,
2019/3/8,5:00,431,431,85,
2019/3/8,6:00,426,427,84,
2019/3/8,7:00,384,385,75,
2019/3/8,8:00,382,383,75,
2019/3/8,9:00,382,384,75,
2019/3/8,10:00,381,383,75,
2019/3/8,11:00,383,380,75,
2019/3/8,12:00,358,360,70,
2019/3/8,13:00,371,370,73,
2019/3/8,14:00,370,370,73,
2019/3/8,15:00,374,380,73,
2019/3/8,16:00,385,394,76,
2019/3/8,17:00,404,409,79,
2019/3/8,18:00,416,419,82,
2019/3/8,19:00,409,404,80,
2019/3/8,20:00,395,389,78,
2019/3/8,21:00,385,374,76,
2019/3/8,22:00,367,356,72,
2019/3/8,23:00,379,367,75,
2019/10/4,0:00,270,273,77,352.0
2019/10/4,1:00,264,268,75,355.0
2019/10/4,2:00,275,278,79,350.0
2019/10/4,3:00,295,293,81,366.0
2019/10/4,4:00,298,298,80,371.0
2019/10/4,5:00,291,288,80,366.0
2019/10/4,6:00,296,303,78,381.0
