year,month,unit,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,
2021,1,GWh,418531.1 ,18163.7 ,1582.0 ,27128.6 ,76569.2 ,37379.8 ,16580.5 ,17275.5 ,613210.284,438276.7135,174933.5706,GWh,0.6825 ,0.0296 ,0.0026 ,0.0442 ,0.1249 ,0.0610 ,0.0270 ,0.0282 ,0.7147 ,0.2853 
2021,2,GWh,346038.9 ,15017.6 ,1308.0 ,20617.8 ,76117.4 ,29310.2 ,13001.0 ,14283.3 ,515694.241,362364.488,153329.753,GWh,0.6710 ,0.0291 ,0.0025 ,0.0400 ,0.1476 ,0.0568 ,0.0252 ,0.0277 ,0.7027 ,0.2973 
2021,3,GWh,368650.0 ,17407.0 ,1372.7 ,28234.7 ,90977.3 ,38950.0 ,21464.6 ,14990.3 ,582046.525,387429.7095,194616.8155,GWh,0.6334 ,0.0299 ,0.0024 ,0.0485 ,0.1563 ,0.0669 ,0.0369 ,0.0258 ,0.6656 ,0.3344 
2021,4,GWh,342390.0 ,15607.6 ,1803.9 ,27683.7 ,94503.5 ,40090.0 ,22005.8 ,19698.5 ,563782.98,359801.4867,203981.4933,GWh,0.6073 ,0.0277 ,0.0032 ,0.0491 ,0.1676 ,0.0711 ,0.0390 ,0.0349 ,0.6382 ,0.3618 
2021,5,GWh,325220.0 ,16381.2 ,1732.2 ,26673.7 ,120245.1 ,40090.0 ,22907.6 ,18916.6 ,572166.46,343333.4498,228833.0102,GWh,0.5684 ,0.0286 ,0.0030 ,0.0466 ,0.2102 ,0.0701 ,0.0400 ,0.0331 ,0.6001 ,0.3999 
2021,6,GWh,350880.0 ,21157.4 ,1681.4 ,27086.9 ,131881.8 ,29450.0 ,22921.5 ,18361.2 ,603420.15,373718.7859,229701.3641,GWh,0.5815 ,0.0351 ,0.0028 ,0.0449 ,0.2186 ,0.0488 ,0.0380 ,0.0304 ,0.6193 ,0.3807 
2021,7,GWh,392700.0 ,24242.4 ,1612.2 ,27113.2 ,156565.5 ,23940.0 ,23310.0 ,17605.4 ,667088.73,418554.5849,248534.1451,GWh,0.5887 ,0.0363 ,0.0024 ,0.0406 ,0.2347 ,0.0359 ,0.0349 ,0.0264 ,0.6274 ,0.3726 
2021,8,GWh,405960.0 ,24619.8 ,1733.2 ,39377.6 ,148102.5 ,25800.0 ,24281.3 ,18927.0 ,688801.37,432312.9695,256488.4005,GWh,0.5894 ,0.0357 ,0.0025 ,0.0572 ,0.2150 ,0.0375 ,0.0353 ,0.0275 ,0.6276 ,0.3724 
2021,9,GWh,360500.0 ,19831.4 ,1759.9 ,29633.9 ,128708.1 ,26200.0 ,22338.8 ,19218.7 ,608190.795,382091.3079,226099.4871,GWh,0.5927 ,0.0326 ,0.0029 ,0.0487 ,0.2116 ,0.0431 ,0.0367 ,0.0316 ,0.6282 ,0.3718 
