"date","year","month","month_date","coal","gas","oil","nuclear","hydro","wind","solar","other","fossil","low.carbon","total.prod","unit","coal.perc","gas.perc","oil.perc","nuclear.perc","hydro.perc","wind.perc","solar.perc","other.perc","fossil.perc","low.carbon.perc"
2021-01-01,2021,1,"01_01",12660.89502913,549.464989217642,47.8559897407258,820.662626315501,2316.27804491164,1130.76814685282,501.571718034615,522.597846102233,13258.2160080883,5291.87838221681,18550.0943903051,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462507,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2021-01-02,2021,1,"01_02",12700.5703720438,551.18684314789,48.0059556632831,823.234330056881,2323.53654642391,1134.31162572056,503.143489213755,524.235506686452,13299.763170855,5308.46149810156,18608.2246689565,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462507,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2021-01-03,2021,1,"01_03",12696.0901004183,550.992405677653,47.989021012735,822.943924720582,2322.71689230171,1133.91148430626,502.965999586735,524.050576608757,13295.0715271087,5306.58887752404,18601.6604046327,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462507,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2021-01-04,2021,1,"01_04",12768.1069368267,554.117834815922,48.2612321776161,827.611961693469,2335.89218651692,1140.34344227292,505.819005498375,527.023181902735,13370.4860038202,5336.68977788442,18707.1757817046,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462507,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2021-01-05,2021,1,"01_05",12813.4406297638,556.085253157484,48.432585682966,830.550432269267,2344.18586855152,1144.39227893372,507.614936844382,528.894399556013,13417.9584686042,5355.6379161549,18773.5963847591,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462507,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2021-01-06,2021,1,"01_06",12869.9109338829,558.535984718919,48.6460336491928,834.210763389663,2354.51696483812,1149.43574710829,509.852054156372,531.225297903521,13477.092952251,5379.24082739597,18856.3337796469,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462507,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2021-01-07,2021,1,"01_07",12820.981367661,556.412510547883,48.4610883658027,831.03921301919,2345.56542707352,1145.06575629833,507.913669347387,529.205655069467,13425.8549665746,5358.7897208079,18784.6446873825,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462507,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2021-01-08,2021,1,"01_08",13044.222741521,566.100871346918,49.3049020829665,845.509426361353,2386.40685983149,1165.00385972939,516.757559069697,538.420284909753,13659.6285149508,5452.09798990168,19111.7265048525,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462507,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2021-01-09,2021,1,"01_09",12397.0548331645,538.01469679378,46.8587195096509,803.560850520783,2268.00916250846,1107.20408690518,491.119472749228,511.707437658792,12981.9282494679,5181.60101034245,18163.5292598103,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462507,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
2021-01-10,2021,1,"01_10",14934.2970605919,648.127431314394,56.4490555582586,968.021567173786,2732.19107480544,1333.80992203957,591.634400023543,616.435999110606,15638.8735474645,6242.09296315294,21880.9665106175,"GWh",0.682524560939536,0.0296206034134689,0.00257982459462508,0.0442403477334544,0.12486610559363,0.0609575414044144,0.0270387690478142,0.0281722472730575,0.71472498894763,0.28527501105237
