unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2021,1,232.75875,0.0,926.964125,1437.486,11.982,58.621626,0.0,160.5335,1159.722875,1668.623126,2828.3460010000003,0.08229500560317053,0.0,0.3277407094719879,0.5082426264296367,0.004236398232664462,0.020726469102179693,0.0,0.056758791160360575,0.41003571507515846,0.5899642849248414
Gwh,2021,2,208.3795,0.0,708.2685,1285.62875,4.1645,51.12075,0.0,153.38825,916.648,1494.30225,2410.95025,0.086430443763823,0.0,0.29377151187586725,0.5332456569769535,0.001727327222948711,0.02120356900769728,0.0,0.06362149115271043,0.3802019556396902,0.6197980443603098
Gwh,2021,3,244.99775,0.0,707.6115,1415.543,13.96975,70.166749,0.0,168.51475,952.60925,1668.1942490000001,2620.8034989999996,0.09348192265978046,0.0,0.26999792249590554,0.5401179449508969,0.005330330948249394,0.026772991194026183,0.0,0.06429888775114155,0.363479845155686,0.6365201548443141
Gwh,2021,4,247.7185,0.0,595.02325,1379.2885,16.83,73.92175,0.0,168.776,842.74175,1638.81625,2481.558,0.09982378006075215,0.0,0.23977809505157646,0.555815540076033,0.006782029676517735,0.029788443389193404,0.0,0.06801211174592736,0.33960187511232864,0.6603981248876714
Gwh,2021,5,236.99225,0.0,579.99425,1190.14025,9.59525,74.264375,0.0,150.72575,816.9865,1424.725625,2241.712125,0.10571930595236442,0.0,0.2587282477227088,0.530906817484426,0.004280322122092282,0.03312841741443496,0.0,0.06723688930397341,0.36444755367507325,0.6355524463249268
Gwh,2021,6,238.7775,0.0,593.13625,1342.54475,22.12825,30.6185,0.0,173.09425,831.91375,1568.38575,2400.2995,0.09947821094825875,0.0,0.24710926698939029,0.559323846878275,0.009218953718067266,0.012756116476298061,0.0,0.07211360498971066,0.34658747793764905,0.6534125220623509
Gwh,2021,7,281.3145,0.0,637.17925,1330.62975,22.49325,42.63275,0.0,160.12375,918.49375,1555.8795,2474.37325,0.11369121453281149,0.0,0.2575113718191061,0.537764361136704,0.0090904838225195,0.017229716656531103,0.0,0.06471285203232778,0.37120258635191755,0.6287974136480824
Gwh,2021,8,281.14675,0.0,584.72675,1256.23,15.5185,31.243249,0.0,158.68825,865.8735,1461.6799990000002,2327.5534989999996,0.12079067145858977,0.0,0.2512194672437044,0.5397212139440496,0.006667301098199162,0.01342321412307954,0.0,0.0681781321323777,0.3720101387022942,0.6279898612977061
Gwh,2021,9,274.6325,0.0,586.06175,1251.791,16.0995,33.485,0.0,149.0015,860.69425,1450.377,2311.07125,0.11883341978314169,0.0,0.2535887848546426,0.5416496786933764,0.006966249958758303,0.014488951822666653,0.0,0.06447291488741422,0.3724222046377843,0.6275777953622157
Gwh,2021,10,271.19275,0.0,742.787,1304.441919,12.574,56.029875,0.0,167.024,1013.97975,1540.069794,2554.049544,0.10618147585942052,0.0,0.29082716963927463,0.5107347749241626,0.004923162132676311,0.021937661754301504,0.0,0.06539575569016448,0.39700864549869513,0.6029913545013048
Gwh,2021,11,235.94725,0.0,963.857875,1150.7901650000001,15.41875,47.951375,0.0,163.922,1199.805125,1378.08229,2577.887415,0.09152736796304194,0.0,0.3738944801823318,0.44640823268847063,0.005981157249258691,0.018601035375317192,0.0,0.06358772654157978,0.46542184814537374,0.5345781518546263
Gwh,2021,12,273.049,0.0,973.115877,1293.666665,17.38675,66.978,0.0,162.355,1246.164877,1540.386415,2786.551292,0.09798814785283341,0.0,0.34921872057182285,0.46425367037528764,0.006239522685233242,0.024036162618750027,0.0,0.058263775896072754,0.44720686842465623,0.5527931315753437
