unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2021,1,0.0,0.0,0.0,5038.212,8169.912,1679.087,0.0,1110.072,0.0,15997.283,15997.283,0.0,0.0,0.0,0.31494173104270273,0.5107062243007141,0.10496076114925267,0.0,0.06939128350733058,0.0,1.0
Gwh,2021,2,0.0,0.0,0.0,4682.246,6922.303,2244.5805,0.0,972.345,0.0,14821.4745,14821.4745,0.0,0.0,0.0,0.31590959455484674,0.4670455021192392,0.1514411066186431,0.0,0.06560379670727093,0.0,1.0
Gwh,2021,3,0.0,0.0,0.0,5087.193,6389.251,2853.902,0.0,910.274,0.0,15240.62,15240.62,0.0,0.0,0.0,0.33379173550682323,0.41922513651019444,0.18725629272299946,0.0,0.05972683525998286,0.0,1.0
Gwh,2021,4,0.0,0.0,0.0,4969.572,5882.115,2595.485,0.0,779.799,0.0,14226.971,14226.971,0.0,0.0,0.0,0.34930639838936905,0.4134481612424739,0.18243412459335162,0.0,0.054811315774805476,0.0,1.0
Gwh,2021,5,0.0,0.0,0.0,3808.088,6304.49,1490.019,0.0,616.71,0.0,12219.307,12219.307,0.0,0.0,0.0,0.3116451694028147,0.515944971347393,0.12193973029730736,0.0,0.05047012895248479,0.0,1.0
Gwh,2021,6,0.0,0.0,0.0,3328.371,5404.726,1350.475,0.0,417.275,0.0,10500.847,10500.847,0.0,0.0,0.0,0.3169621460059365,0.5146942908510141,0.1286062924257443,0.0,0.03973727071730499,0.0,1.0
Gwh,2021,7,0.0,0.0,0.0,3465.577,5494.869,1526.707,0.0,383.266,0.0,10870.419,10870.419,0.0,0.0,0.0,0.3188080422658961,0.5054882429094959,0.14044601224663006,0.0,0.03525770257797791,0.0,1.0
Gwh,2021,8,0.0,0.0,0.0,3197.674,5524.964,1823.9355,0.0,378.824,0.0,10925.3975,10925.3975,0.0,0.0,0.0,0.2926826232180568,0.505699129024825,0.16694454366534492,0.0,0.034673704091773325,0.0,1.0
Gwh,2021,9,0.0,0.0,0.0,3720.955,5039.801,2112.4845,0.0,557.475,0.0,11430.7155,11430.7155,0.0,0.0,0.0,0.32552249244590153,0.4408998719284021,0.18480772266617956,0.0,0.04876991295951684,0.0,1.0
Gwh,2021,10,0.0,0.0,0.0,4380.438,5406.357,3078.1595,0.0,632.611,0.0,13497.5655,13497.5655,0.0,0.0,0.0,0.32453541344177955,0.40054312016489196,0.2280529403617267,0.0,0.04686852603160177,0.0,1.0
Gwh,2021,11,0.0,0.0,0.0,4984.504,6298.944,2663.2,0.0,893.098,0.0,14839.746,14839.746,0.0,0.0,0.0,0.33588876790748307,0.42446440794876145,0.17946398813025505,0.0,0.0601828360135005,0.0,1.0
Gwh,2021,12,0.0,0.0,0.0,5047.317,7367.727,2641.7955,0.0,1297.698,0.0,16354.5375,16354.5375,0.0,0.0,0.0,0.3086187548868319,0.4505004803712731,0.16153287734367297,0.0,0.07934788739822206,0.0,1.0
