datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2022-02-01 00:00:00,1995,SW,1551,471,455,36,0,2642,4815
2022-02-01 01:00:00,2050,SW,1488,751,77,24,0,2640,5482
2022-02-01 02:00:00,2123,SW,1678,1087,24,17,0,2639,6189
2022-02-01 03:00:00,2133,SW,1823,1064,38,35,0,2639,6324
2022-02-01 04:00:00,2128,SW,1827,1093,31,23,0,2637,6095
2022-02-01 05:00:00,2080,SW,1880,1020,105,25,0,2643,5759
2022-02-01 06:00:00,2078,SW,1807,986,23,24,0,2641,5334
2022-02-01 07:00:00,2010,SW,1729,706,14,24,0,2643,4987
2022-02-01 08:00:00,1955,SW,1557,411,8,10,0,2643,4991
2022-02-01 09:00:00,1902,SW,1323,326,11,9,0,2645,5074
2022-02-01 10:00:00,1878,SW,1100,283,27,6,0,2642,4994
2022-02-01 11:00:00,1884,SW,1139,282,24,8,0,2646,5046
2022-02-01 12:00:00,1887,SW,1023,294,26,11,0,2647,5130
2022-02-01 13:00:00,1932,SW,803,421,29,21,0,2653,5293
2022-02-01 14:00:00,2051,SW,616,609,46,39,0,2650,6119
2022-02-01 15:00:00,2065,SW,743,955,81,40,0,2653,6561
2022-02-01 16:00:00,2003,SW,800,670,400,10,0,2646,6270
2022-02-01 17:00:00,1915,SW,770,358,521,8,0,2645,5045
2022-02-01 18:00:00,1919,SW,723,290,600,-15,0,2644,4588
2022-02-01 19:00:00,1909,SW,726,298,750,-21,0,2641,4113
2022-02-01 20:00:00,1913,SW,638,180,826,-22,0,2645,3848
2022-02-01 21:00:00,1903,SW,622,176,637,-21,0,2641,3705
2022-02-01 22:00:00,1902,SW,547,176,582,6,0,2646,3667
2022-02-01 23:00:00,1887,SW,671,173,523,8,0,2641,3735
2022-02-02 00:00:00,2038,SW,692,240,246,8,0,2642,4386
2022-02-02 01:00:00,2185,SW,957,551,39,33,0,2642,5257
2022-02-02 02:00:00,2413,SW,1176,903,6,43,0,2641,6329
2022-02-02 03:00:00,2456,SW,1210,919,11,40,0,2641,6611
2022-02-02 04:00:00,2378,SW,1105,889,97,10,0,2645,6623
2022-02-02 05:00:00,2308,SW,1058,863,51,8,0,2643,6407
2022-02-02 06:00:00,2165,SW,1013,500,16,11,0,2641,5832
2022-02-02 07:00:00,2111,SW,1083,385,10,8,0,2649,5178
2022-02-02 08:00:00,2168,SW,1099,300,0,10,0,2642,4819
2022-02-02 09:00:00,2191,SW,1063,272,-1,7,0,2645,4617
2022-02-02 10:00:00,2296,SW,1012,273,8,7,0,2642,4587
2022-02-02 11:00:00,2295,SW,1071,271,11,8,0,2646,4574
2022-02-02 12:00:00,2328,SW,1071,274,2,23,0,2651,4884
