unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2017-01-01,2017,1,01-01,Sunday,4.571,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.571,0.02,4.591,0.9956436506207796,0.0,0.0,0.0,0.004356349379220213,0.0,0.0,0.0,0.9956436506207796,0.004356349379220213,0.0
Gwh,2017-01-02,2017,1,01-02,Monday,4.709,0.0,0.0,0.0,0.373,0.0,0.0,0.0,4.709,0.373,5.082,0.926603699330972,0.0,0.0,0.0,0.07339630066902794,0.0,0.0,0.0,0.926603699330972,0.07339630066902794,0.0
Gwh,2017-01-03,2017,1,01-03,Tuesday,4.859,0.0,0.0,0.0,0.655,0.0,0.0,0.0,4.859,0.655,5.514,0.8812114617337685,0.0,0.0,0.0,0.11878853826623141,0.0,0.0,0.0,0.8812114617337685,0.11878853826623141,0.0
Gwh,2017-01-04,2017,1,01-04,Wednesday,4.887,0.0,0.0,0.0,0.319,0.0,0.0,0.0,4.887,0.319,5.206,0.9387245485977717,0.0,0.0,0.0,0.0612754514022282,0.0,0.0,0.0,0.9387245485977717,0.0612754514022282,0.0
Gwh,2017-01-05,2017,1,01-05,Thursday,4.815,0.0,0.0,0.0,1.058,0.0,0.0,0.0,4.815,1.058,5.873,0.8198535671718032,0.0,0.0,0.0,0.18014643282819684,0.0,0.0,0.0,0.8198535671718032,0.18014643282819684,0.0
Gwh,2017-01-06,2017,1,01-06,Friday,4.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599,0.0,4.599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gwh,2017-01-07,2017,1,01-07,Saturday,4.658,0.0,0.0,0.0,0.307,0.0,0.0,0.0,4.658,0.307,4.965,0.9381671701913394,0.0,0.0,0.0,0.06183282980866062,0.0,0.0,0.0,0.9381671701913394,0.06183282980866062,0.0
Gwh,2017-01-08,2017,1,01-08,Sunday,3.843,0.0,0.0,0.0,3.35,0.0,0.0,0.0,3.843,3.35,7.193,0.5342694286111498,0.0,0.0,0.0,0.4657305713888503,0.0,0.0,0.0,0.5342694286111498,0.4657305713888503,0.0
Gwh,2017-01-09,2017,1,01-09,Monday,3.879,0.0,0.0,0.0,3.758,0.0,0.0,0.0,3.879,3.758,7.637,0.5079219588843787,0.0,0.0,0.0,0.49207804111562137,0.0,0.0,0.0,0.5079219588843787,0.49207804111562137,0.0
Gwh,2017-01-10,2017,1,01-10,Tuesday,3.943,0.0,0.0,0.0,4.446,0.0,0.0,0.0,3.943,4.446,8.389,0.47002026463225655,0.0,0.0,0.0,0.5299797353677435,0.0,0.0,0.0,0.47002026463225655,0.5299797353677435,0.0
Gwh,2017-01-11,2017,1,01-11,Wednesday,4.144,0.0,0.0,0.0,2.763,0.0,0.0,0.0,4.144,2.763,6.907,0.5999710438685392,0.0,0.0,0.0,0.40002895613146083,0.0,0.0,0.0,0.5999710438685392,0.40002895613146083,0.0
Gwh,2017-01-12,2017,1,01-12,Thursday,4.347,0.0,0.0,0.0,3.342,0.0,0.0,0.0,4.347,3.342,7.689,0.5653531018337886,0.0,0.0,0.0,0.4346468981662115,0.0,0.0,0.0,0.5653531018337886,0.4346468981662115,0.0
Gwh,2017-01-13,2017,1,01-13,Friday,4.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.554,0.0,4.554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gwh,2017-01-14,2017,1,01-14,Saturday,4.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.248,0.0,4.248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gwh,2017-01-15,2017,1,01-15,Sunday,4.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.362,0.0,4.362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gwh,2017-01-16,2017,1,01-16,Monday,4.416,0.0,0.0,0.0,0.181,0.0,0.0,0.0,4.416,0.181,4.597,0.9606264955405699,0.0,0.0,0.0,0.03937350445943006,0.0,0.0,0.0,0.9606264955405699,0.03937350445943006,0.0
Gwh,2017-01-17,2017,1,01-17,Tuesday,4.363,0.0,0.0,0.0,0.755,0.0,0.0,0.0,4.363,0.755,5.118,0.8524814380617429,0.0,0.0,0.0,0.14751856193825713,0.0,0.0,0.0,0.8524814380617429,0.14751856193825713,0.0
Gwh,2017-01-18,2017,1,01-18,Wednesday,3.645715,0.0,0.0,0.0,0.331,0.0,0.0,0.0,3.645715,0.331,3.976715,0.9167654709980474,0.0,0.0,0.0,0.08323452900195262,0.0,0.0,0.0,0.9167654709980474,0.08323452900195262,0.0
Gwh,2017-01-19,2017,1,01-19,Thursday,3.590857,0.0,0.0,0.0,0.639,0.0,0.0,0.0,3.590857,0.639,4.229857,0.8489310631541445,0.0,0.0,0.0,0.15106893684585554,0.0,0.0,0.0,0.8489310631541445,0.15106893684585554,0.0
