unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2017-01-01,2017,1,01-01,Sunday,18.62,0.1205,17.085,0.0,2.354752,35.197,0.0,0.0,35.8255,37.551752,73.37725200000001,0.25375711807795687,0.001642198320536724,0.23283782826863014,0.0,0.03209103551602068,0.47967181981685547,0.0,0.0,0.4882371446671237,0.5117628553328761,0.0
Gwh,2017-01-02,2017,1,01-02,Monday,26.3755,6.056,27.538,0.0,2.80975,11.2195,0.0,0.0,59.9695,14.02925,73.99875,0.3564316964813595,0.08183922025709894,0.3721414213077924,0.0,0.03797023598371594,0.15161742597003328,0.0,0.0,0.8104123380462507,0.1895876619537492,0.0
Gwh,2017-01-03,2017,1,01-03,Tuesday,27.19,9.865,34.516,0.0,2.601,9.4935,0.0,0.0,71.571,12.0945,83.6655,0.324984611339202,0.11791001069736033,0.412547585324895,0.0,0.031088082901554407,0.11346970973698836,0.0,0.0,0.8554422073614573,0.14455779263854276,0.0
Gwh,2017-01-04,2017,1,01-04,Wednesday,27.643,9.9415,36.382,0.0,3.1755,5.058,0.0,0.0,73.9665,8.2335,82.2,0.3362895377128954,0.12094282238442822,0.442603406326034,0.0,0.038631386861313864,0.061532846715328465,0.0,0.0,0.8998357664233576,0.10016423357664232,0.0
Gwh,2017-01-05,2017,1,01-05,Thursday,27.3575,8.0865,28.5455,0.0,2.788252,24.567,0.0,0.0,63.9895,27.355252,91.34475200000001,0.2994972278210356,0.08852725332266487,0.3125029010971533,0.0,0.03052449033963111,0.26894812741951496,0.0,0.0,0.7005273822408538,0.2994726177591461,0.0
Gwh,2017-01-06,2017,1,01-06,Friday,24.4305,8.382,30.061,0.0,2.8085,15.0375,0.0,0.0,62.8735,17.846,80.7195,0.3026592087413822,0.10384107929310761,0.37241310959557483,0.0,0.03479332751070064,0.18629327485923475,0.0,0.0,0.7789133976300646,0.2210866023699354,0.0
Gwh,2017-01-07,2017,1,01-07,Saturday,27.5605,10.1795,32.3225,0.0,2.6555,2.7525,0.0,0.0,70.0625,5.408,75.4705,0.36518242227095354,0.13488051622819514,0.42827992394379255,0.0,0.03518593357669553,0.03647120398036319,0.0,0.0,0.9283428624429413,0.07165713755705873,0.0
Gwh,2017-01-08,2017,1,01-08,Sunday,26.621,6.612,24.4395,0.0,2.9755,15.0045,0.0,0.0,57.6725,17.98,75.6525,0.35188526486236404,0.08739962327748586,0.3230494696143551,0.0,0.039331152308251544,0.19833448993754338,0.0,0.0,0.762334357754205,0.23766564224579492,0.0
Gwh,2017-01-09,2017,1,01-09,Monday,17.383,4.3235,19.023,0.0,2.517,42.6555,0.0,0.0,40.7295,45.1725,85.902,0.20235850154827592,0.05033060929896859,0.22145002444646225,0.0,0.029300831179716418,0.49656003352657685,0.0,0.0,0.47413913529370677,0.5258608647062932,0.0
Gwh,2017-01-10,2017,1,01-10,Tuesday,15.371,4.9375,17.594,0.0,3.0075,44.339,0.0,0.0,37.9025,47.3465,85.249,0.18030710037654402,0.057918567959741464,0.20638365259416536,0.0,0.03527900620535138,0.5201116728641978,0.0,0.0,0.44460932093045086,0.5553906790695492,0.0
