unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2017-01-01,2017,1,01-01,Sunday,13.559,0.0,0.0,0.0,7.387,0.55691,0.0,0.0,13.559,7.94391,21.50291,0.6305658164406585,0.0,0.0,0.0,0.3435348982998115,0.02589928525952999,0.0,0.0,0.6305658164406585,0.3694341835593415,0.0
Gwh,2017-01-02,2017,1,01-02,Monday,13.392,0.0,0.0,0.0,6.674,0.245,0.0,0.0,13.392,6.919,20.311,0.6593471517896706,0.0,0.0,0.0,0.3285904189847866,0.01206242922554281,0.0,0.0,0.6593471517896706,0.3406528482103294,0.0
Gwh,2017-01-03,2017,1,01-03,Tuesday,0.566,0.0,0.0,0.0,0.384,0.01,0.0,0.0,0.566,0.394,0.96,0.5895833333333333,0.0,0.0,0.0,0.4,0.010416666666666668,0.0,0.0,0.5895833333333333,0.4104166666666667,0.0
Gwh,2017-01-04,2017,1,01-04,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2017-01-05,2017,1,01-05,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2017-01-06,2017,1,01-06,Friday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2017-01-07,2017,1,01-07,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2017-01-08,2017,1,01-08,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2017-01-09,2017,1,01-09,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2017-01-10,2017,1,01-10,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2017-01-11,2017,1,01-11,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0
Gwh,2017-01-12,2017,1,01-12,Thursday,17.634,0.0,0.0,0.0,4.058,0.504,0.0,0.0,17.634,4.562,22.196,0.7944674716165074,0.0,0.0,0.0,0.1828257343665525,0.022706794016939987,0.0,0.0,0.7944674716165074,0.2055325283834925,0.0
Gwh,2017-01-13,2017,1,01-13,Friday,18.424,0.0,0.0,0.0,7.169,0.09,0.0,0.0,18.424,7.259,25.683,0.717361678931589,0.0,0.0,0.0,0.27913405754779425,0.0035042635206167503,0.0,0.0,0.717361678931589,0.282638321068411,0.0
Gwh,2017-01-14,2017,1,01-14,Saturday,17.996,0.0,0.0,0.0,2.306,0.1487,0.0,0.0,17.996,2.4547,20.4507,0.8799698787816552,0.0,0.0,0.0,0.11275897646535327,0.00727114475299134,0.0,0.0,0.8799698787816552,0.1200301212183446,0.0
Gwh,2017-01-15,2017,1,01-15,Sunday,17.712,0.0,0.0,0.0,3.637,0.5558,0.0,0.0,17.712,4.1928,21.904799999999998,0.8085898981045251,0.0,0.0,0.0,0.16603666776231696,0.02537343413315803,0.0,0.0,0.8085898981045251,0.191410101895475,0.0
Gwh,2017-01-16,2017,1,01-16,Monday,0.815,0.0,0.0,0.0,0.14,0.001,0.0,0.0,0.815,0.141,0.956,0.852510460251046,0.0,0.0,0.0,0.14644351464435149,0.0010460251046025106,0.0,0.0,0.852510460251046,0.14748953974895396,0.0
Gwh,2017-01-17,2017,1,01-17,Tuesday,16.927,0.0,0.0,0.0,2.722,0.102,0.0,0.0,16.927,2.824,19.751,0.8570198977266973,0.0,0.0,0.0,0.13781580679459268,0.005164295478709938,0.0,0.0,0.8570198977266973,0.1429801022733026,0.0
Gwh,2017-01-18,2017,1,01-18,Wednesday,0.74,0.0,0.0,0.0,0.327,0.015,0.0,0.0,0.74,0.342,1.082,0.6839186691312384,0.0,0.0,0.0,0.3022181146025878,0.01386321626617375,0.0,0.0,0.6839186691312384,0.31608133086876156,0.0
Gwh,2017-01-19,2017,1,01-19,Thursday,16.561,0.0,0.0,0.0,2.848,0.277,0.0,0.0,16.561,3.125,19.686,0.8412577466219648,0.0,0.0,0.0,0.1446713400386061,0.014070913339429038,0.0,0.0,0.8412577466219648,0.15874225337803516,0.0
Gwh,2017-01-20,2017,1,01-20,Friday,17.31,0.0,0.0,0.0,3.259,0.512084,0.0,0.0,17.31,3.7710839999999997,21.081084,0.8211152709225009,0.0,0.0,0.0,0.15459356833832644,0.024291160739172615,0.0,0.0,0.8211152709225009,0.17888472907749903,0.0
Gwh,2017-01-21,2017,1,01-21,Saturday,17.193,0.0,0.0,0.0,3.662,0.585666,0.0,0.0,17.193,4.247666000000001,21.440666,0.8018874040573181,0.0,0.0,0.0,0.17079693326690504,0.027315662675776956,0.0,0.0,0.8018874040573181,0.19811259594268202,0.0
Gwh,2017-01-22,2017,1,01-22,Sunday,17.143,0.0,0.0,0.0,5.448,0.30875,0.0,0.0,17.143,5.75675,22.89975,0.7486107926942434,0.0,0.0,0.0,0.23790652736383586,0.013482679941920764,0.0,0.0,0.7486107926942434,0.2513892073057566,0.0
Gwh,2017-01-23,2017,1,01-23,Monday,16.779,0.0,0.0,0.0,4.347,0.009,0.0,0.0,16.779,4.356,21.135,0.7938963804116393,0.0,0.0,0.0,0.2056777856635912,0.0004258339247693399,0.0,0.0,0.7938963804116393,0.20610361958836051,0.0
Gwh,2017-01-24,2017,1,01-24,Tuesday,16.63,0.0,0.0,0.0,4.824,0.171762,0.0,0.0,16.63,4.995762,21.625761999999998,0.7689902441356748,0.0,0.0,0.0,0.22306728428806347,0.007942471576261684,0.0,0.0,0.7689902441356748,0.23100975586432518,0.0
Gwh,2017-01-25,2017,1,01-25,Wednesday,16.907,0.0,0.0,0.0,4.075,0.617334,0.0,0.0,16.907,4.692334,21.599334,0.782755616446322,0.0,0.0,0.0,0.1886632245234969,0.028581159030181214,0.0,0.0,0.782755616446322,0.2172443835536781,0.0
Gwh,2017-01-26,2017,1,01-26,Thursday,17.129,0.0,0.0,0.0,2.761,0.60819,0.0,0.0,17.129,3.36919,20.498189999999997,0.8356347560443144,0.0,0.0,0.0,0.13469481939624917,0.029670424559436716,0.0,0.0,0.8356347560443144,0.16436524395568586,0.0
Gwh,2017-01-27,2017,1,01-27,Friday,17.125,0.0,0.0,0.0,2.374,0.600714,0.0,0.0,17.125,2.974714,20.099714,0.8520021727672344,0.0,0.0,0.0,0.11811113332259356,0.029886693910172055,0.0,0.0,0.8520021727672344,0.1479978272327656,0.0
Gwh,2017-01-28,2017,1,01-28,Saturday,17.321,0.0,0.0,0.0,2.899,0.1895,0.0,0.0,17.321,3.0885,20.4095,0.8486734118915211,0.0,0.0,0.0,0.14204169626889437,0.009284891839584506,0.0,0.0,0.8486734118915211,0.15132658810847888,0.0
Gwh,2017-01-29,2017,1,01-29,Sunday,17.475,0.0,0.0,0.0,4.943,0.007,0.0,0.0,17.475,4.95,22.425,0.7792642140468228,0.0,0.0,0.0,0.2204236343366778,0.0003121516164994426,0.0,0.0,0.7792642140468228,0.22073578595317725,0.0
Gwh,2017-01-30,2017,1,01-30,Monday,17.429,0.0,0.0,0.0,2.596,0.006,0.0,0.0,17.429,2.602,20.031,0.8701013429184763,0.0,0.0,0.0,0.12959912136188909,0.0002995357196345664,0.0,0.0,0.8701013429184763,0.12989865708152365,0.0
Gwh,2017-01-31,2017,1,01-31,Tuesday,15.391,0.0,0.0,0.0,2.466,0.017,0.0,0.0,15.391,2.483,17.874,0.8610831375181829,0.0,0.0,0.0,0.1379657603222558,0.0009511021595613742,0.0,0.0,0.8610831375181829,0.13891686248181717,0.0
Gwh,2017-02-01,2017,2,02-01,Wednesday,16.171,0.0,0.0,0.0,5.677,0.005,0.0,0.0,16.171,5.682,21.853,0.7399899327323479,0.0,0.0,0.0,0.2597812657301057,0.0002288015375463323,0.0,0.0,0.7399899327323479,0.260010067267652,0.0
Gwh,2017-02-02,2017,2,02-02,Thursday,16.209,0.0,0.0,0.0,5.613,0.0,0.0,0.0,16.209,5.613,21.822,0.7427825130602145,0.0,0.0,0.0,0.2572174869397856,0.0,0.0,0.0,0.7427825130602145,0.2572174869397856,0.0
Gwh,2017-02-03,2017,2,02-03,Friday,17.495,0.0,0.0,0.0,4.175,0.004,0.0,0.0,17.495,4.179,21.674,0.8071883362554213,0.0,0.0,0.0,0.19262711082402878,0.0001845529205499677,0.0,0.0,0.8071883362554213,0.19281166374457878,0.0
Gwh,2017-02-04,2017,2,02-04,Saturday,19.178,0.0,0.0,0.0,2.259,0.015,0.0,0.0,19.178,2.274,21.452,0.8939958978183852,0.0,0.0,0.0,0.10530486667909751,0.0006992355025172477,0.0,0.0,0.8939958978183852,0.10600410218161475,0.0
Gwh,2017-02-05,2017,2,02-05,Sunday,18.011,0.0,0.0,0.0,3.928,0.021,0.0,0.0,18.011,3.949,21.96,0.8201730418943532,0.0,0.0,0.0,0.17887067395264117,0.0009562841530054645,0.0,0.0,0.8201730418943532,0.1798269581056466,0.0
Gwh,2017-02-06,2017,2,02-06,Monday,0.727,0.0,0.0,0.0,0.208,0.001,0.0,0.0,0.727,0.209,0.936,0.7767094017094016,0.0,0.0,0.0,0.2222222222222222,0.0010683760683760683,0.0,0.0,0.7767094017094016,0.22329059829059827,0.0
Gwh,2017-02-07,2017,2,02-07,Tuesday,16.493,0.0,0.0,0.0,1.298,0.079,0.0,0.0,16.493,1.377,17.87,0.9229434806939003,0.0,0.0,0.0,0.07263570229434807,0.004420817011751539,0.0,0.0,0.9229434806939003,0.07705651930609961,0.0
