datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2021-08-01 00:00:00,11830,NW,5711,13997,1552,897,43,1128,11356
2021-08-01 01:00:00,11709,NW,6098,14105,1181,883,43,1128,11480
2021-08-01 02:00:00,11843,NW,5736,15045,538,880,46,1125,11314
2021-08-01 03:00:00,11853,NW,5885,14786,99,886,48,1126,11471
2021-08-01 04:00:00,11661,NW,5237,14697,22,908,50,1124,11618
2021-08-01 05:00:00,11417,NW,4500,14128,21,895,52,1123,11432
2021-08-01 06:00:00,11366,NW,3847,11078,-2,893,52,1128,11736
2021-08-01 07:00:00,11317,NW,3685,10066,-1,863,55,1129,10569
2021-08-01 08:00:00,11672,NW,3054,10036,0,883,57,1129,9422
2021-08-01 09:00:00,11640,NW,3032,9411,-4,879,57,1126,9436
2021-08-01 10:00:00,11767,NW,2698,8973,-2,894,57,1122,9478
2021-08-01 11:00:00,11538,NW,2694,8622,-1,887,57,1122,9703
2021-08-01 12:00:00,11802,NW,1942,8841,0,900,58,1125,9559
2021-08-01 13:00:00,12030,NW,1531,8990,16,914,59,1128,9597
2021-08-01 14:00:00,11770,NW,1145,9102,645,913,57,1132,9322
2021-08-01 15:00:00,11844,NW,1199,9485,2063,922,57,1132,8418
2021-08-01 16:00:00,11712,NW,1262,9617,2851,904,57,1131,8706
2021-08-01 17:00:00,11599,NW,1396,10146,3184,914,56,1130,9402
2021-08-01 18:00:00,11738,NW,1542,10779,3415,908,55,1127,10238
2021-08-01 19:00:00,12043,NW,1640,11641,3032,901,53,1128,11567
2021-08-01 20:00:00,12326,NW,1605,12215,3352,897,51,1124,11991
2021-08-01 21:00:00,12398,NW,1769,12573,3197,874,47,1123,12677
2021-08-01 22:00:00,12603,NW,1816,13316,2841,866,43,1121,13334
2021-08-01 23:00:00,13089,NW,1811,14024,2888,872,43,1123,13941
2021-08-02 00:00:00,13156,NW,2009,15454,2426,842,44,1123,14500
2021-08-02 01:00:00,13186,NW,2073,15703,1999,838,44,1123,15094
2021-08-02 02:00:00,13124,NW,2158,15558,968,829,47,1124,15375
2021-08-02 03:00:00,13053,NW,2474,15258,134,828,50,1124,15158
2021-08-02 04:00:00,12804,NW,2520,14174,23,849,51,1126,14487
2021-08-02 05:00:00,12141,NW,3047,13200,21,861,56,1129,13134
2021-08-02 06:00:00,11783,NW,3200,11261,21,868,57,1129,12204
2021-08-02 07:00:00,11592,NW,3116,9925,-4,877,57,1130,11029
2021-08-02 08:00:00,11637,NW,2855,8702,-2,888,58,1130,10525
2021-08-02 09:00:00,11696,NW,2364,8504,-1,898,58,1131,9815
2021-08-02 10:00:00,11772,NW,2038,8034,-3,898,58,1131,9559
2021-08-02 11:00:00,12083,NW,1790,7856,-3,898,56,1132,9729
2021-08-02 12:00:00,12316,NW,1749,8103,-3,911,55,1130,9441
2021-08-02 13:00:00,12635,NW,1617,8602,32,915,59,1131,9830
2021-08-02 14:00:00,12714,NW,1207,9665,845,921,59,1132,10061
2021-08-02 15:00:00,12800,NW,833,9820,2470,925,58,1133,9924
2021-08-02 16:00:00,13099,NW,911,10307,3458,920,57,1133,10042
2021-08-02 17:00:00,13317,NW,844,10825,3858,916,56,1131,10471
2021-08-02 18:00:00,13679,NW,880,11633,3951,901,53,1129,11203
2021-08-02 19:00:00,13602,NW,904,12304,4049,894,50,1127,12348
2021-08-02 20:00:00,13471,NW,978,13081,4070,881,46,1126,13167
2021-08-02 21:00:00,12964,NW,969,14504,3984,857,47,1125,14337
2021-08-02 22:00:00,13163,NW,1176,14948,3886,817,49,1125,15040
2021-08-02 23:00:00,13185,NW,1624,16236,3626,822,47,1124,15797
2021-08-03 00:00:00,13070,NW,2128,16726,3412,811,49,1124,16062
2021-08-03 01:00:00,13077,NW,2603,17303,2643,822,49,1123,15852
2021-08-03 02:00:00,13060,NW,3371,17547,1252,835,48,1123,14956
2021-08-03 03:00:00,13023,NW,4301,17276,171,830,50,1122,14143
2021-08-03 04:00:00,12439,NW,4796,16807,52,852,50,1125,13850
2021-08-03 05:00:00,12037,NW,5041,15293,54,851,51,1131,13273
2021-08-03 06:00:00,11579,NW,4853,12009,56,859,52,1131,12959
2021-08-03 07:00:00,11362,NW,4458,10272,29,848,56,1132,11867
2021-08-03 08:00:00,11407,NW,4275,9326,31,861,57,1130,11449
2021-08-03 09:00:00,11111,NW,4203,8532,29,865,55,1131,10784
2021-08-03 10:00:00,11174,NW,3784,8333,31,868,55,1132,10091
2021-08-03 11:00:00,11515,NW,3474,8030,31,871,55,1135,10060
2021-08-03 12:00:00,12231,NW,3169,7991,30,877,55,1137,10074
2021-08-03 13:00:00,12519,NW,2717,8628,72,884,55,1137,10675
2021-08-03 14:00:00,12801,NW,2206,9153,909,893,55,1139,10802
2021-08-03 15:00:00,12584,NW,2113,9566,2664,883,55,1140,10318
2021-08-03 16:00:00,12497,NW,1914,10087,3521,900,55,1138,10643
2021-08-03 17:00:00,12977,NW,1809,10540,3906,889,58,1137,10903
2021-08-03 18:00:00,13728,NW,1729,11414,3962,849,56,1133,11276
2021-08-03 19:00:00,13737,NW,1572,12726,4045,867,57,1133,12443
2021-08-03 20:00:00,13726,NW,1701,13571,3985,862,57,1130,13337
2021-08-03 21:00:00,13815,NW,1973,14664,3849,853,58,1126,13972
2021-08-03 22:00:00,13807,NW,2524,15387,3561,838,58,1126,14576
2021-08-03 23:00:00,13552,NW,2998,16284,3370,841,59,1128,14614
2021-08-04 00:00:00,13369,NW,3629,17947,3081,827,63,1127,14386
2021-08-04 01:00:00,13363,NW,3751,18350,2573,817,61,1127,14197
2021-08-04 02:00:00,13178,NW,4051,18108,1184,806,58,1125,14519
2021-08-04 03:00:00,13492,NW,3834,17451,151,799,56,1127,14909
2021-08-04 04:00:00,13569,NW,4063,16065,55,810,55,1126,14368
2021-08-04 05:00:00,13223,NW,4293,13702,53,832,58,1128,13770
2021-08-04 06:00:00,12998,NW,4737,10973,56,825,59,1131,13584
2021-08-04 07:00:00,12496,NW,4680,9499,32,831,59,1133,12581
2021-08-04 08:00:00,12106,NW,4418,8426,33,844,55,1131,11795
2021-08-04 09:00:00,12244,NW,3765,8175,30,854,56,1130,11042
2021-08-04 10:00:00,12284,NW,3614,7682,32,861,57,1130,10442
2021-08-04 11:00:00,12192,NW,3494,7810,32,868,59,1132,10338
2021-08-04 12:00:00,12075,NW,3847,7710,29,887,60,1133,10519
2021-08-04 13:00:00,12451,NW,3894,8194,48,899,58,1137,10799
2021-08-04 14:00:00,12508,NW,3404,9236,729,906,57,1138,10292
2021-08-04 15:00:00,12680,NW,2765,9836,2319,915,56,1138,9740
2021-08-04 16:00:00,12356,NW,2492,10176,3342,901,56,1138,9909
2021-08-04 17:00:00,12689,NW,2130,11103,3768,907,57,1137,10363
2021-08-04 18:00:00,13200,NW,1832,11849,3946,876,54,1135,11186
2021-08-04 19:00:00,13566,NW,1662,12604,4012,860,52,1134,12272
2021-08-04 20:00:00,13431,NW,1981,14440,4079,856,49,1134,12753
2021-08-04 21:00:00,13427,NW,2017,15785,4092,839,48,1132,13330
2021-08-04 22:00:00,13560,NW,1979,16646,4014,842,46,1131,13790
2021-08-04 23:00:00,13587,NW,1959,17836,3815,820,46,1131,14464
2021-08-05 00:00:00,13654,NW,2002,18593,3649,814,43,1129,14919
2021-08-05 01:00:00,13734,NW,2049,18753,2787,808,42,1125,15224
2021-08-05 02:00:00,13852,NW,1762,18763,1138,791,46,1127,15463
2021-08-05 03:00:00,13907,NW,2160,18680,132,758,50,1128,15072
2021-08-05 04:00:00,13725,NW,2469,17137,53,768,52,1127,14853
2021-08-05 05:00:00,13448,NW,2436,15461,57,785,54,1141,14181
2021-08-05 06:00:00,13406,NW,2296,13181,57,775,56,1144,13264
2021-08-05 07:00:00,13191,NW,2314,10613,33,786,56,1146,12435
2021-08-05 08:00:00,12839,NW,2209,9901,34,802,57,1147,11923
2021-08-05 09:00:00,13238,NW,1966,8553,34,810,57,1141,11668
2021-08-05 10:00:00,13191,NW,2021,8244,35,817,56,1138,11565
2021-08-05 11:00:00,13187,NW,2162,7741,36,818,56,1139,11513
2021-08-05 12:00:00,13322,NW,2193,7814,35,830,56,1140,11476
2021-08-05 13:00:00,13447,NW,2114,8266,76,840,60,1143,11435
2021-08-05 14:00:00,13304,NW,2002,9653,879,842,59,1143,10675
2021-08-05 15:00:00,13410,NW,1367,9895,2540,848,57,1144,10355
2021-08-05 16:00:00,13502,NW,879,10549,3477,854,58,1142,10370
2021-08-05 17:00:00,13537,NW,910,11189,3813,845,60,1140,10895
2021-08-05 18:00:00,13772,NW,1235,11534,3964,841,57,1138,11772
2021-08-05 19:00:00,13851,NW,1280,12319,3994,829,56,1135,12897
2021-08-05 20:00:00,13768,NW,1596,13466,4000,832,55,1131,13707
2021-08-05 21:00:00,13722,NW,2219,14110,3997,814,52,1131,14612
2021-08-05 22:00:00,13553,NW,3070,13834,3817,808,51,1130,15169
2021-08-05 23:00:00,13590,NW,3732,14518,3753,803,52,1127,15663
2021-08-06 00:00:00,13613,NW,4151,15819,3380,805,54,1126,15733
