datetime,Coal,region,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2021-02-01 00:00:00,2621,FLA,11,7,1093,0,3943,15640
2021-02-01 01:00:00,2725,FLA,11,2,1066,0,3943,15361
2021-02-01 02:00:00,2545,FLA,11,2,1079,0,3945,14510
2021-02-01 03:00:00,2442,FLA,11,1,1049,0,3944,13185
2021-02-01 04:00:00,2325,FLA,11,2,1001,0,3948,11496
2021-02-01 05:00:00,2038,FLA,11,2,1044,0,3944,10139
2021-02-01 06:00:00,1705,FLA,12,2,954,0,3942,10507
2021-02-01 07:00:00,1394,FLA,11,2,930,0,3937,9782
2021-02-01 08:00:00,1359,FLA,12,2,940,0,3936,9331
2021-02-01 09:00:00,1346,FLA,11,2,940,0,3943,9084
2021-02-01 10:00:00,1326,FLA,11,2,971,0,3943,9385
2021-02-01 11:00:00,1753,FLA,11,14,1014,0,3946,10280
2021-02-01 12:00:00,2516,FLA,12,172,1057,0,3945,11593
2021-02-01 13:00:00,2654,FLA,11,317,1081,0,3947,12983
2021-02-01 14:00:00,2695,FLA,11,831,1136,0,3943,13876
2021-02-01 15:00:00,2710,FLA,11,1227,1134,0,3945,14252
2021-02-01 16:00:00,2780,FLA,11,1655,1231,0,3949,14411
2021-02-01 17:00:00,2930,FLA,11,1749,1271,0,3949,14756
2021-02-01 18:00:00,3014,FLA,11,1687,1244,0,3945,15134
2021-02-01 19:00:00,2990,FLA,11,1585,1540,0,3943,15513
2021-02-01 20:00:00,2977,FLA,13,1385,1647,0,3945,15697
2021-02-01 21:00:00,3086,FLA,19,1017,1669,0,3942,16448
2021-02-01 22:00:00,3242,FLA,19,435,1730,0,3944,17915
2021-02-01 23:00:00,3221,FLA,20,82,1759,0,3945,19505
2021-02-02 00:00:00,3361,FLA,20,5,1704,0,3945,20828
2021-02-02 01:00:00,3368,FLA,19,1,1409,0,3944,21134
2021-02-02 02:00:00,3231,FLA,19,0,1132,0,3945,20413
2021-02-02 03:00:00,3203,FLA,20,0,1081,0,3945,18926
2021-02-02 04:00:00,3092,FLA,19,0,1044,0,3946,16949
2021-02-02 05:00:00,2587,FLA,20,-1,1005,0,3944,14087
2021-02-02 06:00:00,3090,FLA,19,0,1152,0,3945,14454
2021-02-02 07:00:00,3099,FLA,20,0,1108,0,3945,13969
2021-02-02 08:00:00,3060,FLA,20,0,1136,0,3948,14040
2021-02-02 09:00:00,3262,FLA,19,0,1220,0,3946,14097
2021-02-02 10:00:00,3577,FLA,20,0,1246,0,3946,14525
2021-02-02 11:00:00,3648,FLA,20,0,1382,0,3944,16762
2021-02-02 12:00:00,3987,FLA,20,0,1403,24,3947,19459
2021-02-02 13:00:00,3956,FLA,19,55,1413,49,3949,21796
2021-02-02 14:00:00,4054,FLA,20,791,1397,86,3948,22010
2021-02-02 15:00:00,3950,FLA,20,2307,1448,106,3942,20103
2021-02-02 16:00:00,4001,FLA,20,3043,1470,91,3952,17893
2021-02-02 17:00:00,4042,FLA,20,3239,1420,58,3952,16582
2021-02-02 18:00:00,3829,FLA,19,3274,1304,57,3950,15411
2021-02-02 19:00:00,3535,FLA,21,3260,1230,58,3946,14620
2021-02-02 20:00:00,3436,FLA,20,3260,1192,55,3645,13880
2021-02-02 21:00:00,3399,FLA,20,3087,1226,55,3496,13816
2021-02-02 22:00:00,3425,FLA,21,2169,1317,53,3496,14966
2021-02-02 23:00:00,3601,FLA,20,521,1381,56,3500,17860
2021-02-03 00:00:00,3930,FLA,20,8,1388,60,3487,21008
2021-02-03 01:00:00,4049,FLA,21,3,1424,58,3506,21801
2021-02-03 02:00:00,4031,FLA,20,0,1405,1,3513,21218
2021-02-03 03:00:00,3924,FLA,20,0,1383,0,3510,20193
2021-02-03 04:00:00,3705,FLA,21,0,1357,0,3511,18597
2021-02-03 05:00:00,3483,FLA,20,0,1105,0,3506,17259
2021-02-03 06:00:00,3363,FLA,20,0,1351,0,3513,16869
2021-02-03 07:00:00,3346,FLA,21,-1,1390,0,3515,16646
2021-02-03 08:00:00,3455,FLA,21,0,1362,0,3516,16698
2021-02-03 09:00:00,3462,FLA,20,0,1355,0,3516,17188
2021-02-03 10:00:00,3512,FLA,21,0,1341,0,3515,18206
2021-02-03 11:00:00,3706,FLA,20,0,1399,0,3519,20496
2021-02-03 12:00:00,3919,FLA,21,40,1528,14,3516,23679
2021-02-03 13:00:00,4171,FLA,21,438,1523,95,3519,25351
2021-02-03 14:00:00,3938,FLA,20,1692,1469,94,3519,23984
2021-02-03 15:00:00,3713,FLA,21,2746,1457,17,3518,21623
2021-02-03 16:00:00,3895,FLA,20,3197,1436,0,3518,19263
