coal,hydro,nuclear,gas_naptha_diesel,res,total,date,year,month,month_date,weekday,unit
2462.0,229.0,85.0,106.0,274.0,3156.0,2019-01-27,2019,1,01-27,Sunday,MU
2597.0,247.0,85.0,111.0,290.0,3330.0,2019-01-28,2019,1,01-28,Monday,MU
2663.0,245.0,85.0,107.0,283.0,3383.0,2019-01-29,2019,1,01-29,Tuesday,MU
2723.0,238.0,86.0,111.0,279.0,3437.0,2019-01-30,2019,1,01-30,Wednesday,MU
2711.0,239.0,87.0,106.0,282.0,3425.0,2019-01-31,2019,1,01-31,Thursday,MU
2656.0,254.0,86.0,102.0,321.0,3419.0,2019-02-01,2019,2,02-01,Friday,MU
2646.0,246.0,84.0,106.0,327.0,3409.0,2019-02-02,2019,2,02-02,Saturday,MU
2563.0,227.0,86.0,104.0,335.0,3315.0,2019-02-03,2019,2,02-03,Sunday,MU
2630.0,247.0,83.0,102.0,339.0,3401.0,2019-02-04,2019,2,02-04,Monday,MU
2765.0,251.0,90.0,101.0,288.0,3495.0,2019-02-05,2019,2,02-05,Tuesday,MU
2755.0,247.0,88.0,100.0,305.0,3495.0,2019-02-06,2019,2,02-06,Wednesday,MU
2642.0,223.0,81.0,99.0,318.0,3363.0,2019-02-07,2019,2,02-07,Thursday,MU
2688.0,248.0,76.0,98.0,260.0,3370.0,2019-02-08,2019,2,02-08,Friday,MU
2693.0,240.0,64.0,94.0,278.0,3369.0,2019-02-09,2019,2,02-09,Saturday,MU
2634.0,223.0,64.0,95.0,282.0,3298.0,2019-02-10,2019,2,02-10,Sunday,MU
2657.0,235.0,79.0,93.0,332.0,3396.0,2019-02-11,2019,2,02-11,Monday,MU
2688.0,224.0,86.0,98.0,365.0,3461.0,2019-02-12,2019,2,02-12,Tuesday,MU
2744.0,238.0,81.0,105.0,335.0,3503.0,2019-02-13,2019,2,02-13,Wednesday,MU
2741.0,246.0,80.0,108.0,299.0,3474.0,2019-02-14,2019,2,02-14,Thursday,MU
2698.0,272.0,76.0,109.0,269.0,3424.0,2019-02-15,2019,2,02-15,Friday,MU
2677.0,261.0,91.0,102.0,278.0,3409.0,2019-02-16,2019,2,02-16,Saturday,MU
2640.0,245.0,91.0,101.0,277.0,3354.0,2019-02-17,2019,2,02-17,Sunday,MU
2667.0,255.0,91.0,113.0,297.0,3423.0,2019-02-18,2019,2,02-18,Monday,MU
2784.0,275.0,91.0,113.0,256.0,3519.0,2019-02-19,2019,2,02-19,Tuesday,MU
2764.0,261.0,90.0,111.0,299.0,3525.0,2019-02-20,2019,2,02-20,Wednesday,MU
2764.0,288.0,90.0,106.0,307.0,3555.0,2019-02-21,2019,2,02-21,Thursday,MU
2753.0,309.0,93.0,111.0,317.0,3583.0,2019-02-22,2019,2,02-22,Friday,MU
2749.0,296.0,96.0,110.0,319.0,3570.0,2019-02-23,2019,2,02-23,Saturday,MU
2676.0,283.0,97.0,111.0,295.0,3462.0,2019-02-24,2019,2,02-24,Sunday,MU
2746.0,290.0,97.0,105.0,288.0,3526.0,2019-02-25,2019,2,02-25,Monday,MU
2749.0,282.0,98.0,107.0,308.0,3544.0,2019-02-26,2019,2,02-26,Tuesday,MU
2726.0,272.0,97.0,105.0,295.0,3495.0,2019-02-27,2019,2,02-27,Wednesday,MU
2715.0,276.0,93.0,104.0,307.0,3495.0,2019-02-28,2019,2,02-28,Thursday,MU
2793.0,280.0,94.0,110.0,289.0,3566.0,2019-03-01,2019,3,03-01,Friday,MU
2726.0,267.0,94.0,105.0,341.0,3533.0,2019-03-02,2019,3,03-02,Saturday,MU
2644.0,253.0,95.0,105.0,265.0,3362.0,2019-03-03,2019,3,03-03,Sunday,MU
2740.0,266.0,96.0,102.0,284.0,3488.0,2019-03-04,2019,3,03-04,Monday,MU
2812.0,272.0,95.0,105.0,300.0,3584.0,2019-03-05,2019,3,03-05,Tuesday,MU
2823.0,272.0,93.0,102.0,290.0,3580.0,2019-03-06,2019,3,03-06,Wednesday,MU
2898.0,281.0,90.0,104.0,278.0,3651.0,2019-03-07,2019,3,03-07,Thursday,MU
2875.0,283.0,91.0,103.0,305.0,3657.0,2019-03-08,2019,3,03-08,Friday,MU
2861.0,285.0,90.0,96.0,296.0,3628.0,2019-03-09,2019,3,03-09,Saturday,MU
2807.0,250.0,90.0,109.0,280.0,3536.0,2019-03-10,2019,3,03-10,Sunday,MU
2890.0,277.0,91.0,113.0,297.0,3668.0,2019-03-11,2019,3,03-11,Monday,MU
2921.0,276.0,90.0,114.0,301.0,3702.0,2019-03-12,2019,3,03-12,Tuesday,MU
2922.0,283.0,82.0,114.0,301.0,3702.0,2019-03-13,2019,3,03-13,Wednesday,MU
2885.0,276.0,89.0,114.0,311.0,3675.0,2019-03-14,2019,3,03-14,Thursday,MU
2833.0,290.0,90.0,116.0,337.0,3666.0,2019-03-15,2019,3,03-15,Friday,MU
2832.0,279.0,91.0,115.0,350.0,3667.0,2019-03-16,2019,3,03-16,Saturday,MU
2775.0,260.0,91.0,110.0,308.0,3544.0,2019-03-17,2019,3,03-17,Sunday,MU
2886.0,278.0,86.0,122.0,281.0,3653.0,2019-03-18,2019,3,03-18,Monday,MU
2940.0,301.0,85.0,117.0,299.0,3742.0,2019-03-19,2019,3,03-19,Tuesday,MU
2943.0,296.0,85.0,114.0,300.0,3738.0,2019-03-20,2019,3,03-20,Wednesday,MU
2596.0,280.0,85.0,97.0,300.0,3358.0,2019-03-21,2019,3,03-21,Thursday,MU
2726.0,286.0,86.0,105.0,296.0,3499.0,2019-03-22,2019,3,03-22,Friday,MU
2847.0,286.0,86.0,111.0,292.0,3622.0,2019-03-23,2019,3,03-23,Saturday,MU
2841.0,273.0,89.0,109.0,293.0,3605.0,2019-03-24,2019,3,03-24,Sunday,MU
2947.0,291.0,91.0,105.0,294.0,3728.0,2019-03-25,2019,3,03-25,Monday,MU
2944.0,307.0,91.0,108.0,302.0,3752.0,2019-03-26,2019,3,03-26,Tuesday,MU
2990.0,308.0,91.0,111.0,287.0,3787.0,2019-03-27,2019,3,03-27,Wednesday,MU
3023.0,308.0,92.0,109.0,290.0,3822.0,2019-03-28,2019,3,03-28,Thursday,MU
3060.0,333.0,88.0,109.0,295.0,3885.0,2019-03-29,2019,3,03-29,Friday,MU
3101.0,351.0,87.0,106.0,322.0,3967.0,2019-03-30,2019,3,03-30,Saturday,MU
2812.0,324.0,87.0,97.0,340.0,3660.0,2019-03-31,2019,3,03-31,Sunday,MU
2867.0,350.0,88.0,110.0,303.0,3718.0,2019-04-01,2019,4,04-01,Monday,MU
2983.0,352.0,88.0,126.0,283.0,3832.0,2019-04-02,2019,4,04-02,Tuesday,MU
3029.0,366.0,89.0,125.0,291.0,3900.0,2019-04-03,2019,4,04-03,Wednesday,MU
3075.0,342.0,88.0,124.0,304.0,3933.0,2019-04-04,2019,4,04-04,Thursday,MU
3003.0,339.0,88.0,123.0,333.0,3886.0,2019-04-05,2019,4,04-05,Friday,MU
2946.0,338.0,87.0,114.0,330.0,3815.0,2019-04-06,2019,4,04-06,Saturday,MU
2712.0,327.0,87.0,113.0,330.0,3569.0,2019-04-07,2019,4,04-07,Sunday,MU
2956.0,346.0,87.0,125.0,330.0,3844.0,2019-04-08,2019,4,04-08,Monday,MU
2919.0,342.0,86.0,129.0,350.0,3826.0,2019-04-09,2019,4,04-09,Tuesday,MU
2948.0,370.0,86.0,134.0,316.0,3854.0,2019-04-10,2019,4,04-10,Wednesday,MU
2905.0,427.0,87.0,131.0,334.0,3884.0,2019-04-11,2019,4,04-11,Thursday,MU
2998.0,388.0,82.0,141.0,310.0,3919.0,2019-04-12,2019,4,04-12,Friday,MU
2974.0,375.0,85.0,134.0,326.0,3894.0,2019-04-13,2019,4,04-13,Saturday,MU
2885.0,362.0,87.0,124.0,305.0,3763.0,2019-04-14,2019,4,04-14,Sunday,MU
2928.0,363.0,93.0,132.0,355.0,3871.0,2019-04-15,2019,4,04-15,Monday,MU
2741.0,377.0,92.0,135.0,321.0,3666.0,2019-04-16,2019,4,04-16,Tuesday,MU
2596.0,384.0,95.0,115.0,300.0,3490.0,2019-04-17,2019,4,04-17,Wednesday,MU
2669.0,356.0,96.0,113.0,297.0,3531.0,2019-04-18,2019,4,04-18,Thursday,MU
2730.0,338.0,96.0,117.0,304.0,3585.0,2019-04-19,2019,4,04-19,Friday,MU
2788.0,348.0,96.0,115.0,304.0,3651.0,2019-04-20,2019,4,04-20,Saturday,MU
2700.0,336.0,94.0,121.0,309.0,3560.0,2019-04-21,2019,4,04-21,Sunday,MU
2852.0,372.0,92.0,123.0,319.0,3758.0,2019-04-22,2019,4,04-22,Monday,MU
2870.0,396.0,91.0,124.0,326.0,3807.0,2019-04-23,2019,4,04-23,Tuesday,MU
2940.0,422.0,91.0,124.0,328.0,3905.0,2019-04-24,2019,4,04-24,Wednesday,MU
3053.0,454.0,92.0,124.0,310.0,4033.0,2019-04-25,2019,4,04-25,Thursday,MU
3049.0,466.0,91.0,130.0,309.0,4045.0,2019-04-26,2019,4,04-26,Friday,MU
3046.0,462.0,93.0,123.0,310.0,4034.0,2019-04-27,2019,4,04-27,Saturday,MU
2922.0,443.0,94.0,113.0,309.0,3881.0,2019-04-28,2019,4,04-28,Sunday,MU
3001.0,447.0,95.0,127.0,358.0,4028.0,2019-04-29,2019,4,04-29,Monday,MU
2897.0,443.0,95.0,123.0,456.0,4014.0,2019-04-30,2019,4,04-30,Tuesday,MU
2694.0,445.0,95.0,120.0,434.0,3788.0,2019-05-01,2019,5,05-01,Wednesday,MU
2689.0,474.0,95.0,134.0,467.0,3859.0,2019-05-02,2019,5,05-02,Thursday,MU
2614.0,451.0,95.0,130.0,475.0,3765.0,2019-05-03,2019,5,05-03,Friday,MU
2652.0,472.0,95.0,124.0,444.0,3787.0,2019-05-04,2019,5,05-04,Saturday,MU
2703.0,469.0,96.0,114.0,346.0,3728.0,2019-05-05,2019,5,05-05,Sunday,MU
2872.0,492.0,95.0,123.0,368.0,3950.0,2019-05-06,2019,5,05-06,Monday,MU
2864.0,453.0,95.0,130.0,477.0,4019.0,2019-05-07,2019,5,05-07,Tuesday,MU
2881.0,449.0,95.0,132.0,508.0,4065.0,2019-05-08,2019,5,05-08,Wednesday,MU
2926.0,489.0,95.0,129.0,468.0,4107.0,2019-05-09,2019,5,05-09,Thursday,MU
2985.0,519.0,95.0,129.0,388.0,4116.0,2019-05-10,2019,5,05-10,Friday,MU
2942.0,509.0,95.0,135.0,380.0,4061.0,2019-05-11,2019,5,05-11,Saturday,MU
2857.0,474.0,95.0,133.0,338.0,3897.0,2019-05-12,2019,5,05-12,Sunday,MU
2879.0,451.0,95.0,140.0,399.0,3964.0,2019-05-13,2019,5,05-13,Monday,MU
2822.0,459.0,95.0,131.0,444.0,3951.0,2019-05-14,2019,5,05-14,Tuesday,MU
2903.0,454.0,92.0,122.0,393.0,3964.0,2019-05-15,2019,5,05-15,Wednesday,MU
2967.0,436.0,91.0,121.0,352.0,3967.0,2019-05-16,2019,5,05-16,Thursday,MU
2912.0,454.0,94.0,122.0,360.0,3942.0,2019-05-17,2019,5,05-17,Friday,MU
2842.0,479.0,104.0,117.0,338.0,3880.0,2019-05-18,2019,5,05-18,Saturday,MU
2849.0,469.0,111.0,121.0,324.0,3874.0,2019-05-19,2019,5,05-19,Sunday,MU
3000.0,514.0,113.0,141.0,307.0,4075.0,2019-05-20,2019,5,05-20,Monday,MU
3094.0,499.0,115.0,141.0,322.0,4171.0,2019-05-21,2019,5,05-21,Tuesday,MU
3089.0,477.0,114.0,136.0,332.0,4148.0,2019-05-22,2019,5,05-22,Wednesday,MU
3061.0,509.0,115.0,141.0,362.0,4188.0,2019-05-23,2019,5,05-23,Thursday,MU
2946.0,479.0,116.0,130.0,367.0,4038.0,2019-05-24,2019,5,05-24,Friday,MU
2939.0,450.0,116.0,130.0,368.0,4003.0,2019-05-25,2019,5,05-25,Saturday,MU
2845.0,431.0,117.0,121.0,412.0,3926.0,2019-05-26,2019,5,05-26,Sunday,MU
3024.0,463.0,116.0,130.0,374.0,4107.0,2019-05-27,2019,5,05-27,Monday,MU
3086.0,451.0,116.0,147.0,399.0,4199.0,2019-05-28,2019,5,05-28,Tuesday,MU
3145.0,418.0,116.0,146.0,380.0,4205.0,2019-05-29,2019,5,05-29,Wednesday,MU
3157.0,435.0,116.0,146.0,378.0,4232.0,2019-05-30,2019,5,05-30,Thursday,MU
3083.0,459.0,110.0,142.0,392.0,4186.0,2019-05-31,2019,5,05-31,Friday,MU
2971.0,484.0,104.0,132.0,415.0,4106.0,2019-06-01,2019,6,06-01,Saturday,MU
2885.0,468.0,104.0,123.0,445.0,4025.0,2019-06-02,2019,6,06-02,Sunday,MU
2798.0,476.0,104.0,131.0,493.0,4002.0,2019-06-03,2019,6,06-03,Monday,MU
2898.0,502.0,92.0,141.0,471.0,4104.0,2019-06-04,2019,6,06-04,Tuesday,MU
2978.0,503.5,87.0,142.0,430.0,4140.5,2019-06-05,2019,6,06-05,Wednesday,MU
3058.0,505.0,82.0,143.0,389.0,4177.0,2019-06-06,2019,6,06-06,Thursday,MU
3012.0,499.0,81.0,139.0,374.0,4105.0,2019-06-07,2019,6,06-07,Friday,MU
2951.0,507.0,81.0,142.0,379.0,4060.0,2019-06-08,2019,6,06-08,Saturday,MU
2987.0,516.0,107.0,142.0,344.0,4096.0,2019-06-09,2019,6,06-09,Sunday,MU
2952.0,491.0,113.0,123.0,359.0,4038.0,2019-06-10,2019,6,06-10,Monday,MU
2964.0,493.0,117.0,153.0,460.0,4187.0,2019-06-11,2019,6,06-11,Tuesday,MU
2820.0,484.0,109.0,150.0,427.0,3990.0,2019-06-12,2019,6,06-12,Wednesday,MU
2753.0,483.0,117.0,131.0,488.0,3972.0,2019-06-13,2019,6,06-13,Thursday,MU
2928.0,479.0,97.0,136.0,488.0,4128.0,2019-06-14,2019,6,06-14,Friday,MU
2823.0,481.0,117.0,135.0,554.0,4110.0,2019-06-15,2019,6,06-15,Saturday,MU
2617.0,500.0,112.0,121.0,558.0,3908.0,2019-06-16,2019,6,06-16,Sunday,MU
2661.0,513.0,109.0,124.0,613.0,4020.0,2019-06-17,2019,6,06-17,Monday,MU
2688.0,492.0,107.0,119.0,529.0,3935.0,2019-06-18,2019,6,06-18,Tuesday,MU
2767.0,485.0,111.0,127.0,519.0,4009.0,2019-06-19,2019,6,06-19,Wednesday,MU
2828.0,476.0,112.0,131.0,484.0,4031.0,2019-06-20,2019,6,06-20,Thursday,MU
2905.0,486.0,112.0,141.0,415.0,4059.0,2019-06-21,2019,6,06-21,Friday,MU
2867.0,463.0,112.0,152.0,381.0,3975.0,2019-06-22,2019,6,06-22,Saturday,MU
2753.0,472.0,113.0,135.0,354.0,3827.0,2019-06-23,2019,6,06-23,Sunday,MU
2843.0,503.0,113.0,140.0,324.0,3923.0,2019-06-24,2019,6,06-24,Monday,MU
2920.0,505.0,112.0,134.0,367.0,4038.0,2019-06-25,2019,6,06-25,Tuesday,MU
2895.0,511.0,112.0,128.0,420.0,4066.0,2019-06-26,2019,6,06-26,Wednesday,MU
2832.0,505.0,112.0,114.0,516.0,4079.0,2019-06-27,2019,6,06-27,Thursday,MU
2793.0,509.0,112.0,112.0,556.0,4082.0,2019-06-28,2019,6,06-28,Friday,MU
2785.0,504.0,113.0,112.0,540.0,4054.0,2019-06-29,2019,6,06-29,Saturday,MU
2650.0,502.0,113.0,104.0,512.0,3881.0,2019-06-30,2019,6,06-30,Sunday,MU
2753.0,524.0,112.0,112.0,479.0,3980.0,2019-07-01,2019,7,07-01,Monday,MU
2730.0,522.0,108.0,128.0,461.0,3949.0,2019-07-02,2019,7,07-02,Tuesday,MU
2758.0,548.0,109.0,142.0,484.0,4041.0,2019-07-03,2019,7,07-03,Wednesday,MU
2685.0,532.0,108.0,114.0,534.0,3973.0,2019-07-04,2019,7,07-04,Thursday,MU
2588.0,533.0,108.0,109.0,552.0,3890.0,2019-07-05,2019,7,07-05,Friday,MU
2486.0,515.0,110.0,110.0,548.0,3769.0,2019-07-06,2019,7,07-06,Saturday,MU
2309.0,546.0,110.0,106.0,545.0,3616.0,2019-07-07,2019,7,07-07,Sunday,MU
2444.0,567.0,111.0,115.0,581.0,3818.0,2019-07-08,2019,7,07-08,Monday,MU
2418.0,545.0,79.0,103.0,593.0,3738.0,2019-07-09,2019,7,07-09,Tuesday,MU
2442.0,550.0,111.0,108.0,591.0,3802.0,2019-07-10,2019,7,07-10,Wednesday,MU
2412.0,566.0,112.0,110.0,594.0,3794.0,2019-07-11,2019,7,07-11,Thursday,MU
2566.0,583.0,112.0,117.0,512.0,3890.0,2019-07-12,2019,7,07-12,Friday,MU
2561.0,566.0,112.0,111.0,533.0,3883.0,2019-07-13,2019,7,07-13,Saturday,MU
2389.0,531.0,109.0,109.0,570.0,3708.0,2019-07-14,2019,7,07-14,Sunday,MU
2455.0,542.0,112.0,111.0,598.0,3818.0,2019-07-15,2019,7,07-15,Monday,MU
2460.0,558.0,116.0,114.0,540.0,3788.0,2019-07-16,2019,7,07-16,Tuesday,MU
2622.0,537.0,118.0,107.0,452.0,3836.0,2019-07-17,2019,7,07-17,Wednesday,MU
2718.0,569.0,114.0,144.0,414.0,3959.0,2019-07-18,2019,7,07-18,Thursday,MU
2780.0,549.0,118.0,172.0,357.0,3976.0,2019-07-19,2019,7,07-19,Friday,MU
2772.0,560.0,119.0,147.0,341.0,3939.0,2019-07-20,2019,7,07-20,Saturday,MU
2699.0,551.0,118.0,110.0,349.0,3827.0,2019-07-21,2019,7,07-21,Sunday,MU
2824.0,573.0,118.0,127.0,358.0,4000.0,2019-07-22,2019,7,07-22,Monday,MU
2905.0,555.0,118.0,128.0,365.0,4071.0,2019-07-23,2019,7,07-23,Tuesday,MU
2790.0,548.0,118.0,127.0,471.0,4054.0,2019-07-24,2019,7,07-24,Wednesday,MU
2561.0,523.0,118.0,116.0,514.0,3832.0,2019-07-25,2019,7,07-25,Thursday,MU
2428.0,538.0,118.0,112.0,514.0,3710.0,2019-07-26,2019,7,07-26,Friday,MU
2279.0,516.0,118.0,113.0,541.0,3567.0,2019-07-27,2019,7,07-27,Saturday,MU
2161.0,536.0,119.0,111.0,511.0,3438.0,2019-07-28,2019,7,07-28,Sunday,MU
2293.0,543.0,118.0,115.0,520.0,3589.0,2019-07-29,2019,7,07-29,Monday,MU
2424.0,556.0,118.0,112.0,474.0,3684.0,2019-07-30,2019,7,07-30,Tuesday,MU
2430.0,543.0,119.0,114.0,525.0,3731.0,2019-07-31,2019,7,07-31,Wednesday,MU
2411.0,573.0,119.0,113.0,543.0,3759.0,2019-08-01,2019,8,08-01,Thursday,MU
2354.0,579.0,119.0,113.0,513.0,3678.0,2019-08-02,2019,8,08-02,Friday,MU
2317.0,583.0,119.0,113.0,490.0,3622.0,2019-08-03,2019,8,08-03,Saturday,MU
2267.0,564.0,113.0,106.0,490.0,3540.0,2019-08-04,2019,8,08-04,Sunday,MU
2364.0,609.0,113.0,125.0,543.0,3754.0,2019-08-05,2019,8,08-05,Monday,MU
2272.0,610.0,113.0,130.0,532.0,3657.0,2019-08-06,2019,8,08-06,Tuesday,MU
2189.0,614.0,113.0,121.0,521.0,3558.0,2019-08-07,2019,8,08-07,Wednesday,MU
2261.0,608.0,110.0,121.0,468.0,3568.0,2019-08-08,2019,8,08-08,Thursday,MU
2205.0,600.0,110.0,122.0,529.0,3566.0,2019-08-09,2019,8,08-09,Friday,MU
2204.0,695.0,110.0,122.0,529.0,3660.0,2019-08-10,2019,8,08-10,Saturday,MU
2234.0,696.0,112.0,113.0,506.0,3661.0,2019-08-11,2019,8,08-11,Sunday,MU
2414.0,714.0,106.0,138.0,448.0,3820.0,2019-08-12,2019,8,08-12,Monday,MU
2387.0,716.0,111.0,133.0,432.0,3779.0,2019-08-13,2019,8,08-13,Tuesday,MU
2325.0,733.0,112.0,117.0,442.0,3729.0,2019-08-14,2019,8,08-14,Wednesday,MU
2036.0,722.0,83.0,103.0,407.0,3351.0,2019-08-15,2019,8,08-15,Thursday,MU
2151.0,744.0,115.0,101.0,447.0,3558.0,2019-08-16,2019,8,08-16,Friday,MU
2156.0,758.0,111.0,105.0,352.0,3482.0,2019-08-17,2019,8,08-17,Saturday,MU
2135.0,664.0,114.0,110.0,306.0,3329.0,2019-08-18,2019,8,08-18,Sunday,MU
2323.0,690.0,114.0,121.0,305.0,3553.0,2019-08-19,2019,8,08-19,Monday,MU
2383.0,755.0,112.0,127.0,329.0,3706.0,2019-08-20,2019,8,08-20,Tuesday,MU
2359.0,751.0,113.0,121.0,447.0,3791.0,2019-08-21,2019,8,08-21,Wednesday,MU
2404.0,727.0,113.0,117.0,424.0,3785.0,2019-08-22,2019,8,08-22,Thursday,MU
2418.0,727.0,114.0,134.0,437.0,3830.0,2019-08-23,2019,8,08-23,Friday,MU
2333.0,730.0,114.0,108.0,461.0,3746.0,2019-08-24,2019,8,08-24,Saturday,MU
2322.0,629.0,114.0,108.0,430.0,3603.0,2019-08-25,2019,8,08-25,Sunday,MU
2418.0,700.0,113.0,113.0,419.0,3763.0,2019-08-26,2019,8,08-26,Monday,MU
2536.0,733.0,113.0,112.0,422.0,3916.0,2019-08-27,2019,8,08-27,Tuesday,MU
2653.0,748.0,114.0,123.0,370.0,4008.0,2019-08-28,2019,8,08-28,Wednesday,MU
2694.0,751.0,114.0,135.0,370.0,4064.0,2019-08-29,2019,8,08-29,Thursday,MU
2676.0,705.0,114.0,130.0,416.0,4041.0,2019-08-30,2019,8,08-30,Friday,MU
2641.0,707.0,114.0,136.0,400.0,3998.0,2019-08-31,2019,8,08-31,Saturday,MU
2423.0,698.0,114.0,126.0,346.0,3707.0,2019-09-01,2019,9,09-01,Sunday,MU
2433.0,706.0,114.0,113.0,346.0,3712.0,2019-09-02,2019,9,09-02,Monday,MU
2482.0,717.0,113.0,125.0,375.0,3812.0,2019-09-03,2019,9,09-03,Tuesday,MU
2464.0,735.0,114.0,121.0,390.0,3824.0,2019-09-04,2019,9,09-04,Wednesday,MU
2422.0,746.0,113.0,122.0,432.0,3835.0,2019-09-05,2019,9,09-05,Thursday,MU
2397.0,791.0,114.0,128.0,448.0,3878.0,2019-09-06,2019,9,09-06,Friday,MU
2338.0,812.0,113.0,134.0,438.0,3835.0,2019-09-07,2019,9,09-07,Saturday,MU
2252.0,794.0,116.0,110.0,421.0,3693.0,2019-09-08,2019,9,09-08,Sunday,MU
2380.0,816.0,119.0,125.0,443.0,3883.0,2019-09-09,2019,9,09-09,Monday,MU
2479.0,814.0,119.0,132.0,415.0,3959.0,2019-09-10,2019,9,09-10,Tuesday,MU
2507.0,793.0,119.0,142.0,396.0,3957.0,2019-09-11,2019,9,09-11,Wednesday,MU
2418.0,795.0,119.0,128.0,428.0,3888.0,2019-09-12,2019,9,09-12,Thursday,MU
2392.0,790.0,118.0,129.0,410.0,3839.0,2019-09-13,2019,9,09-13,Friday,MU
2415.0,773.0,117.0,135.0,387.0,3827.0,2019-09-14,2019,9,09-14,Saturday,MU
2342.0,773.0,116.0,125.0,377.0,3733.0,2019-09-15,2019,9,09-15,Sunday,MU
2419.0,794.0,115.0,133.0,397.0,3858.0,2019-09-16,2019,9,09-16,Monday,MU
2468.0,750.0,107.0,147.0,328.0,3800.0,2019-09-17,2019,9,09-17,Tuesday,MU
2443.0,734.0,103.0,159.0,278.0,3717.0,2019-09-18,2019,9,09-18,Wednesday,MU
2443.0,738.0,104.0,153.0,262.0,3700.0,2019-09-19,2019,9,09-19,Thursday,MU
2494.0,727.0,104.0,158.0,284.0,3767.0,2019-09-20,2019,9,09-20,Friday,MU
2514.0,714.0,113.0,153.0,263.0,3757.0,2019-09-21,2019,9,09-21,Saturday,MU
2329.0,695.0,115.0,135.0,237.0,3511.0,2019-09-22,2019,9,09-22,Sunday,MU
2466.0,686.0,116.0,146.0,219.0,3633.0,2019-09-23,2019,9,09-23,Monday,MU
2433.0,691.0,116.0,164.0,188.0,3592.0,2019-09-24,2019,9,09-24,Tuesday,MU
2342.0,694.0,116.0,154.0,220.0,3526.0,2019-09-25,2019,9,09-25,Wednesday,MU
2253.0,691.0,115.0,146.0,225.0,3430.0,2019-09-26,2019,9,09-26,Thursday,MU
2171.0,703.0,114.0,142.0,214.0,3344.0,2019-09-27,2019,9,09-27,Friday,MU
2066.0,687.0,112.0,145.0,231.0,3241.0,2019-09-28,2019,9,09-28,Saturday,MU
1886.0,665.0,112.0,127.0,258.0,3048.0,2019-09-29,2019,9,09-29,Sunday,MU
1987.0,703.0,112.0,135.0,254.0,3191.0,2019-09-30,2019,9,09-30,Monday,MU
2078.0,679.0,113.0,132.0,280.0,3282.0,2019-10-01,2019,10,10-01,Tuesday,MU
2075.0,637.0,112.0,127.0,236.0,3187.0,2019-10-02,2019,10,10-02,Wednesday,MU
2228.0,630.0,112.0,148.0,235.0,3353.0,2019-10-03,2019,10,10-03,Thursday,MU
2316.0,582.0,113.0,144.0,228.0,3383.0,2019-10-04,2019,10,10-04,Friday,MU
2369.0,564.0,113.0,138.0,207.0,3391.0,2019-10-05,2019,10,10-05,Saturday,MU
