unit,datetime,date,year,month,month_date,weekday,hour,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Mwh,2018-07-01 05:00:00,2018-07-01,2018,7,07-01,Sunday,5,45037.0,183.0,66791.0,58363.0,3206.0,3533.0,1.0,5226.0,112011.0,70329.0,182340.0,0.24699462542503017,0.0010036196117143798,0.36629922123505537,0.3200778764944609,0.017582538115608205,0.01937589119227816,5.484260173302622e-06,0.0286607436656795,0.6142974662717999,0.38570253372820007
Mwh,2018-07-01 06:00:00,2018-07-01,2018,7,07-01,Sunday,6,96248.0,3181.0,92199.0,75818.0,4270.0,7410.0,-1.0,6460.0,191628.0,93957.0,285585.0,0.3370205017770541,0.01113854018943572,0.3228425862702873,0.26548313111683036,0.014951765673967471,0.025946740900257368,-3.5015844669713044e-06,0.022620235656634628,0.6710016282367771,0.3289983717632229
Mwh,2018-07-01 07:00:00,2018-07-01,2018,7,07-01,Sunday,7,94535.0,2987.0,89001.0,75650.0,4352.0,8814.0,0.0,5983.0,186523.0,94799.0,281322.0,0.33603841860928046,0.010617726306509978,0.3163670100454284,0.2689089370898828,0.015469817504496627,0.03133064602128522,0.0,0.02126744442311657,0.6630231549612188,0.33697684503878117
Mwh,2018-07-01 08:00:00,2018-07-01,2018,7,07-01,Sunday,8,93672.0,3058.0,101095.0,81700.0,22257.0,15377.0,35.0,7037.0,197825.0,126406.0,324231.0,0.288905132451863,0.009431547261057703,0.31179930358293934,0.2519808408202794,0.06864550274341442,0.047426063516443524,0.00010794772862557868,0.02170366189537706,0.61013598329586,0.38986401670413995
Mwh,2018-07-01 09:00:00,2018-07-01,2018,7,07-01,Sunday,9,89685.0,3062.0,97000.0,81733.0,21434.0,14390.0,25.0,7050.0,189747.0,124632.0,314379.0,0.2852766883284189,0.009739836312221872,0.30854478193518015,0.25998237795781526,0.06817885418555311,0.045772777443786,7.952185101422168e-05,0.022425161986010515,0.6035613065758209,0.3964386934241791
Mwh,2018-07-01 10:00:00,2018-07-01,2018,7,07-01,Sunday,10,87820.0,3062.0,93605.0,81795.0,21099.0,13309.0,38.0,7047.0,184487.0,123288.0,307775.0,0.28533831532775566,0.00994882625294452,0.304134513849403,0.26576232637478675,0.0685533262935586,0.043242628543578916,0.00012346681829258387,0.022896596539679962,0.5994216554301032,0.4005783445698968
Mwh,2018-07-01 11:00:00,2018-07-01,2018,7,07-01,Sunday,11,87156.0,3081.0,95430.0,81650.0,21529.0,13871.0,306.0,7026.0,185667.0,124382.0,310049.0,0.28110395453621845,0.009937138968356615,0.3077900589906757,0.2633454711997136,0.06943741150592325,0.04473808978580805,0.0009869407738776774,0.02266093423942667,0.5988311524952508,0.40116884750474924
Mwh,2018-07-01 12:00:00,2018-07-01,2018,7,07-01,Sunday,12,89870.0,3055.0,104090.0,81885.0,22366.0,13694.0,1043.0,7308.0,197015.0,126296.0,323311.0,0.2779676534358559,0.009449106278474905,0.32195007284008276,0.25327007123172424,0.06917797414872986,0.04235550290587082,0.003225996022405671,0.022603623136855846,0.6093668325544136,0.39063316744558646
Mwh,2018-07-01 13:00:00,2018-07-01,2018,7,07-01,Sunday,13,99023.0,3010.0,113900.0,81842.0,23673.0,13267.0,2566.0,7798.0,215933.0,129146.0,345079.0,0.286957479301841,0.008722640322940544,0.33006934643951097,0.23716888016946844,0.06860168251327957,0.0384462688253994,0.0074359784281280514,0.022597723999432013,0.6257494660642925,0.37425053393570745
Mwh,2018-07-01 14:00:00,2018-07-01,2018,7,07-01,Sunday,14,109202.0,3286.0,127189.0,81748.0,23912.0,14102.0,7597.0,8841.0,239677.0,136200.0,375877.0,0.29052589011831,0.008742221524594482,0.3383793102530881,0.21748603931605287,0.0636165554157344,0.0375175921910625,0.02021139894167507,0.023520992239482598,0.6376474218959925,0.36235257810400745
Mwh,2018-07-01 15:00:00,2018-07-01,2018,7,07-01,Sunday,15,116624.0,4114.0,140380.0,81626.0,25061.0,15371.0,13224.0,9961.0,261118.0,145243.0,406361.0,0.28699604538821394,0.010124003041630471,0.3454563799183485,0.2008706544181159,0.061671764760889945,0.03782597247275206,0.032542493004988175,0.024512686995061043,0.6425764283481928,0.35742357165180716
Mwh,2018-07-01 16:00:00,2018-07-01,2018,7,07-01,Sunday,16,123060.0,4546.0,149812.0,81191.0,28933.0,16933.0,15764.0,10285.0,277418.0,153106.0,430524.0,0.28583772333249713,0.010559225501946466,0.3479759548828869,0.1885864667242709,0.0672041512203733,0.03933114065650231,0.036615844877405206,0.023889492804117774,0.6443729037173305,0.3556270962826695
Mwh,2018-07-01 17:00:00,2018-07-01,2018,7,07-01,Sunday,17,127023.0,4929.0,160200.0,81066.0,32736.0,17131.0,16784.0,10523.0,292152.0,158240.0,450392.0,0.2820276559086307,0.010943800067496758,0.355690154354429,0.1799898754862431,0.07268335139167659,0.03803575551963623,0.037265315547345426,0.023364091724542176,0.6486616103305565,0.35133838966944353
Mwh,2018-07-01 18:00:00,2018-07-01,2018,7,07-01,Sunday,18,130876.0,5226.0,168761.0,81013.0,34702.0,17146.0,17386.0,10825.0,304863.0,161072.0,465935.0,0.28088896519900847,0.011216156760063099,0.36219858993207205,0.1738718920021033,0.07447819974889201,0.03679912434137809,0.03731421764838443,0.023232854368098556,0.6543037118911437,0.3456962881088564
Mwh,2018-07-01 19:00:00,2018-07-01,2018,7,07-01,Sunday,19,132157.0,5542.0,175635.0,81026.0,38390.0,17294.0,17696.0,10826.0,313334.0,165232.0,478566.0,0.2761520876953231,0.011580429867562678,0.3670026704780532,0.1693099802326116,0.08021882039258953,0.03613712633158227,0.03697713586004856,0.022621749142229076,0.654735188040939,0.345264811959061
Mwh,2018-07-01 20:00:00,2018-07-01,2018,7,07-01,Sunday,20,133852.0,5663.0,180932.0,81088.0,41002.0,17837.0,17402.0,10924.0,320447.0,168253.0,488700.0,0.2738940045017393,0.011587886228770206,0.37023122570083894,0.16592592592592592,0.08390014323715982,0.03649887456517291,0.035608757929199916,0.02235318191119296,0.6557131164313484,0.3442868835686515
Mwh,2018-07-01 21:00:00,2018-07-01,2018,7,07-01,Sunday,21,135758.0,5926.0,184934.0,81108.0,42131.0,17685.0,16865.0,10860.0,326618.0,168649.0,495267.0,0.27411073219091925,0.011965263181273939,0.37340262928884826,0.16376621095287996,0.08506724655589813,0.03570801204198947,0.03405233944518815,0.021927566343002865,0.6594786246610415,0.3405213753389586
Mwh,2018-07-01 22:00:00,2018-07-01,2018,7,07-01,Sunday,22,136872.0,5989.0,187604.0,81152.0,42260.0,16746.0,15512.0,10897.0,330465.0,166567.0,497032.0,0.27537864765246506,0.012049525986254406,0.37744853450079674,0.16327318965378487,0.0850247066587262,0.03369199568639444,0.031209258156416488,0.02192414170516184,0.6648767081395162,0.33512329186048384
Mwh,2018-07-01 23:00:00,2018-07-01,2018,7,07-01,Sunday,23,138143.0,6013.0,187171.0,81237.0,40220.0,15449.0,13564.0,10752.0,331327.0,161222.0,492549.0,0.28046549683381755,0.012207922460506468,0.38000483200656177,0.1649318138905977,0.08165685038442876,0.03136540729957832,0.02753837689245131,0.02182930023205813,0.6726782513008858,0.3273217486991142
Mwh,2018-07-02 00:00:00,2018-07-02,2018,7,07-02,Monday,0,137707.0,5980.0,184196.0,81311.0,35780.0,15580.0,11517.0,10633.0,327883.0,154821.0,482704.0,0.2852824919619477,0.012388544532467101,0.3815920315555703,0.16844898737114256,0.07412410089827307,0.03227650899930392,0.023859342371308295,0.022027992309987074,0.679263068049985,0.3207369319500149
Mwh,2018-07-02 01:00:00,2018-07-02,2018,7,07-02,Monday,1,137109.0,5630.0,177915.0,81402.0,33726.0,15717.0,8834.0,10740.0,320654.0,150419.0,471073.0,0.29105680011378277,0.011951438524390063,0.37768031706338506,0.1728012431194316,0.07159399923154161,0.03336425564615251,0.018752932135783627,0.02279901416553273,0.680688555701558,0.31931144429844205
Mwh,2018-07-02 02:00:00,2018-07-02,2018,7,07-02,Monday,2,136100.0,4981.0,172285.0,81286.0,33328.0,15859.0,4107.0,10081.0,313366.0,144661.0,458027.0,0.2971440548264622,0.010874904754523206,0.3761459477279724,0.17746988714639092,0.07276426935530002,0.034624596366589745,0.008966720302514917,0.022009619520246625,0.6841649073089577,0.3158350926910422
Mwh,2018-07-02 03:00:00,2018-07-02,2018,7,07-02,Monday,3,131168.0,4581.0,161131.0,81210.0,31304.0,17021.0,982.0,9317.0,296880.0,139834.0,436714.0,0.30035217556570204,0.010489702642919622,0.3689622956900855,0.1859569420719281,0.07168077964068018,0.03897516452415082,0.0022486112192418835,0.021334328645291886,0.6798041738987072,0.3201958261012928
Mwh,2018-07-02 04:00:00,2018-07-02,2018,7,07-02,Monday,4,122670.0,3580.0,144417.0,81379.0,30015.0,18088.0,712.0,8640.0,270667.0,138834.0,409501.0,0.299559708034901,0.008742347393535058,0.35266580545590853,0.19872723143533227,0.07329652430641195,0.04417083230565982,0.0017387014927924473,0.021098849575458913,0.6609678608843446,0.3390321391156554
Mwh,2018-07-02 05:00:00,2018-07-02,2018,7,07-02,Monday,5,113200.0,3353.0,129992.0,81554.0,27071.0,18514.0,282.0,8417.0,246545.0,135838.0,382383.0,0.2960382652994511,0.008768695261034094,0.3399523514382177,0.21327830996670877,0.0707955113067265,0.048417424414788315,0.0007374804842265477,0.022011961828846995,0.6447593119987028,0.35524068800129716
