"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Denmark (DK)","01.01.2015 00:00 - 01.01.2015 01:00 (UTC)","39","n/e","n/e","529","1185","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","190","977","1486"
"Denmark (DK)","01.01.2015 01:00 - 01.01.2015 02:00 (UTC)","39","n/e","n/e","543","1016","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","189","903","1455"
"Denmark (DK)","01.01.2015 02:00 - 01.01.2015 03:00 (UTC)","39","n/e","n/e","491","943","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","189","831","1556"
"Denmark (DK)","01.01.2015 03:00 - 01.01.2015 04:00 (UTC)","38","n/e","n/e","475","802","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","185","915","1679"
"Denmark (DK)","01.01.2015 04:00 - 01.01.2015 05:00 (UTC)","39","n/e","n/e","478","811","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","184","1056","2036"
"Denmark (DK)","01.01.2015 05:00 - 01.01.2015 06:00 (UTC)","37","n/e","n/e","480","750","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","183","1068","2203"
"Denmark (DK)","01.01.2015 06:00 - 01.01.2015 07:00 (UTC)","41","n/e","n/e","468","749","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","184","1141","2361"
"Denmark (DK)","01.01.2015 07:00 - 01.01.2015 08:00 (UTC)","41","n/e","n/e","465","728","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","183","1163","2543"
"Denmark (DK)","01.01.2015 08:00 - 01.01.2015 09:00 (UTC)","41","n/e","n/e","464","807","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","182","1191","2657"
"Denmark (DK)","01.01.2015 09:00 - 01.01.2015 10:00 (UTC)","40","n/e","n/e","471","930","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","178","1164","2703"
