date,mw,region
2014-02-08 0:00,129314,ЕЭС РОССИИ
2014-02-08 1:00,126710,ЕЭС РОССИИ
2014-02-08 2:00,124982,ЕЭС РОССИИ
2014-02-08 3:00,124594,ЕЭС РОССИИ
2014-02-08 4:00,125185,ЕЭС РОССИИ
2014-02-08 5:00,126515,ЕЭС РОССИИ
2014-02-08 6:00,128909,ЕЭС РОССИИ
2014-02-08 7:00,132417,ЕЭС РОССИИ
2014-02-08 8:00,135314,ЕЭС РОССИИ
2014-02-08 9:00,138497,ЕЭС РОССИИ
2014-02-08 10:00,140525,ЕЭС РОССИИ
2014-02-08 11:00,140181,ЕЭС РОССИИ
2014-02-08 12:00,139582,ЕЭС РОССИИ
2014-02-08 13:00,139006,ЕЭС РОССИИ
2014-02-08 14:00,138306,ЕЭС РОССИИ
2014-02-08 15:00,138145,ЕЭС РОССИИ
2014-02-08 16:00,138394,ЕЭС РОССИИ
2014-02-08 17:00,139222,ЕЭС РОССИИ
2014-02-08 18:00,140635,ЕЭС РОССИИ
2014-02-08 19:00,142740,ЕЭС РОССИИ
2014-02-08 20:00,142253,ЕЭС РОССИИ
2014-02-08 21:00,139789,ЕЭС РОССИИ
2014-02-08 22:00,136221,ЕЭС РОССИИ
2014-02-08 23:00,132335,ЕЭС РОССИИ
