date,mw,region
2015-05-15 0:00,98088,ЕЭС РОССИИ
2015-05-15 1:00,94637,ЕЭС РОССИИ
2015-05-15 2:00,94522,ЕЭС РОССИИ
2015-05-15 3:00,93700,ЕЭС РОССИИ
2015-05-15 4:00,93892,ЕЭС РОССИИ
2015-05-15 5:00,95304,ЕЭС РОССИИ
2015-05-15 6:00,98236,ЕЭС РОССИИ
2015-05-15 7:00,103521,ЕЭС РОССИИ
2015-05-15 8:00,107761,ЕЭС РОССИИ
2015-05-15 9:00,111063,ЕЭС РОССИИ
2015-05-15 10:00,111684,ЕЭС РОССИИ
2015-05-15 11:00,111967,ЕЭС РОССИИ
2015-05-15 12:00,111531,ЕЭС РОССИИ
2015-05-15 13:00,111301,ЕЭС РОССИИ
2015-05-15 14:00,111551,ЕЭС РОССИИ
2015-05-15 15:00,111073,ЕЭС РОССИИ
2015-05-15 16:00,109617,ЕЭС РОССИИ
2015-05-15 17:00,108694,ЕЭС РОССИИ
2015-05-15 18:00,109605,ЕЭС РОССИИ
2015-05-15 19:00,109561,ЕЭС РОССИИ
2015-05-15 20:00,111142,ЕЭС РОССИИ
2015-05-15 21:00,110803,ЕЭС РОССИИ
2015-05-15 22:00,107541,ЕЭС РОССИИ
2015-05-15 23:00,102460,ЕЭС РОССИИ
