date,mw,region
2002-08-08 0:00,74046,ЕЭС РОССИИ
2002-08-08 1:00,71887,ЕЭС РОССИИ
2002-08-08 2:00,70458,ЕЭС РОССИИ
2002-08-08 3:00,70423,ЕЭС РОССИИ
2002-08-08 4:00,70285,ЕЭС РОССИИ
2002-08-08 5:00,72031,ЕЭС РОССИИ
2002-08-08 6:00,74561,ЕЭС РОССИИ
2002-08-08 7:00,77802,ЕЭС РОССИИ
2002-08-08 8:00,81115,ЕЭС РОССИИ
2002-08-08 9:00,84999,ЕЭС РОССИИ
2002-08-08 10:00,86153,ЕЭС РОССИИ
2002-08-08 11:00,86185,ЕЭС РОССИИ
2002-08-08 12:00,85183,ЕЭС РОССИИ
2002-08-08 13:00,85459,ЕЭС РОССИИ
2002-08-08 14:00,86004,ЕЭС РОССИИ
2002-08-08 15:00,85029,ЕЭС РОССИИ
2002-08-08 16:00,84236,ЕЭС РОССИИ
2002-08-08 17:00,82744,ЕЭС РОССИИ
2002-08-08 18:00,82383,ЕЭС РОССИИ
2002-08-08 19:00,82702,ЕЭС РОССИИ
2002-08-08 20:00,82271,ЕЭС РОССИИ
2002-08-08 21:00,83175,ЕЭС РОССИИ
2002-08-08 22:00,82214,ЕЭС РОССИИ
2002-08-08 23:00,78451,ЕЭС РОССИИ
