date,mw,region
2012-08-19 0:00,93288,ЕЭС РОССИИ
2012-08-19 1:00,90803,ЕЭС РОССИИ
2012-08-19 2:00,88493,ЕЭС РОССИИ
2012-08-19 3:00,88166,ЕЭС РОССИИ
2012-08-19 4:00,88102,ЕЭС РОССИИ
2012-08-19 5:00,88635,ЕЭС РОССИИ
2012-08-19 6:00,89041,ЕЭС РОССИИ
2012-08-19 7:00,91201,ЕЭС РОССИИ
2012-08-19 8:00,93219,ЕЭС РОССИИ
2012-08-19 9:00,96639,ЕЭС РОССИИ
2012-08-19 10:00,99030,ЕЭС РОССИИ
2012-08-19 11:00,99808,ЕЭС РОССИИ
2012-08-19 12:00,99839,ЕЭС РОССИИ
2012-08-19 13:00,99944,ЕЭС РОССИИ
2012-08-19 14:00,100779,ЕЭС РОССИИ
2012-08-19 15:00,100663,ЕЭС РОССИИ
2012-08-19 16:00,100388,ЕЭС РОССИИ
2012-08-19 17:00,100118,ЕЭС РОССИИ
2012-08-19 18:00,100595,ЕЭС РОССИИ
2012-08-19 19:00,100790,ЕЭС РОССИИ
2012-08-19 20:00,100525,ЕЭС РОССИИ
2012-08-19 21:00,102210,ЕЭС РОССИИ
2012-08-19 22:00,101259,ЕЭС РОССИИ
2012-08-19 23:00,96270,ЕЭС РОССИИ
