2022/6/7 11:44 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1222,14:00～15:00,6/7,11:16,21,83

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1010,14:00～15:00,6/7,11:16

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1161,18:00～19:00,6/7,11:16,19,84

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
975,18:00～19:00,6/7,11:16

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),予備率(%),供給力想定値(万kW)
2022/6/7,0:00,739,737,83,21,890
2022/6/7,1:00,716,711,83,20,859
2022/6/7,2:00,738,735,82,21,896
2022/6/7,3:00,793,794,81,23,975
2022/6/7,4:00,836,836,81,24,1037
2022/6/7,5:00,842,845,80,24,1046
2022/6/7,6:00,815,814,81,23,1004
2022/6/7,7:00,806,801,82,23,989
2022/6/7,8:00,852,833,80,26,1072
2022/6/7,9:00,922,903,76,32,1218
2022/6/7,10:00,963,951,77,31,1257
2022/6/7,11:00,0,999,0,0,1286
2022/6/7,12:00,0,969,0,0,1285
2022/6/7,13:00,0,1001,0,0,1236
2022/6/7,14:00,0,1010,0,0,1222
2022/6/7,15:00,0,974,0,0,1179
2022/6/7,16:00,0,974,0,0,1179
2022/6/7,17:00,0,962,0,0,1163
2022/6/7,18:00,0,975,0,0,1161
2022/6/7,19:00,0,961,0,0,1153
2022/6/7,20:00,0,902,0,0,1091
2022/6/7,21:00,0,861,0,0,1042
2022/6/7,22:00,0,825,0,0,998
2022/6/7,23:00,0,794,0,0,960

最大使用率(%),時間帯
83,1:00～2:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
,,,,,

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
,,,

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
,,,,,

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
,,,

DATE,TIME,当日実績(５分間隔値）(万kW),太陽光発電実績(５分間隔値）(万kW)
2022/6/7,0:00,759,0
2022/6/7,0:05,753,0
2022/6/7,0:10,762,0
