2022/7/8 12:39 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1576,14:00～15:00,7/8,12:16,8,93

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1461,14:00～15:00,7/8,12:16

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1422,18:00～19:00,7/8,12:16,6,94

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1339,18:00～19:00,7/8,12:16

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),予備率(%),供給力想定値(万kW)
2022/7/8,0:00,958,959,88,13,1084
2022/7/8,1:00,909,907,83,20,1090
2022/7/8,2:00,895,896,82,21,1087
2022/7/8,3:00,918,918,84,19,1094
2022/7/8,4:00,947,946,85,18,1117
2022/7/8,5:00,972,972,86,16,1128
2022/7/8,6:00,982,972,83,20,1178
2022/7/8,7:00,1048,1029,81,23,1291
2022/7/8,8:00,1205,1152,87,15,1383
2022/7/8,9:00,1337,1280,86,16,1555
2022/7/8,10:00,1387,1376,83,21,1672
2022/7/8,11:00,1443,1431,84,19,1718
2022/7/8,12:00,0,1426,0,0,1675
2022/7/8,13:00,0,1458,0,0,1615
2022/7/8,14:00,0,1461,0,0,1576
2022/7/8,15:00,0,1437,0,0,1551
2022/7/8,16:00,0,1429,0,0,1542
2022/7/8,17:00,0,1382,0,0,1484
2022/7/8,18:00,0,1339,0,0,1422
2022/7/8,19:00,0,1290,0,0,1382
2022/7/8,20:00,0,1229,0,0,1326
2022/7/8,21:00,0,1158,0,0,1249
2022/7/8,22:00,0,1089,0,0,1176
2022/7/8,23:00,0,1027,0,0,1110

最大使用率(%),時間帯
88,0:00～1:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
,,,,,

