2022/7/12 11:39 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1556,14:00～15:00,7/12,11:16,10,91

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1417,14:00～15:00,7/12,11:16

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1383,19:00～20:00,7/12,11:16,7,94

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1293,19:00～20:00,7/12,11:16

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),予備率(%),供給力想定値(万kW)
2022/7/12,0:00,946,943,88,14,1075
2022/7/12,1:00,890,889,82,22,1085
2022/7/12,2:00,884,882,81,23,1087
2022/7/12,3:00,904,901,83,20,1084
2022/7/12,4:00,935,936,86,16,1084
2022/7/12,5:00,964,965,88,13,1090
2022/7/12,6:00,968,971,86,16,1125
2022/7/12,7:00,1025,1032,84,19,1217
2022/7/12,8:00,1185,1173,91,10,1308
2022/7/12,9:00,1301,1305,90,11,1446
2022/7/12,10:00,1346,1356,89,12,1513
2022/7/12,11:00,0,1390,0,0,1553
2022/7/12,12:00,0,1374,0,0,1571
2022/7/12,13:00,0,1403,0,0,1563
2022/7/12,14:00,0,1417,0,0,1556
2022/7/12,15:00,0,1400,0,0,1538
2022/7/12,16:00,0,1392,0,0,1529
2022/7/12,17:00,0,1365,0,0,1495
2022/7/12,18:00,0,1334,0,0,1429
2022/7/12,19:00,0,1293,0,0,1383
2022/7/12,20:00,0,1216,0,0,1334
2022/7/12,21:00,0,1137,0,0,1248
2022/7/12,22:00,0,1064,0,0,1168
2022/7/12,23:00,0,992,0,0,1089

最大使用率(%),時間帯
91,8:00～9:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
,,,,,

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
,,,

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
,,,,,

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
,,,

DATE,TIME,当日実績(５分間隔値）(万kW),太陽光発電実績(５分間隔値）(万kW)
2022/7/12,0:00,991,0
2022/7/12,0:05,977,0
2022/7/12,0:10,975,0
2022/7/12,0:15,954,0
2022/7/12,0:20,951,0
2022/7/12,0:25,944,0
2022/7/12,0:30,936,0
2022/7/12,0:35,937,0
2022/7/12,0:40,920,0
2022/7/12,0:45,924,0
2022/7/12,0:50,921,0
2022/7/12,0:55,914,0
2022/7/12,1:00,903,0
2022/7/12,1:05,896,0
2022/7/12,1:10,906,0
2022/7/12,1:15,897,0
2022/7/12,1:20,887,0
2022/7/12,1:25,879,0
2022/7/12,1:30,888,0
2022/7/12,1:35,889,0
2022/7/12,1:40,875,0
2022/7/12,1:45,882,0
2022/7/12,1:50,877,0
2022/7/12,1:55,882,0
2022/7/12,2:00,873,0
2022/7/12,2:05,884,0
2022/7/12,2:10,873,0
2022/7/12,2:15,878,0
2022/7/12,2:20,880,0
2022/7/12,2:25,885,0
2022/7/12,2:30,886,0
2022/7/12,2:35,884,0
2022/7/12,2:40,894,0
2022/7/12,2:45,887,0
2022/7/12,2:50,894,0
2022/7/12,2:55,892,0
2022/7/12,3:00,899,0
2022/7/12,3:05,894,0
2022/7/12,3:10,900,0
2022/7/12,3:15,890,0
2022/7/12,3:20,892,0
2022/7/12,3:25,906,0
2022/7/12,3:30,910,0
2022/7/12,3:35,909,0
2022/7/12,3:40,902,0
2022/7/12,3:45,917,0
2022/7/12,3:50,915,0
2022/7/12,3:55,924,0
2022/7/12,4:00,914,0
2022/7/12,4:05,917,0
2022/7/12,4:10,924,0
2022/7/12,4:15,922,0
2022/7/12,4:20,926,0
2022/7/12,4:25,931,0
2022/7/12,4:30,936,0
2022/7/12,4:35,938,0
2022/7/12,4:40,953,0
2022/7/12,4:45,945,0
2022/7/12,4:50,945,0
2022/7/12,4:55,956,0
2022/7/12,5:00,938,0
2022/7/12,5:05,957,0
2022/7/12,5:10,964,0
2022/7/12,5:15,961,0
2022/7/12,5:20,965,0
2022/7/12,5:25,969,0
2022/7/12,5:30,969,1
2022/7/12,5:35,970,3
2022/7/12,5:40,961,7
2022/7/12,5:45,958,11
2022/7/12,5:50,957,16
2022/7/12,5:55,965,21
2022/7/12,6:00,950,27
2022/7/12,6:05,963,30
2022/7/12,6:10,961,35
2022/7/12,6:15,961,41
2022/7/12,6:20,968,47
2022/7/12,6:25,970,54
2022/7/12,6:30,971,60
2022/7/12,6:35,966,65
2022/7/12,6:40,969,71
2022/7/12,6:45,964,76
2022/7/12,6:50,966,84
2022/7/12,6:55,972,91
2022/7/12,7:00,978,102
2022/7/12,7:05,986,112
2022/7/12,7:10,999,119
2022/7/12,7:15,990,129
2022/7/12,7:20,1005,139
2022/7/12,7:25,1004,154
2022/7/12,7:30,1020,166
2022/7/12,7:35,1038,176
2022/7/12,7:40,1051,188
2022/7/12,7:45,1057,195
2022/7/12,7:50,1079,208
2022/7/12,7:55,1086,216
2022/7/12,8:00,1100,223
2022/7/12,8:05,1130,225
2022/7/12,8:10,1130,237
2022/7/12,8:15,1163,247
2022/7/12,8:20,1165,251
2022/7/12,8:25,1173,259
2022/7/12,8:30,1181,278
2022/7/12,8:35,1212,294
2022/7/12,8:40,1236,315
2022/7/12,8:45,1246,328
2022/7/12,8:50,1258,330
2022/7/12,8:55,1255,335
2022/7/12,9:00,1264,345
2022/7/12,9:05,1277,354
2022/7/12,9:10,1286,364
2022/7/12,9:15,1294,372
2022/7/12,9:20,1286,377
2022/7/12,9:25,1280,372
2022/7/12,9:30,1295,385
2022/7/12,9:35,1324,406
2022/7/12,9:40,1326,412
2022/7/12,9:45,1328,420
2022/7/12,9:50,1327,416
2022/7/12,9:55,1332,417
2022/7/12,10:00,1339,428
2022/7/12,10:05,1327,425
2022/7/12,10:10,1331,430
2022/7/12,10:15,1332,442
2022/7/12,10:20,1345,461
2022/7/12,10:25,1340,475
2022/7/12,10:30,1344,485
2022/7/12,10:35,1358,495
2022/7/12,10:40,1361,498
2022/7/12,10:45,1377,503
2022/7/12,10:50,1371,497
2022/7/12,10:55,1370,493
2022/7/12,11:00,1392,497
2022/7/12,11:05,1376,484
2022/7/12,11:10,1385,484
2022/7/12,11:15,1368,481
2022/7/12,11:20,1372,485
2022/7/12,11:25,1381,490
2022/7/12,11:30,1383,492
2022/7/12,11:35,1376,
2022/7/12,11:40,,
2022/7/12,11:45,,
2022/7/12,11:50,,
2022/7/12,11:55,,
2022/7/12,12:00,,
2022/7/12,12:05,,
2022/7/12,12:10,,
2022/7/12,12:15,,
2022/7/12,12:20,,
2022/7/12,12:25,,
2022/7/12,12:30,,
2022/7/12,12:35,,
2022/7/12,12:40,,
2022/7/12,12:45,,
2022/7/12,12:50,,
2022/7/12,12:55,,
2022/7/12,13:00,,
2022/7/12,13:05,,
2022/7/12,13:10,,
2022/7/12,13:15,,
2022/7/12,13:20,,
2022/7/12,13:25,,
2022/7/12,13:30,,
2022/7/12,13:35,,
2022/7/12,13:40,,
2022/7/12,13:45,,
2022/7/12,13:50,,
2022/7/12,13:55,,
2022/7/12,14:00,,
2022/7/12,14:05,,
2022/7/12,14:10,,
2022/7/12,14:15,,
2022/7/12,14:20,,
2022/7/12,14:25,,
2022/7/12,14:30,,
2022/7/12,14:35,,
2022/7/12,14:40,,
2022/7/12,14:45,,
2022/7/12,14:50,,
2022/7/12,14:55,,
2022/7/12,15:00,,
2022/7/12,15:05,,
2022/7/12,15:10,,
2022/7/12,15:15,,
2022/7/12,15:20,,
2022/7/12,15:25,,
2022/7/12,15:30,,
2022/7/12,15:35,,
2022/7/12,15:40,,
2022/7/12,15:45,,
2022/7/12,15:50,,
2022/7/12,15:55,,
2022/7/12,16:00,,
2022/7/12,16:05,,
2022/7/12,16:10,,
2022/7/12,16:15,,
2022/7/12,16:20,,
2022/7/12,16:25,,
2022/7/12,16:30,,
2022/7/12,16:35,,
2022/7/12,16:40,,
2022/7/12,16:45,,
2022/7/12,16:50,,
2022/7/12,16:55,,
2022/7/12,17:00,,
2022/7/12,17:05,,
2022/7/12,17:10,,
2022/7/12,17:15,,
2022/7/12,17:20,,
2022/7/12,17:25,,
2022/7/12,17:30,,
2022/7/12,17:35,,
2022/7/12,17:40,,
2022/7/12,17:45,,
2022/7/12,17:50,,
2022/7/12,17:55,,
2022/7/12,18:00,,
2022/7/12,18:05,,
2022/7/12,18:10,,
2022/7/12,18:15,,
2022/7/12,18:20,,
2022/7/12,18:25,,
2022/7/12,18:30,,
2022/7/12,18:35,,
2022/7/12,18:40,,
2022/7/12,18:45,,
2022/7/12,18:50,,
2022/7/12,18:55,,
2022/7/12,19:00,,
2022/7/12,19:05,,
2022/7/12,19:10,,
2022/7/12,19:15,,
2022/7/12,19:20,,
2022/7/12,19:25,,
2022/7/12,19:30,,
2022/7/12,19:35,,
2022/7/12,19:40,,
2022/7/12,19:45,,
2022/7/12,19:50,,
2022/7/12,19:55,,
2022/7/12,20:00,,
2022/7/12,20:05,,
2022/7/12,20:10,,
2022/7/12,20:15,,
2022/7/12,20:20,,
2022/7/12,20:25,,
2022/7/12,20:30,,
2022/7/12,20:35,,
2022/7/12,20:40,,
2022/7/12,20:45,,
2022/7/12,20:50,,
2022/7/12,20:55,,
2022/7/12,21:00,,
2022/7/12,21:05,,
2022/7/12,21:10,,
2022/7/12,21:15,,
2022/7/12,21:20,,
2022/7/12,21:25,,
2022/7/12,21:30,,
2022/7/12,21:35,,
2022/7/12,21:40,,
2022/7/12,21:45,,
2022/7/12,21:50,,
2022/7/12,21:55,,
2022/7/12,22:00,,
2022/7/12,22:05,,
2022/7/12,22:10,,
2022/7/12,22:15,,
2022/7/12,22:20,,
2022/7/12,22:25,,
2022/7/12,22:30,,
2022/7/12,22:35,,
2022/7/12,22:40,,
2022/7/12,22:45,,
2022/7/12,22:50,,
2022/7/12,22:55,,
2022/7/12,23:00,,
2022/7/12,23:05,,
2022/7/12,23:10,,
2022/7/12,23:15,,
2022/7/12,23:20,,
2022/7/12,23:25,,
2022/7/12,23:30,,
2022/7/12,23:35,,
2022/7/12,23:40,,
2022/7/12,23:45,,
2022/7/12,23:50,,
2022/7/12,23:55,,

