2022/7/19 15:40 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1463,14:00～15:00,7/19,15:16,11,90

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1317,14:00～15:00,7/19,15:16

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1331,9:00～10:00,7/19,15:16,9,92

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1220,9:00～10:00,7/19,15:16

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),予備率(%),供給力想定値(万kW)
2022/7/19,0:00,891,893,91,10,978
2022/7/19,1:00,847,849,86,16,981
2022/7/19,2:00,844,843,86,16,978
2022/7/19,3:00,870,870,89,12,975
2022/7/19,4:00,903,902,92,9,982
2022/7/19,5:00,931,932,93,8,1002
2022/7/19,6:00,953,958,89,12,1067
2022/7/19,7:00,1035,1038,93,8,1116
2022/7/19,8:00,1172,1152,95,5,1236
2022/7/19,9:00,1273,1240,96,5,1331
2022/7/19,10:00,1274,1272,91,9,1395
2022/7/19,11:00,1294,1281,92,9,1410
2022/7/19,12:00,1239,1254,89,13,1397
2022/7/19,13:00,1285,1306,88,14,1459
2022/7/19,14:00,1284,1317,88,14,1463
2022/7/19,15:00,0,1310,0,0,1456
2022/7/19,16:00,0,1310,0,0,1503
2022/7/19,17:00,0,1290,0,0,1458
2022/7/19,18:00,0,1276,0,0,1429
2022/7/19,19:00,0,1246,0,0,1393
2022/7/19,20:00,0,1188,0,0,1333
2022/7/19,21:00,0,1126,0,0,1286
2022/7/19,22:00,0,1062,0,0,1223
2022/7/19,23:00,0,1001,0,0,1153

最大使用率(%),時間帯
96,9:00～10:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
,,,,,

