"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Czech Republic (CZ)","01.01.2015 00:00 - 01.01.2015 01:00 (UTC)","136","3791","249","175","750","10","n/e","n/e","n/e","0","0","96","30","n/e","2860","155","220","0","14","n/e","40"
"Czech Republic (CZ)","01.01.2015 01:00 - 01.01.2015 02:00 (UTC)","137","3742","240","174","647","10","n/e","n/e","n/e","0","5","96","30","n/e","2888","154","219","0","14","n/e","38"
"Czech Republic (CZ)","01.01.2015 02:00 - 01.01.2015 03:00 (UTC)","138","3685","239","175","554","10","n/e","n/e","n/e","0","126","96","30","n/e","2894","119","221","0","14","n/e","56"
"Czech Republic (CZ)","01.01.2015 03:00 - 01.01.2015 04:00 (UTC)","137","3556","237","177","511","10","n/e","n/e","n/e","0","519","96","30","n/e","2938","114","219","0","14","n/e","71"
"Czech Republic (CZ)","01.01.2015 04:00 - 01.01.2015 05:00 (UTC)","137","3383","238","181","512","10","n/e","n/e","n/e","0","519","96","30","n/e","3104","115","219","0","13","n/e","72"
"Czech Republic (CZ)","01.01.2015 05:00 - 01.01.2015 06:00 (UTC)","137","3109","246","183","523","10","n/e","n/e","n/e","0","517","90","51","n/e","3252","122","219","0","13","n/e","75"
"Czech Republic (CZ)","01.01.2015 06:00 - 01.01.2015 07:00 (UTC)","135","3023","244","141","537","10","n/e","n/e","n/e","0","544","84","118","n/e","3434","131","214","4","13","n/e","77"
"Czech Republic (CZ)","01.01.2015 07:00 - 01.01.2015 08:00 (UTC)","133","2838","232","114","528","9","n/e","n/e","n/e","0","511","79","182","n/e","3533","141","214","8","13","n/e","76"
"Czech Republic (CZ)","01.01.2015 08:00 - 01.01.2015 09:00 (UTC)","135","2891","232","120","528","9","n/e","n/e","n/e","0","10","79","178","n/e","3550","144","219","22","13","n/e","86"
"Czech Republic (CZ)","01.01.2015 09:00 - 01.01.2015 10:00 (UTC)","137","3121","247","123","528","9","n/e","n/e","n/e","0","5","84","118","n/e","3562","141","221","38","13","n/e","89"
