"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Spain (ES)","01.01.2022 00:00 - 01.01.2022 01:00 (UTC)","533","0","0","3874","847","121","0","0","0","","1711","1082","1347","0","6091","50","98","75","268","0","6398"
"Spain (ES)","01.01.2022 01:00 - 01.01.2022 02:00 (UTC)","524","0","0","3557","842","112","0","0","0","","1884","1046","746","0","6092","50","96","75","265","0","6456"
"Spain (ES)","01.01.2022 02:00 - 01.01.2022 03:00 (UTC)","532","0","0","3590","855","105","0","0","0","","2515","1045","733","0","6091","50","96","75","266","0","6144"
"Spain (ES)","01.01.2022 03:00 - 01.01.2022 04:00 (UTC)","528","0","0","3444","868","105","0","0","0","","2913","1049","755","0","6091","51","98","75","260","0","5943"
"Spain (ES)","01.01.2022 04:00 - 01.01.2022 05:00 (UTC)","533","0","0","3446","850","105","0","0","0","","2957","1031","719","0","6092","51","96","75","266","0","5836"
"Spain (ES)","01.01.2022 05:00 - 01.01.2022 06:00 (UTC)","534","0","0","3651","856","106","0","0","0","","2854","1016","611","0","6092","51","93","75","268","0","5685"
"Spain (ES)","01.01.2022 06:00 - 01.01.2022 07:00 (UTC)","539","0","0","3847","856","108","0","0","0","","2850","1018","779","0","6092","49","91","75","267","0","5583"
"Spain (ES)","01.01.2022 07:00 - 01.01.2022 08:00 (UTC)","527","0","0","3737","841","109","0","0","0","","2992","1029","768","0","6094","50","95","144","268","0","5546"
"Spain (ES)","01.01.2022 08:00 - 01.01.2022 09:00 (UTC)","525","0","0","3591","829","110","0","0","0","","3305","1037","729","0","6094","51","94","2024","269","0","5625"
"Spain (ES)","01.01.2022 09:00 - 01.01.2022 10:00 (UTC)","508","0","0","3304","792","107","0","0","0","","3362","1049","747","0","6092","51","92","5220","269","0","5201"
