date,mw,region
2003-04-03 0:00,23831,ОЭС УРАЛА
2003-04-03 1:00,23080,ОЭС УРАЛА
2003-04-03 2:00,22827,ОЭС УРАЛА
2003-04-03 3:00,22545,ОЭС УРАЛА
2003-04-03 4:00,22657,ОЭС УРАЛА
2003-04-03 5:00,23642,ОЭС УРАЛА
2003-04-03 6:00,24180,ОЭС УРАЛА
2003-04-03 7:00,24670,ОЭС УРАЛА
2003-04-03 8:00,25109,ОЭС УРАЛА
2003-04-03 9:00,25628,ОЭС УРАЛА
2003-04-03 10:00,26359,ОЭС УРАЛА
2003-04-03 11:00,26803,ОЭС УРАЛА
2003-04-03 12:00,26603,ОЭС УРАЛА
2003-04-03 13:00,26746,ОЭС УРАЛА
2003-04-03 14:00,26270,ОЭС УРАЛА
2003-04-03 15:00,26347,ОЭС УРАЛА
2003-04-03 16:00,26446,ОЭС УРАЛА
2003-04-03 17:00,26572,ОЭС УРАЛА
2003-04-03 18:00,26838,ОЭС УРАЛА
2003-04-03 19:00,27132,ОЭС УРАЛА
2003-04-03 20:00,27251,ОЭС УРАЛА
2003-04-03 21:00,27358,ОЭС УРАЛА
2003-04-03 22:00,25772,ОЭС УРАЛА
2003-04-03 23:00,24416,ОЭС УРАЛА
