KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26269.407,MWH,19269.63,18234.33,18244.13,19235.63,19235.33,19234.93,19225.43,19213.78,19231.63,19282.33,19294.43,19278.86,19271.56,19248.06,19212.66,19195.16,19229.33,19339.53,19474.63,18491.33,18839.03,18887.03,18883.33,19778.03,2018-01-17
BARAJLI,19949.996,MWH,15380.01,15360.81,15361.01,15322.21,15315.21,15318.21,15323.21,15270.81,15147.41,15169.51,15187.51,15180.51,15179.51,15184.61,15265.61,15099.61,15227.81,15376.61,15338.61,15393.61,15384.61,15377.61,15378.61,15382.61,2018-01-17
LİNYİT,9472.652,MWH,5271.45,5281.45,5151.45,5151.45,5151.45,5366.45,5406.45,5504.45,5623.45,5541.45,5562.45,5562.45,5616.45,5616.45,5790.45,5690.45,5750.45,5750.45,5780.45,5780.45,5848.45,5848.45,5875.45,5895.45,2018-01-17
İTHAL KÖMÜR,8953.75,MWH,7946.0,7946.0,7946.0,7921.0,7921.0,7921.0,7746.0,7946.0,7946.0,7946.0,7946.0,7946.0,7946.0,7946.0,7946.0,7946.0,7946.0,7946.0,7946.0,7946.0,7946.0,7861.0,7848.0,7848.0,2018-01-17
AKARSU,7530.815,MWH,3830.313,3754.113,3749.403,3753.533,3740.623,3719.913,3717.283,3797.833,3873.653,3919.043,3984.023,4031.493,3990.473,3994.473,3954.893,3958.783,3932.453,3937.633,3922.983,3947.483,3957.083,3958.133,3946.843,3929.803,2018-01-17
RÜZGAR,6577.602,MWH,4274.283,4252.847,4244.087,4238.816,4234.465,4249.988,4283.596,4309.014,4345.657,4394.938,4463.741,4532.176,4624.053,4730.829,4817.638,4912.983,4964.686,5003.734,5062.774,5118.722,5165.333,5204.712,5228.997,5238.066,2018-01-17
JEOTERMAL,1103.428,MWH,732.2,735.0,736.8,737.2,737.9,736.63,735.0,733.6,731.0,728.7,725.0,721.7,718.5,715.1,713.9,710.9,711.6,716.9,719.7,722.4,724.9,726.4,727.8,728.6,2018-01-17
TAŞ KÖMÜR,844.766,MWH,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,2018-01-17
BİYOKÜTLE,450.631,MWH,144.72,145.72,145.72,145.72,144.72,144.02,143.32,143.32,144.485,146.655,148.255,148.09,146.69,146.69,146.69,145.69,145.69,145.69,145.69,145.02,145.72,145.72,145.72,144.72,2018-01-17
FUEL OİL,433.27,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-17
ASFALTİT KÖMÜR,405.0,MWH,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,2018-01-17
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2018-01-17
GÜNEŞ,17.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2018-01-17
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-17
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-17
