KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26360.799,MWH,15438.57,15381.87,15452.37,15373.37,15486.57,15488.27,15503.05,15494.19,15542.49,15473.49,15424.99,15383.89,15185.99,15010.09,14837.29,14723.39,14610.29,14850.69,15050.09,15112.19,15209.49,15219.19,15238.87,15257.77,2018-03-11
BARAJLI,19949.996,MWH,14822.18,14846.18,15086.98,15073.98,15005.98,15003.58,14892.98,14837.18,14895.48,14517.88,14680.88,14220.88,13912.25,13907.25,13911.25,13922.25,14332.65,14384.65,14384.65,14775.55,14817.65,14820.65,14817.65,14816.65,2018-03-11
LİNYİT,9472.652,MWH,5289.45,5289.45,5289.45,5174.45,5174.45,5174.45,5174.45,5184.45,5186.45,5186.45,5156.45,5186.45,5186.45,5186.45,5376.45,5448.45,5455.45,5455.45,5455.45,5408.45,5408.45,5455.45,5455.45,5455.45,2018-03-11
İTHAL KÖMÜR,8977.75,MWH,6758.0,6759.0,6758.0,6757.0,6218.0,6217.0,6221.0,6220.0,6219.0,6226.0,6230.0,6225.0,6218.0,6218.0,6218.0,6220.0,6220.0,6226.0,6223.0,6241.0,6246.0,6245.0,6241.0,6240.0,2018-03-11
AKARSU,7569.668,MWH,4364.31,4262.84,4233.02,4224.4,4215.8,4215.56,4215.15,4226.98,4273.96,4293.93,4357.21,4361.19,4138.27,4131.97,4081.92,4114.36,4286.74,4334.08,4347.91,4301.98,4328.16,4328.58,4329.06,4328.93,2018-03-11
RÜZGAR,6607.807,MWH,670.1,676.22,709.25,713.34,712.93,683.6,648.24,648.17,617.7,621.29,630.65,686.93,784.88,874.01,988.59,1072.71,1123.41,1140.61,1152.55,1126.91,1150.69,1170.27,1168.64,1163.76,2018-03-11
JEOTERMAL,1103.428,MWH,670.6,672.5,674.3,676.1,678.2,678.85,678.55,676.6,674.3,670.4,663.4,656.5,649.9,644.0,637.4,634.3,634.4,637.7,644.5,653.0,658.5,663.95,667.4,668.85,2018-03-11
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-11
BİYOKÜTLE,456.424,MWH,213.48,213.98,216.34,216.64,216.64,207.14,205.64,207.04,208.04,211.38,210.18,213.28,212.78,213.28,210.91,210.91,210.91,209.41,207.54,208.34,208.34,208.34,208.04,206.28,2018-03-11
FUEL OİL,433.27,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-11
ASFALTİT KÖMÜR,405.0,MWH,205.0,205.0,205.0,205.0,205.0,205.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,2018-03-11
ATIK ISI,140.425,MWH,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,14.3,18.1,17.9,16.9,16.9,2018-03-11
GÜNEŞ,22.9,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.4,6.0,6.7,7.5,7.5,6.4,10.9,10.2,7.5,4.0,3.0,0.2,0.0,0.0,0.0,0.0,2018-03-11
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-11
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-11
