KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25804.046,MWH,17746.09,17793.09,17810.79,17843.39,17862.29,17869.09,17802.99,17817.09,17504.09,17584.75,17482.99,17364.95,17300.38,17198.18,17175.45,17171.02,17167.92,17215.42,17350.44,17470.45,17565.66,17693.36,17609.87,17821.67,2018-09-04
BARAJLI,20581.196,MWH,15607.85,15608.75,15627.75,15627.75,15628.95,15628.75,15651.75,15630.55,15492.05,15235.85,15235.85,15233.35,14822.35,14768.35,14674.75,14595.75,14652.25,14694.75,14905.75,15513.75,15570.75,15567.85,15523.85,15523.85,2018-09-04
LİNYİT,9812.652,MWH,5341.45,5340.45,5344.45,5288.45,5273.45,5253.45,5224.45,5183.45,5277.45,5252.45,5252.45,5255.45,5323.45,5326.45,5278.45,5271.45,5270.45,5272.45,5276.45,5282.45,5248.45,5292.45,5188.45,5188.45,2018-09-04
İTHAL KÖMÜR,8977.75,MWH,7949.5,7949.5,7953.5,7951.5,7950.5,7949.5,7951.5,7950.5,7950.5,7945.5,7944.5,7944.5,7945.5,7946.5,7945.5,7943.5,7944.5,7945.5,7943.5,7944.5,7945.5,7945.5,7945.5,7944.5,2018-09-04
AKARSU,7619.89,MWH,1797.36,1802.7,1765.94,1759.01,1768.38,1792.65,1790.48,1842.79,1937.91,2028.11,2019.62,2042.55,1955.55,1986.01,2033.12,2026.98,2018.86,2009.38,1957.0,1913.56,1979.38,1939.44,1910.65,1857.38,2018-09-04
RÜZGAR,6748.522,MWH,1833.87,1548.86,1358.24,1208.43,1140.78,1089.26,1022.48,941.6,851.86,763.75,746.89,763.38,801.08,876.45,963.24,1073.95,1183.71,1340.67,1452.29,1496.34,1511.71,1511.01,1393.56,1203.23,2018-09-04
JEOTERMAL,1195.138,MWH,645.6,652.2,658.5,666.5,670.8,676.2,676.5,672.5,646.2,632.1,611.0,590.0,572.9,557.5,548.6,545.1,549.4,559.7,574.3,591.4,605.2,620.8,636.5,646.8,2018-09-04
TAŞ KÖMÜR,844.766,MWH,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,2018-09-04
BİYOKÜTLE,497.306,MWH,247.2,247.3,246.9,246.03,246.03,245.78,245.08,245.09,246.01,250.03,251.08,252.93,251.93,254.53,254.43,252.56,252.56,250.96,249.46,249.86,250.46,251.16,252.16,240.76,2018-09-04
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-04
ASFALTİT KÖMÜR,405.0,MWH,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,2018-09-04
ATIK ISI,140.425,MWH,8.8,8.8,8.8,8.8,8.8,8.8,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.8,8.8,8.8,8.8,8.8,8.8,2018-09-04
GÜNEŞ,31.9,MWH,0.0,0.0,0.0,0.0,0.0,0.2,1.4,5.5,12.8,20.0,24.0,25.6,25.8,25.2,24.4,22.5,18.7,12.3,4.8,0.6,0.0,0.0,0.0,0.0,2018-09-04
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-04
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-04
