KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25815.306,MWH,14439.53,14905.03,14922.54,14908.14,14911.34,14920.34,14905.14,14855.74,14695.83,14406.73,14525.03,14456.33,14404.63,14199.71,14235.51,14263.21,14281.91,14325.61,14396.41,14476.02,14628.43,14677.13,14675.23,14833.83,2018-08-21
BARAJLI,20581.196,MWH,16362.11,16365.01,16360.01,16360.01,16361.01,16390.01,16388.01,16340.51,16333.61,16339.61,16374.61,16390.61,16329.61,16444.51,16449.51,16449.51,16443.51,16408.51,16409.61,16408.51,16410.01,16407.11,16490.11,16467.0,2018-08-21
LİNYİT,9812.652,MWH,5238.45,5240.45,5242.45,5242.45,5125.45,5125.45,5125.45,5125.45,5125.45,5121.45,5117.45,5113.45,5103.45,5097.45,5090.45,5083.45,5081.45,5081.45,5086.45,5095.45,5091.45,5086.45,5109.45,5121.45,2018-08-21
İTHAL KÖMÜR,8977.75,MWH,6902.5,6902.5,6902.5,6902.5,6902.5,6902.5,6902.5,6902.5,6687.5,6687.5,6687.5,6687.5,6687.5,6687.5,6687.5,6902.5,6902.5,6902.5,7449.5,7449.5,7449.5,7449.5,7449.5,7449.5,2018-08-21
AKARSU,7619.89,MWH,1895.33,1856.13,1807.13,1806.3,1839.48,1897.36,1881.28,1876.68,2043.25,2098.84,2087.9,2095.29,2061.28,2097.34,2079.4,2060.2,2040.22,2091.99,2060.73,2063.05,2043.58,1976.66,1940.46,1955.61,2018-08-21
RÜZGAR,6748.522,MWH,3302.95,3106.67,2958.1,2871.93,2842.72,2782.93,2728.17,2615.47,2490.5,2440.13,2420.32,2420.59,2371.1,2421.85,2536.28,2722.61,3005.89,3252.43,3397.17,3394.03,3402.56,3350.08,3193.18,3052.39,2018-08-21
JEOTERMAL,1195.138,MWH,687.6,690.2,697.4,702.7,706.6,713.1,713.7,705.7,687.8,669.0,651.5,632.8,613.6,599.3,590.9,586.7,590.9,612.6,621.9,639.2,652.0,665.0,672.7,681.7,2018-08-21
TAŞ KÖMÜR,844.766,MWH,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,2018-08-21
BİYOKÜTLE,497.306,MWH,243.75,243.75,243.35,243.75,245.12,244.62,244.22,243.62,244.94,248.96,248.06,247.66,248.96,246.76,248.36,246.59,245.99,246.99,246.39,246.69,247.79,247.89,247.59,247.09,2018-08-21
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-21
ASFALTİT KÖMÜR,405.0,MWH,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,2018-08-21
ATIK ISI,140.425,MWH,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,2018-08-21
GÜNEŞ,31.9,MWH,0.0,0.0,0.0,0.0,0.0,0.2,1.7,7.6,15.9,22.6,25.2,26.1,26.1,25.4,24.3,21.6,17.9,10.9,3.6,0.4,0.1,0.0,0.0,0.0,2018-08-21
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-21
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-21
