KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26269.407,MWH,20036.33,20096.33,20099.83,20102.53,20100.63,20100.93,20022.93,20366.83,20498.73,20368.63,20416.03,20431.83,20503.53,20406.03,20406.03,20403.93,20413.53,20344.93,20387.33,20285.73,20536.13,20538.63,20533.03,20548.43,2018-01-23
BARAJLI,19949.996,MWH,15420.94,15481.94,15485.94,15441.14,15435.94,15392.04,15435.14,15440.34,15343.84,15492.94,15491.94,15488.94,15487.94,15518.94,15555.34,15569.49,15599.24,15602.34,15596.34,15601.34,15602.34,15598.34,15602.34,15643.34,2018-01-23
LİNYİT,9472.652,MWH,5365.45,5340.45,5340.45,5257.45,5232.45,5232.45,5228.45,5263.45,5299.45,5236.45,5315.45,5315.45,5315.45,5445.45,5327.45,5304.45,5340.45,5340.45,5340.45,5340.45,5199.45,5199.45,5199.45,5199.45,2018-01-23
İTHAL KÖMÜR,8953.75,MWH,7448.0,7421.0,7421.0,7421.0,7421.0,7421.0,7446.0,8041.0,8056.0,8066.0,8072.0,8072.0,8065.0,8063.0,8063.0,8064.0,8063.0,8051.0,8055.0,8054.0,8052.0,8050.0,8040.0,8039.0,2018-01-23
AKARSU,7530.815,MWH,4260.455,4226.845,4155.335,4177.665,4166.155,4152.845,4222.415,4256.165,4264.095,4307.785,4363.895,4391.475,4346.885,4348.355,4333.045,4360.795,4354.035,4335.195,4341.045,4330.535,4313.135,4336.885,4348.995,4312.545,2018-01-23
RÜZGAR,6586.602,MWH,4987.968,5036.489,5074.336,5108.641,5100.329,5087.558,5055.497,5008.486,4957.95,4901.794,4861.505,4806.185,4714.282,4643.862,4603.965,4605.562,4638.868,4697.656,4751.261,4805.383,4836.098,4862.787,4861.958,4860.012,2018-01-23
JEOTERMAL,1103.428,MWH,724.8,725.9,727.2,728.6,730.3,732.83,733.0,730.8,730.0,727.1,704.9,701.4,711.7,707.1,704.2,704.6,704.9,711.0,713.6,715.7,718.1,719.7,721.4,723.2,2018-01-23
TAŞ KÖMÜR,844.766,MWH,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2018-01-23
BİYOKÜTLE,450.631,MWH,142.66,142.66,153.825,153.825,155.02,155.02,155.02,155.02,155.02,156.29,156.29,156.29,156.29,155.055,155.055,145.39,156.39,156.39,156.39,155.02,155.02,155.02,155.02,155.02,2018-01-23
FUEL OİL,433.27,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-23
ASFALTİT KÖMÜR,405.0,MWH,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,2018-01-23
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2018-01-23
GÜNEŞ,17.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2018-01-23
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-23
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-23
