KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25929.168,MWH,18487.28,18518.18,18561.22,18592.22,18608.52,18607.42,18558.4,18468.93,18147.96,18192.91,18094.11,18006.81,17985.12,17949.52,17922.82,17917.42,17929.37,17981.97,18052.77,18138.82,18210.92,18268.52,18194.52,18376.12,2018-07-07
BARAJLI,20581.196,MWH,16725.51,16723.01,16554.61,16554.61,16502.61,16484.61,16534.61,16828.01,16809.81,16519.81,16535.81,16553.81,16560.31,16691.61,16641.61,16617.11,16616.11,16610.11,16586.11,16595.61,16594.11,16600.11,16765.51,16763.51,2018-07-07
LİNYİT,9472.652,MWH,5311.45,5311.45,5363.45,5611.45,5611.45,5611.45,5611.45,5701.45,5694.45,5693.45,5557.45,5545.95,5672.95,5670.95,5670.95,5670.95,5670.95,5670.95,5670.95,5672.95,5681.45,5685.45,5692.45,5692.45,2018-07-07
İTHAL KÖMÜR,8977.75,MWH,7102.0,7101.0,7100.0,7100.0,6523.0,6520.0,6520.0,6521.0,6777.0,6782.0,6785.0,6785.0,6788.0,6787.0,6787.0,6786.0,6779.0,6778.0,6778.0,6778.0,6775.0,6775.0,6775.0,6773.0,2018-07-07
AKARSU,7604.383,MWH,2712.21,2713.23,2660.81,2666.6,2646.81,2644.2,2687.45,2693.03,2781.88,2794.77,2860.92,2840.73,2798.05,2803.27,2780.01,2835.13,2829.27,2858.14,2880.44,2849.6,2845.23,2832.39,2854.75,2792.27,2018-07-07
RÜZGAR,6713.982,MWH,2088.47,1914.25,1786.92,1742.93,1728.13,1707.2,1676.45,1574.39,1502.38,1478.67,1540.39,1634.69,1702.99,1800.25,1935.57,2112.58,2298.98,2451.52,2553.51,2569.34,2611.86,2685.99,2589.29,2351.64,2018-07-07
JEOTERMAL,1168.938,MWH,615.5,626.9,638.4,647.6,655.9,659.4,664.1,656.9,638.7,617.2,601.0,583.4,566.5,555.1,545.7,539.0,538.7,543.6,551.9,558.5,573.2,586.9,599.8,612.3,2018-07-07
TAŞ KÖMÜR,844.766,MWH,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,2018-07-07
BİYOKÜTLE,497.306,MWH,244.0,242.73,242.66,242.73,242.73,232.13,242.46,242.36,239.98,244.92,244.62,245.85,245.93,244.63,243.23,241.49,241.49,242.46,243.51,246.31,246.21,245.01,244.94,245.41,2018-07-07
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-07
ASFALTİT KÖMÜR,405.0,MWH,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,2018-07-07
ATIK ISI,140.425,MWH,11.5,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,2018-07-07
GÜNEŞ,22.9,MWH,0.0,0.0,0.0,0.0,0.0,0.4,2.3,8.1,13.2,16.6,17.4,18.0,17.9,17.8,16.8,15.4,13.3,9.7,5.1,1.1,0.0,0.0,0.0,0.0,2018-07-07
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-07
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-07
