KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25804.046,MWH,15704.42,16039.13,15911.63,15769.33,15772.63,15778.43,15765.43,15683.43,15025.92,14930.72,14819.11,14726.11,14675.6,14628.9,14604.1,14596.4,14628.6,14714.11,15348.21,15417.01,15571.22,15699.62,15764.52,15952.52,2018-09-23
BARAJLI,20581.196,MWH,13672.73,13674.03,13672.43,13674.43,13674.43,13672.43,13672.43,13695.63,13163.23,13155.13,13158.33,13141.28,13084.28,13169.08,13353.98,13358.98,13407.68,13419.13,13782.58,13826.58,13838.18,13791.28,13766.08,13756.08,2018-09-23
LİNYİT,9812.652,MWH,5385.45,5425.45,5240.45,5264.45,5264.45,5264.45,5264.45,5264.45,5224.45,5219.45,5153.45,5153.45,5153.45,5151.45,5151.45,5151.45,5151.45,5151.45,5151.45,5151.45,5125.45,5126.45,5126.45,5126.45,2018-09-23
İTHAL KÖMÜR,8977.75,MWH,6775.0,6774.0,6835.0,6837.0,6866.0,6866.0,6856.0,6828.0,6830.0,6829.0,6832.0,6830.0,6829.0,7039.0,7140.0,7023.0,6835.0,6835.0,6834.0,6832.0,6932.0,6833.0,6832.0,6830.0,2018-09-23
AKARSU,7642.494,MWH,1830.06,1798.76,1728.54,1711.23,1661.89,1677.76,1645.12,1715.83,1789.07,1847.63,1827.72,1850.09,1849.7,1883.98,1870.81,1829.25,1861.74,1822.97,1788.43,1809.17,1812.12,1809.48,1845.11,1867.75,2018-09-23
RÜZGAR,6762.732,MWH,1103.84,1043.19,985.8,990.2,1011.4,971.53,939.55,899.47,818.84,790.34,802.58,880.6,994.35,1133.68,1353.16,1583.43,1771.08,1894.09,2015.57,2158.47,2254.5,2242.94,2053.36,1836.25,2018-09-23
JEOTERMAL,1208.908,MWH,666.1,674.55,677.75,681.15,688.6,688.65,691.45,690.3,676.5,659.55,637.55,617.6,601.45,581.75,570.85,565.9,564.2,571.8,586.3,601.1,621.0,631.15,645.35,658.05,2018-09-23
TAŞ KÖMÜR,844.766,MWH,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,2018-09-23
BİYOKÜTLE,494.103,MWH,236.59,236.59,236.22,235.49,234.12,234.12,233.75,233.45,234.84,239.16,238.76,238.19,239.76,235.93,236.51,234.77,233.17,237.69,237.39,238.49,238.49,238.32,238.69,237.69,2018-09-23
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-23
ASFALTİT KÖMÜR,405.0,MWH,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,2018-09-23
ATIK ISI,140.425,MWH,10.3,10.3,10.3,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,2018-09-23
GÜNEŞ,51.64,MWH,0.0,0.0,0.0,0.0,0.0,0.1,1.66,8.8,21.5,32.16,38.26,40.6,41.0,40.0,38.1,33.8,27.36,14.6,3.36,0.46,0.0,0.0,0.0,0.0,2018-09-23
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-23
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-23
