KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26187.87,MWH,16439.98,16104.65,15926.03,16030.3,16147.8,16139.3,16118.83,15617.6,15978.3,16391.26,16586.09,16522.3,16429.49,16208.89,16267.14,16284.84,16312.89,16333.18,16405.78,16472.45,16414.8,16698.9,16737.3,16783.5,2018-05-24
BARAJLI,20597.996,MWH,15998.43,16004.43,16004.43,15998.43,15999.13,15999.13,16072.13,16087.13,15947.33,15775.33,15594.93,15594.93,15673.63,15667.63,15698.43,15701.03,16112.13,16140.13,16114.23,16142.93,16131.93,16131.93,16075.93,16062.43,2018-05-24
LİNYİT,9472.652,MWH,5715.45,5715.45,5715.45,5715.45,5715.45,5715.45,5715.45,5745.45,5745.45,5745.45,5745.45,5744.45,5713.45,5713.45,5713.45,5712.45,5712.45,5690.45,5742.45,5743.45,5713.45,5715.45,5715.45,5715.45,2018-05-24
İTHAL KÖMÜR,8977.75,MWH,5548.0,5549.0,5549.0,5549.0,5548.0,5557.0,5557.0,5561.0,5533.0,5548.0,5564.0,5567.0,5564.0,5561.0,5561.0,5559.0,5556.0,5553.0,5556.0,5549.0,5547.0,5546.0,5547.0,5547.0,2018-05-24
AKARSU,7597.183,MWH,3831.09,3823.42,3801.45,3795.82,3784.71,3795.91,3789.08,3753.97,3824.43,3893.29,3947.57,3935.86,3884.54,3943.06,3953.92,3928.91,4008.27,3978.6,3958.31,3937.81,4002.25,3991.64,3944.8,3987.74,2018-05-24
RÜZGAR,6709.982,MWH,1065.26,934.97,859.04,807.34,768.14,773.85,721.91,645.85,585.33,617.4,684.07,797.1,976.34,1225.27,1497.24,1752.34,1952.71,2130.63,2232.87,2317.23,2329.76,2271.44,2132.77,2043.82,2018-05-24
JEOTERMAL,1168.938,MWH,664.6,670.7,675.7,678.8,683.2,685.1,686.6,680.1,661.4,644.1,621.1,605.7,592.3,581.8,578.3,577.7,577.8,583.6,591.3,605.0,618.0,632.2,647.3,660.0,2018-05-24
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-24
BİYOKÜTLE,490.491,MWH,242.01,241.47,242.32,242.47,243.01,243.31,243.16,243.16,238.81,243.95,246.0,245.2,240.44,233.6,242.34,240.65,240.25,240.4,240.4,241.05,242.2,242.5,243.15,243.3,2018-05-24
FUEL OİL,433.27,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-24
ASFALTİT KÖMÜR,405.0,MWH,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,2018-05-24
ATIK ISI,140.425,MWH,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,12.0,12.0,12.0,12.0,12.0,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,2018-05-24
GÜNEŞ,22.9,MWH,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.3,12.0,16.2,16.5,17.4,17.1,16.9,15.1,13.8,11.6,5.9,3.1,0.4,0.0,0.0,0.0,0.0,2018-05-24
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-24
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-24
