KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26187.87,MWH,15085.71,16197.21,16220.61,16229.81,16243.11,16236.51,16232.91,16157.91,16727.81,16824.78,16746.11,16663.09,16620.51,16586.32,16563.46,16579.54,16567.81,16609.1,16574.86,16694.75,16807.78,16863.91,16902.71,16918.31,2018-05-21
BARAJLI,20597.996,MWH,16530.73,16530.73,16542.73,16542.73,16502.73,16500.73,16544.73,16626.73,16481.03,16481.53,16491.68,16672.58,16682.03,16682.03,16656.43,16652.43,16728.43,16726.43,16745.43,16753.63,16738.63,16737.03,16651.43,16641.73,2018-05-21
LİNYİT,9472.652,MWH,5704.45,5704.45,5704.45,5704.45,5704.45,5704.45,5704.45,5704.45,5704.45,5704.45,5672.45,5468.45,5478.45,5515.45,5320.45,5270.45,5270.45,5270.45,5170.45,5172.45,5287.45,5233.45,5249.45,5299.45,2018-05-21
İTHAL KÖMÜR,8977.75,MWH,5654.0,5652.0,5629.0,5629.0,5627.0,5627.0,5627.0,5629.0,5628.0,5615.0,5614.0,5633.0,5632.0,5488.0,5488.0,5551.0,5551.0,5550.0,5552.0,5551.0,5549.0,5549.0,5549.0,5551.0,2018-05-21
AKARSU,7597.183,MWH,3877.99,3847.4,3812.39,3801.39,3793.09,3817.35,3804.66,3854.37,3877.21,3949.05,3997.39,3990.34,3991.32,3948.14,3961.12,3998.45,4042.57,3998.21,4009.69,4031.02,4020.64,4013.11,4005.65,3949.77,2018-05-21
RÜZGAR,6696.782,MWH,1650.62,1550.51,1475.9,1454.41,1460.56,1497.53,1507.19,1427.17,1372.64,1355.74,1424.21,1454.97,1541.25,1667.27,1783.99,1944.92,2112.68,2294.41,2472.51,2531.04,2595.85,2555.83,2412.92,2207.08,2018-05-21
JEOTERMAL,1168.938,MWH,708.6,713.6,720.1,724.15,727.6,729.45,729.0,721.7,704.65,682.1,661.5,647.5,631.3,616.6,604.2,596.3,596.4,603.8,615.0,628.2,643.3,656.75,677.8,692.8,2018-05-21
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-21
BİYOKÜTLE,487.661,MWH,206.48,207.18,207.03,207.18,207.18,207.18,207.08,207.03,206.78,211.82,210.27,210.12,209.23,209.87,208.47,205.63,205.53,205.63,205.63,205.63,205.63,205.83,206.93,206.93,2018-05-21
FUEL OİL,433.27,MWH,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2018-05-21
ASFALTİT KÖMÜR,405.0,MWH,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,2018-05-21
ATIK ISI,140.425,MWH,18.0,18.0,18.0,18.0,18.0,18.8,19.8,20.8,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,21.5,21.2,20.9,13.7,13.7,2018-05-21
GÜNEŞ,22.9,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.9,4.9,10.6,14.5,15.7,16.3,16.0,13.3,11.2,9.1,6.1,3.3,2.0,0.3,0.0,0.0,0.0,0.0,2018-05-21
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-21
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-21
