KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25812.855,MWH,15696.36,15697.24,15693.74,15694.94,15631.34,15640.54,15626.74,15675.84,15401.51,15386.31,15356.11,15310.91,15261.71,15264.81,15261.41,15257.03,15251.43,15291.13,15339.83,15621.53,15831.14,15791.54,15969.96,15998.56,2018-09-27
BARAJLI,20581.196,MWH,13441.9,13440.2,13461.6,13417.6,13416.8,13416.8,13416.8,13404.2,13186.2,13183.3,13179.1,13197.6,13191.1,13191.1,13206.7,13251.9,13206.4,13206.4,13448.2,13484.2,13465.5,13461.4,13455.2,13453.2,2018-09-27
LİNYİT,9812.652,MWH,5358.45,5391.45,5411.45,5431.45,5437.45,5437.45,5437.45,5437.45,5437.45,5437.45,5435.45,5435.45,5074.45,5074.45,4887.45,4887.45,4968.45,5053.45,5053.45,5028.45,5028.45,5030.45,5055.45,5055.45,2018-09-27
İTHAL KÖMÜR,8977.75,MWH,6926.15,6926.15,6929.15,6928.15,6929.15,6929.15,6931.15,7420.15,7420.15,7421.15,7424.15,7423.15,7423.15,7422.15,7412.15,7412.15,7362.15,7362.15,7381.15,7381.15,7380.15,7412.15,7410.15,7412.15,2018-09-27
AKARSU,7649.039,MWH,2004.78,1963.39,1956.79,1867.62,1837.23,1844.74,1774.26,1916.95,2005.91,2108.21,2112.01,2148.34,2163.76,2057.76,2049.61,2047.84,2053.05,2050.74,1940.14,1984.55,1978.5,1956.44,1946.04,1889.34,2018-09-27
RÜZGAR,6818.757,MWH,5460.28,5397.55,5351.68,5292.22,5246.33,5196.04,5118.61,5029.17,4903.56,4805.5,4723.96,4630.76,4556.27,4466.45,4426.4,4417.81,4441.15,4482.98,4533.14,4532.95,4458.75,4366.13,4182.21,3975.31,2018-09-27
JEOTERMAL,1208.908,MWH,738.7,740.8,752.65,760.15,765.4,764.9,767.35,760.6,747.0,729.3,712.5,692.7,673.3,657.7,645.0,639.8,639.5,646.8,666.8,683.6,702.0,715.9,726.8,716.1,2018-09-27
TAŞ KÖMÜR,844.766,MWH,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,2018-09-27
BİYOKÜTLE,494.703,MWH,220.05,218.25,218.9,220.35,218.98,218.98,218.63,218.63,223.4,226.92,226.52,226.07,226.22,224.72,225.02,223.4,222.5,221.75,221.85,222.45,222.15,221.9,222.35,222.45,2018-09-27
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-27
ASFALTİT KÖMÜR,405.0,MWH,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,2018-09-27
ATIK ISI,140.425,MWH,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2018-09-27
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.1,1.0,4.36,14.6,26.2,34.2,38.8,41.1,41.2,39.2,35.0,26.9,13.6,3.1,0.1,0.0,0.0,0.0,0.0,2018-09-27
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-27
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-27
