KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25808.731,MWH,15819.92,15834.62,15832.82,15816.62,15829.52,15811.52,15811.72,15682.82,15260.59,15245.34,15591.44,15477.02,15408.72,15386.19,15374.14,15386.34,14282.04,14398.07,14463.27,14490.37,14804.69,14818.79,14832.39,14826.42,2018-11-12
BARAJLI,20581.196,MWH,14283.28,14283.28,14281.68,14239.28,14238.08,14239.68,14238.08,14244.38,13924.88,13911.88,13686.88,13692.38,13858.38,13695.38,13739.38,13949.38,13951.68,13949.88,13886.88,13886.88,13944.88,13944.88,13940.38,13938.08,2018-11-12
LİNYİT,9812.652,MWH,4697.45,4697.45,4644.45,4286.45,4396.45,4434.45,4462.45,4542.45,4490.45,4468.45,4598.45,5073.45,5070.45,4740.45,4740.45,4455.45,4595.45,4725.45,4725.45,4725.45,4710.45,4710.45,4655.45,4620.0,2018-11-12
İTHAL KÖMÜR,8977.75,MWH,7390.5,7366.5,7365.5,7366.5,7349.5,7349.5,7498.5,7568.5,7570.5,7570.5,7570.5,7552.5,7550.5,7548.5,7551.5,7550.5,7549.5,7548.5,7550.5,7548.5,7549.5,7547.5,7550.5,7548.5,2018-11-12
AKARSU,7744.181,MWH,1595.82,1580.04,1580.43,1573.44,1601.47,1617.36,1623.23,1632.63,1726.57,1765.04,1910.39,1891.74,1790.14,1817.35,1845.53,1831.42,1864.35,1869.01,1856.77,1854.87,1860.14,1752.28,1797.34,1814.05,2018-11-12
RÜZGAR,6914.557,MWH,1315.39,1267.03,1224.45,1253.33,1308.19,1353.42,1409.95,1431.92,1434.54,1378.81,1354.22,1357.41,1431.65,1550.77,1751.18,2040.75,2323.79,2572.01,2847.2,3110.04,3228.41,3267.94,3243.65,3201.65,2018-11-12
JEOTERMAL,1351.018,MWH,835.4,838.15,839.7,839.55,840.05,839.65,839.1,837.95,825.35,814.0,796.0,784.85,770.75,759.75,729.65,726.4,727.05,759.55,773.1,784.35,793.75,800.7,810.55,817.05,2018-11-12
TAŞ KÖMÜR,844.766,MWH,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,2018-11-12
BİYOKÜTLE,564.585,MWH,257.52,257.62,257.37,258.72,258.72,258.72,258.37,259.37,259.69,268.56,263.56,263.56,266.96,266.26,266.46,265.09,264.84,267.19,268.39,268.39,267.64,267.69,265.69,264.69,2018-11-12
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-12
ASFALTİT KÖMÜR,405.0,MWH,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,2018-11-12
ATIK ISI,140.425,MWH,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,2018-11-12
GÜNEŞ,81.61,MWH,0.0,0.0,0.0,0.0,0.0,0.0,3.1,12.3,25.0,37.2,50.1,60.3,66.1,63.9,52.0,40.0,19.3,4.1,0.4,0.0,0.0,0.0,0.0,0.0,2018-11-12
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-12
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-12
