KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26187.87,MWH,16378.04,16295.27,16298.54,16305.24,16428.24,16422.74,16409.74,16338.24,16645.34,16802.14,16836.04,16797.46,16723.44,16697.96,16651.77,16652.03,16889.64,16903.24,16564.54,16602.24,16684.44,16903.04,17196.14,17226.14,2018-05-19
BARAJLI,20597.996,MWH,16545.96,16545.96,16506.96,16506.96,16437.96,16435.96,16465.96,16479.46,16497.66,16498.56,16501.16,16541.16,16526.16,16518.16,16525.16,16566.16,16563.16,16563.16,16610.16,16625.36,16605.56,16556.96,16518.86,16509.66,2018-05-19
LİNYİT,9472.652,MWH,4817.95,4818.95,4818.95,4933.95,4933.95,4933.95,4933.95,4933.95,4927.95,4923.95,4973.95,5038.95,5068.95,5068.95,5068.95,5068.95,5068.95,5011.95,5011.95,5011.95,5006.95,5010.95,5034.95,5040.95,2018-05-19
İTHAL KÖMÜR,8977.75,MWH,6076.0,5827.0,5684.0,5654.0,5652.0,5666.0,5652.0,5654.0,5653.0,5515.5,5656.0,5655.0,5654.0,5656.0,5656.0,5654.0,5654.0,5653.0,5655.0,5654.0,5652.0,5652.0,5652.0,5643.0,2018-05-19
AKARSU,7597.183,MWH,3773.82,3742.84,3749.2,3699.0,3705.57,3732.69,3722.69,3698.58,3742.99,3888.7,3927.32,3908.66,3856.39,3852.61,3888.9,3917.94,3943.27,3891.98,3910.12,3947.2,3964.11,4004.28,3945.14,3939.3,2018-05-19
RÜZGAR,6696.782,MWH,458.57,458.09,465.07,458.19,454.05,468.38,499.94,460.38,390.36,342.68,356.25,425.19,546.82,695.4,865.81,978.18,1003.74,993.61,973.93,936.77,927.36,909.16,857.13,765.7,2018-05-19
JEOTERMAL,1168.938,MWH,628.7,633.9,639.6,643.3,645.4,648.3,627.6,605.2,586.9,568.8,550.2,529.0,509.1,491.7,485.9,495.6,511.7,513.1,522.2,540.6,561.2,577.3,597.7,613.2,2018-05-19
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-19
BİYOKÜTLE,460.061,MWH,253.42,253.42,253.29,253.41,253.41,252.01,251.91,251.86,251.61,248.45,247.5,246.44,246.84,241.2,243.15,240.41,243.21,243.21,238.51,238.51,239.01,239.11,253.71,253.71,2018-05-19
FUEL OİL,433.27,MWH,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2018-05-19
ASFALTİT KÖMÜR,405.0,MWH,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,2018-05-19
ATIK ISI,140.425,MWH,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.7,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,2018-05-19
GÜNEŞ,22.9,MWH,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.0,9.1,14.4,14.8,15.8,15.9,14.7,13.0,11.3,9.5,7.6,3.4,0.4,0.0,0.0,0.0,0.0,2018-05-19
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-19
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-05-19
