KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26269.407,MWH,19288.23,19354.53,19349.23,19386.73,19455.03,19774.23,19477.83,20167.33,20349.13,19900.93,20195.73,20170.73,20254.13,20241.63,20250.83,20249.93,20023.73,20056.63,20072.23,20189.83,20174.33,19257.03,20184.13,20131.33,2018-01-02
BARAJLI,19949.996,MWH,15030.25,15041.65,15085.05,14968.05,14964.25,14960.45,14951.85,14961.85,14909.55,14922.55,14998.65,14998.65,15147.65,15134.65,15173.65,15239.65,15237.55,15237.55,15197.75,15197.65,15195.35,15195.35,15195.85,15181.85,2018-01-02
LİNYİT,9472.652,MWH,5089.45,5089.45,4969.45,4969.45,5011.45,5011.45,5011.45,5084.0,5105.0,5109.0,5032.45,5032.45,5032.45,5123.45,5123.45,5123.45,4982.45,5102.45,5123.45,5123.45,5123.45,5123.45,5123.45,5123.45,2018-01-02
İTHAL KÖMÜR,8953.75,MWH,6485.0,6518.0,6489.0,6488.0,6487.0,6486.0,6324.0,6625.0,6704.0,6711.0,6711.0,6710.0,6708.0,6704.0,6704.0,6705.0,6706.0,6739.0,6744.0,6745.0,6746.0,6744.0,6729.0,6669.0,2018-01-02
AKARSU,7499.365,MWH,3869.165,3846.175,3802.865,3780.095,3784.595,3767.685,3785.855,3847.505,3908.325,3954.045,4018.025,4032.005,4018.185,4021.385,4021.405,4028.295,4012.365,4003.255,3969.705,3952.505,3958.605,3982.955,3992.265,3959.425,2018-01-02
RÜZGAR,6552.902,MWH,4119.467,4127.313,4150.826,4161.91,4167.671,4188.607,4203.115,4228.052,4235.173,4248.088,4241.379,4231.841,4262.388,4302.602,4325.886,4328.765,4293.027,4262.691,4246.053,4274.404,4312.316,4352.586,4370.507,4378.568,2018-01-02
JEOTERMAL,1103.428,MWH,704.7,705.6,706.7,708.3,709.0,708.9,706.8,706.2,704.4,699.9,697.6,692.3,689.2,687.4,683.1,682.6,683.3,686.1,688.8,694.8,697.2,699.4,702.7,704.0,2018-01-02
TAŞ KÖMÜR,844.766,MWH,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,2018-01-02
BİYOKÜTLE,450.631,MWH,140.53,140.53,140.53,140.53,140.53,140.33,140.33,140.33,141.33,142.3,144.2,144.4,144.4,143.0,140.9,140.9,141.2,141.2,141.2,141.33,141.33,141.33,141.73,140.73,2018-01-02
FUEL OİL,433.27,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-02
ASFALTİT KÖMÜR,405.0,MWH,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,2018-01-02
ATIK ISI,140.425,MWH,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,2018-01-02
GÜNEŞ,17.9,MWH,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,2018-01-02
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-02
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-02
