KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25808.608,MWH,16949.29,16749.13,16764.17,16775.99,16789.02,16787.07,16774.92,16732.73,16087.13,16073.47,16002.95,15641.76,15190.63,15151.38,15545.34,15531.3,15535.68,15586.9,15786.92,15904.87,16002.03,16221.35,16110.99,16320.92,2018-08-08
BARAJLI,20581.196,MWH,16668.98,14610.88,14610.88,14605.88,14560.88,14515.88,14539.88,16628.38,16618.18,16673.78,16672.08,16280.08,16279.28,16315.18,16320.18,16367.18,16340.83,16397.68,16427.68,16412.68,16410.98,16395.08,16387.58,16354.47,2018-08-08
LİNYİT,9812.652,MWH,4898.45,4918.45,4788.45,4713.45,4921.45,5033.45,5081.45,5081.45,5075.45,5006.45,4995.45,4994.45,5233.45,5179.45,5198.45,5218.45,5132.45,5152.45,5156.45,5225.45,5227.45,5230.45,5238.45,5241.45,2018-08-08
İTHAL KÖMÜR,8977.75,MWH,8012.7,8011.7,8022.7,8022.7,8016.7,8012.7,8012.7,8011.7,8006.7,7977.7,7999.7,8001.7,7997.7,8013.7,7984.7,8011.7,8001.7,8005.7,8007.7,8006.7,8029.7,7974.7,7974.7,7974.7,2018-08-08
AKARSU,7604.383,MWH,2222.89,2230.55,2221.39,2198.27,2192.25,2146.38,2152.25,2171.34,2255.15,2431.82,2443.58,2502.14,2397.61,2390.46,2413.54,2444.37,2391.65,2321.93,2325.09,2398.9,2394.13,2411.57,2409.9,2390.1,2018-08-08
RÜZGAR,6730.522,MWH,3686.96,3559.62,3528.05,3577.93,3627.63,3632.66,3623.04,3552.09,3506.98,3574.12,3727.77,3855.21,3999.86,4137.5,4338.57,4624.27,4854.55,5062.6,5149.2,5109.95,5033.23,4946.62,4766.57,4551.64,2018-08-08
JEOTERMAL,1195.138,MWH,639.8,644.1,648.2,650.4,652.8,654.8,651.8,644.9,633.5,616.7,601.7,586.2,568.6,556.6,558.5,554.2,554.1,562.4,573.1,587.3,599.6,617.2,632.4,641.5,2018-08-08
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-08
BİYOKÜTLE,497.306,MWH,187.33,187.43,187.11,187.53,192.23,192.23,191.91,192.71,194.75,197.27,196.57,196.05,198.27,198.77,197.57,197.25,198.68,199.1,198.0,198.4,198.6,198.38,199.1,198.1,2018-08-08
FUEL OİL,423.67,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-08
ASFALTİT KÖMÜR,405.0,MWH,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,2018-08-08
ATIK ISI,140.425,MWH,8.7,8.7,8.7,8.7,8.7,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.5,8.7,2018-08-08
GÜNEŞ,31.9,MWH,0.0,0.0,0.0,0.0,0.0,0.4,2.2,7.9,15.1,21.6,24.5,25.7,25.6,24.1,22.9,20.5,16.9,11.3,4.3,0.9,0.0,0.0,0.0,0.0,2018-08-08
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-08
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-08
