unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2016-01-01,2016,1,01-01,Friday,0.0,0.335,2.443,0.0,0.6085,2.598,0.0,1.09,2.778,4.2965,7.0745,0.0,0.047353169835324053,0.3453247579334229,0.0,0.08601314580535728,0.3672344335288713,0.0,0.15407449289702455,0.39267792776874694,0.6073220722312531,0.363
Gwh,2016-01-02,2016,1,01-02,Saturday,0.0,0.2375,2.612,0.0,0.7055,2.407,0.0,1.08,2.8495,4.1925,7.042,0.0,0.033726214143709174,0.3709173530247089,0.0,0.10018460664583925,0.341806305026981,0.0,0.15336552115876173,0.40464356716841804,0.5953564328315819,0.36
Gwh,2016-01-03,2016,1,01-03,Sunday,0.0,0.36,2.601,0.0,0.61,0.473,0.0,1.054,2.961,2.137,5.098,0.0,0.07061592781482934,0.510200078462142,0.0,0.1196547665751275,0.09278148293448411,0.0,0.20674774421341705,0.5808160062769714,0.41918399372302867,0.36
Gwh,2016-01-04,2016,1,01-04,Monday,0.0,0.49,2.661,0.0,0.668,0.525,0.0,1.078,3.151,2.271,5.422,0.0,0.09037255625230542,0.49077831058649946,0.0,0.1232017705643674,0.09682773884175581,0.0,0.19881962375507195,0.5811508668388049,0.41884913316119515,0.36
Gwh,2016-01-05,2016,1,01-05,Tuesday,0.0,0.543318,2.429,0.0,0.597,0.20869200000000002,0.0,1.04423,2.972318,1.849922,4.82224,0.0,0.11266921596602408,0.5037078204319984,0.0,0.12380138690732938,0.04327698331066061,0.0,0.21654459338398752,0.6163770363980225,0.3836229636019775,0.36
Gwh,2016-01-06,2016,1,01-06,Wednesday,0.0,0.562727,2.646,0.0,0.516,0.646308,0.0,1.01577,3.2087269999999997,2.178078,5.386805000000001,0.0,0.1044639633326248,0.49120025692409497,0.0,0.09578961926410924,0.11997983962664323,0.0,0.18856632085252759,0.5956642202567197,0.4043357797432801,0.36
Gwh,2016-01-07,2016,1,01-07,Thursday,0.0,0.571455,2.471,0.0,0.509,1.364,0.0,1.004,3.042455,2.877,5.919455,0.0,0.09653844821862824,0.41743707824453435,0.0,0.08598764582212383,0.23042661866675226,0.0,0.16961020904796134,0.5139755264631626,0.48602447353683736,0.36
Gwh,2016-01-08,2016,1,01-08,Friday,0.0,0.443,2.618,0.0,0.519,1.737,0.0,0.989,3.061,3.245,6.306,0.0,0.07025055502695846,0.4151601649222962,0.0,0.08230256898192198,0.2754519505233112,0.0,0.1568347605455122,0.48541071994925467,0.5145892800507453,0.36
Gwh,2016-01-09,2016,1,01-09,Saturday,0.0,0.542,2.688,0.0,0.525,0.203,0.0,1.0055,3.23,1.7335,4.9635,0.0,0.10919713911554348,0.5415533393774555,0.0,0.10577213659715927,0.04089855948423492,0.0,0.20257882542560696,0.6507504784929989,0.3492495215070011,0.36
Gwh,2016-01-10,2016,1,01-10,Sunday,0.0,0.408,2.63,0.0,0.514,1.361,0.0,1.036,3.038,2.911,5.949,0.0,0.06858295511850732,0.4420911077492015,0.0,0.08640107581106068,0.228777945873256,0.0,0.17414691544797445,0.5106740628677089,0.48932593713229117,0.36
