"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Bulgaria (BG)","01.01.2017 00:00 - 01.01.2017 01:00 (UTC)","37","2996","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","62","n/e","2046","n/e","n/e","0","N/A","n/e","380"
"Bulgaria (BG)","01.01.2017 01:00 - 01.01.2017 02:00 (UTC)","36","2949","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","61","n/e","2046","n/e","n/e","0","N/A","n/e","427"
"Bulgaria (BG)","01.01.2017 02:00 - 01.01.2017 03:00 (UTC)","36","3036","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","62","n/e","2048","n/e","n/e","0","N/A","n/e","450"
"Bulgaria (BG)","01.01.2017 03:00 - 01.01.2017 04:00 (UTC)","37","2987","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","61","n/e","2047","n/e","n/e","0","N/A","n/e","446"
"Bulgaria (BG)","01.01.2017 04:00 - 01.01.2017 05:00 (UTC)","37","2991","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","74","n/e","2047","n/e","n/e","0","N/A","n/e","415"
"Bulgaria (BG)","01.01.2017 05:00 - 01.01.2017 06:00 (UTC)","37","3008","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","98","n/e","2047","n/e","n/e","0","N/A","n/e","439"
"Bulgaria (BG)","01.01.2017 06:00 - 01.01.2017 07:00 (UTC)","37","2900","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","104","n/e","2049","n/e","n/e","33","N/A","n/e","446"
"Bulgaria (BG)","01.01.2017 07:00 - 01.01.2017 08:00 (UTC)","36","2915","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","95","n/e","2050","n/e","n/e","123","N/A","n/e","389"
"Bulgaria (BG)","01.01.2017 08:00 - 01.01.2017 09:00 (UTC)","36","3059","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","92","n/e","2050","n/e","n/e","230","N/A","n/e","268"
"Bulgaria (BG)","01.01.2017 09:00 - 01.01.2017 10:00 (UTC)","36","3043","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","89","n/e","2049","n/e","n/e","324","N/A","n/e","231"
"Bulgaria (BG)","01.01.2017 10:00 - 01.01.2017 11:00 (UTC)","36","3140","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","84","n/e","2048","n/e","n/e","355","N/A","n/e","210"
"Bulgaria (BG)","01.01.2017 11:00 - 01.01.2017 12:00 (UTC)","37","3127","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","68","n/e","2049","n/e","n/e","340","N/A","n/e","198"
"Bulgaria (BG)","01.01.2017 12:00 - 01.01.2017 13:00 (UTC)","36","3007","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","55","n/e","2048","n/e","n/e","286","N/A","n/e","211"
"Bulgaria (BG)","01.01.2017 13:00 - 01.01.2017 14:00 (UTC)","35","3063","n/e","N/A","N/A","n/e","n/e","n/e","n/e","0","","N/A","61","n/e","2048","n/e","n/e","139","N/A","n/e","198"
"Bulgaria (BG)","01.01.2017 14:00 - 01.01.2017 15:00 (UTC)","37","3116","n/e","N/A","N/A","n/e","n/e","n/e","n/e","43","","N/A","128","n/e","2048","n/e","n/e","22","N/A","n/e","192"
"Bulgaria (BG)","01.01.2017 15:00 - 01.01.2017 16:00 (UTC)","37","3203","n/e","N/A","N/A","n/e","n/e","n/e","n/e","534","","N/A","238","n/e","2046","n/e","n/e","0","N/A","n/e","173"
"Bulgaria (BG)","01.01.2017 16:00 - 01.01.2017 17:00 (UTC)","38","3217","n/e","N/A","N/A","n/e","n/e","n/e","n/e","712","","N/A","233","n/e","2045","n/e","n/e","0","N/A","n/e","200"
"Bulgaria (BG)","01.01.2017 17:00 - 01.01.2017 18:00 (UTC)","37","3170","n/e","N/A","N/A","n/e","n/e","n/e","n/e","639","","N/A","259","n/e","2046","n/e","n/e","0","N/A","n/e","219"
"Bulgaria (BG)","01.01.2017 18:00 - 01.01.2017 19:00 (UTC)","35","3168","n/e","N/A","N/A","n/e","n/e","n/e","n/e","456","","N/A","281","n/e","2045","n/e","n/e","0","N/A","n/e","211"
"Bulgaria (BG)","01.01.2017 19:00 - 01.01.2017 20:00 (UTC)","37","3131","n/e","N/A","N/A","n/e","n/e","n/e","n/e","272","","N/A","268","n/e","2045","n/e","n/e","0","N/A","n/e","220"
