date,nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,unit,year,month,month_date,weekday
2020-01-01,1132.01773828125,864.8060839843757,3703.928231250003,458.64900756835937,1.343660001695157,6160.7447210856835,2456.8164898356804,0.18374689904076388,0.14037362740002873,0.6012143659471861,0.07444700735587913,0.00021810025614214527,0.3987856340528139,Gwh,2020,1,01-01,Wednesday
2020-01-02,1133.4694296875,875.9017539062509,3817.294741406253,458.66289282226563,1.2490212185978902,6286.577839040867,2469.2830976346145,0.18029991176573607,0.1393288648184281,0.6072134695764224,0.0729590732137094,0.00019868062570405575,0.39278653042357764,Gwh,2020,1,01-02,Thursday
2020-01-03,1168.3579140625,889.3556020507822,3770.554327734376,459.55899487304686,2.016860000908376,6289.843698721614,2519.289370987238,0.1857530918137066,0.14139550116826277,0.5994670946276021,0.07306365895331396,0.0003206534371145494,0.400532905372398,Gwh,2020,1,01-03,Friday
2020-01-04,1189.6499921875,871.8651220703135,3751.6077158203148,457.3712595214844,2.1489283628314704,6272.643017962445,2521.0353021421297,0.18965689403666022,0.13899485744264836,0.5980904229807353,0.07291523815586962,0.00034258738408638324,0.4019095770192646,Gwh,2020,1,01-04,Saturday
2020-01-05,1197.25898828125,868.7687021484385,3742.453191796877,458.1344899902344,2.1952485000491166,6268.810620716849,2526.3574289199723,0.190986625808189,0.13858589048413353,0.5969957330388967,0.07308156486275318,0.00035018580602744166,0.4030042669611032,Gwh,2020,1,01-05,Sunday
2020-01-06,1179.12620703125,858.6902265625004,3762.811255078127,459.57743725585937,2.043679998770357,6262.248805926507,2499.4375508483804,0.18829117838871892,0.13712170390768372,0.6008722060862631,0.07338856239964811,0.00032634921768618427,0.399127793913737,Gwh,2020,1,01-06,Monday
2020-01-07,1196.66544921875,849.0253681640636,3798.524401171878,461.4192663574219,1.3368800052478922,6306.971364917361,2508.446963745483,0.1897369402809124,0.1346169689126515,0.602273925374267,0.07316019681396918,0.00021196861819990347,0.39772607462573295,Gwh,2020,1,01-07,Tuesday
2020-01-08,1230.98094140625,850.0092021484387,3799.8904798828157,460.76785131835936,1.7379320661425592,6343.386406822006,2543.49592693919,0.19405737920716754,0.13399927856110022,0.5990318476888333,0.07263751910538285,0.0002739754375160714,0.4009681523111666,Gwh,2020,1,01-08,Wednesday
2020-01-09,1244.6593125,910.9968144531258,3881.1439318359394,468.7664528808594,1.1436220043003558,6506.710133674225,2625.5662018382855,0.1912885754751092,0.14000882100747614,0.5964832998706714,0.07204354324235974,0.00017576040438343186,0.4035167001293285,Gwh,2020,1,01-09,Thursday
2020-01-10,1244.00440234375,913.5477792968752,3946.6208390625006,465.1780095214844,1.3599243284389377,6570.710954553049,2624.090115490548,0.1893256925997849,0.13903332312371003,0.6006383276269008,0.07079568904170837,0.00020696760789585546,0.3993616723730991,Gwh,2020,1,01-10,Friday
