nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,year,month,unit
18885.328970703125,14105.76753393556,59641.94267402346,7091.536800170899,28.162855768250306,99752.73883460129,40110.79616057783,0.18932140802686773,0.14140732072854809,0.597897795798018,0.07109114880473892,0.00028232664182731634,0.40210220420198206,2020,1,Gwh
16453.8799921875,14272.840042724616,55967.90474091799,6687.212102050782,74.14448617616482,93455.98136405705,37488.07662313906,0.17606021307605277,0.15272259554072712,0.5988691566235387,0.07155467209745302,0.000793362662228494,0.4011308433764613,2020,2,Gwh
17608.795044921873,15860.216977294927,52105.81211943362,6999.601329711915,150.8701076957602,92725.29557905809,40619.48345962448,0.18990281923564772,0.17104520269522808,0.5619374065516773,0.07548750625166804,0.0016270652657788243,0.43806259344832266,2020,3,Gwh
16473.329763671874,15551.637103515626,41025.54156152344,6415.882953491211,181.3714420193881,79647.76282422154,38622.2212626981,0.20682727523719222,0.19525516539412763,0.515087180189413,0.08055320985789306,0.0022771693213739777,0.4849128198105868,2020,4,Gwh
17130.3886015625,17800.202264648437,32288.260153808613,5915.041329040528,190.3085479619801,73324.20089702206,41035.94074321345,0.23362530231486262,0.24276026259934816,0.44034929475951434,0.08066970054467729,0.0025954397815975264,0.5596507052404857,2020,5,Gwh
16384.946662109374,17135.713354003907,31177.456775878924,5462.544372009277,197.53147873118894,70358.19264273267,39180.73586685375,0.2328790158853204,0.2435496522916136,0.4431247535620041,0.07763906613899506,0.002807512122066883,0.5568752464379959,2020,6,Gwh
15895.272859375,15621.918322998054,37162.77888183596,5470.62593988037,201.48876141366736,74352.08476550305,37189.3058836671,0.21378382206103103,0.21010733420949235,0.49982161225260335,0.0735773039469441,0.002709927529929216,0.5001783877473968,2020,7,Gwh
16558.747224609375,15275.95623413087,37635.296778320335,5513.045695678711,186.56833139083534,75169.61426413013,37534.31748580979,0.22028511635599776,0.20321983002938382,0.5006716762717162,0.07334141261264206,0.0024819647302602044,0.49932832372828384,2020,8,Gwh
18120.182857421874,15704.46560888673,36587.88941406252,5774.116781433107,172.29436034042016,76358.94902214465,39771.059608082134,0.23730267492506857,0.20566634048790172,0.47915653479530956,0.07561807562016826,0.0022563741715519625,0.5208434652046905,2020,9,Gwh
21179.85751953125,15765.455314941419,40618.65581054689,6544.827558593751,143.42878022946883,84252.22498384278,43633.56917329589,0.2513863286529579,0.18712212428769437,0.4821078116137159,0.07768136164770563,0.0017023737979261018,0.517892188386284,2020,10,Gwh
19444.653771484376,14966.844348876963,47460.304984375,6880.099658081057,75.76740106547997,88827.67016388287,41367.36517950787,0.21890311583777786,0.1684930418783228,0.5342964067031475,0.07745446486874638,0.0008529707120055348,0.4657035932968525,2020,11,Gwh
20208.060529296876,15142.793154418956,56452.82625097656,7720.25278552246,56.081400203172116,99580.01412041803,43127.18786944146,0.2029328947961395,0.15206658974869594,0.5669092011044553,0.07752813507524386,0.000563179275465408,0.4330907988955447,2020,12,Gwh
