"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Estonia (EE)","01.01.2015 00:00 - 01.01.2015 01:00 (UTC)","61","n/e","32","5","n/e","n/e","708","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","14","n/e","47"
"Estonia (EE)","01.01.2015 01:00 - 01.01.2015 02:00 (UTC)","62","n/e","32","5","n/e","n/e","701","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","14","n/e","46"
"Estonia (EE)","01.01.2015 02:00 - 01.01.2015 03:00 (UTC)","61","n/e","32","5","n/e","n/e","702","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","14","n/e","51"
"Estonia (EE)","01.01.2015 03:00 - 01.01.2015 04:00 (UTC)","63","n/e","33","5","n/e","n/e","702","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","14","n/e","56"
"Estonia (EE)","01.01.2015 04:00 - 01.01.2015 05:00 (UTC)","63","n/e","32","5","n/e","n/e","704","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","13","n/e","53"
"Estonia (EE)","01.01.2015 05:00 - 01.01.2015 06:00 (UTC)","63","n/e","32","5","n/e","n/e","728","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","11","n/e","68"
"Estonia (EE)","01.01.2015 06:00 - 01.01.2015 07:00 (UTC)","63","n/e","31","5","n/e","n/e","740","4","n/e","n/e","n/e","4","n/e","n/e","n/e","0","6","0","10","n/e","80"
"Estonia (EE)","01.01.2015 07:00 - 01.01.2015 08:00 (UTC)","63","n/e","31","5","n/e","n/e","716","4","n/e","n/e","n/e","4","n/e","n/e","n/e","0","5","0","9","n/e","82"
"Estonia (EE)","01.01.2015 08:00 - 01.01.2015 09:00 (UTC)","63","n/e","32","5","n/e","n/e","695","4","n/e","n/e","n/e","4","n/e","n/e","n/e","0","5","0","9","n/e","90"
"Estonia (EE)","01.01.2015 09:00 - 01.01.2015 10:00 (UTC)","63","n/e","32","5","n/e","n/e","696","4","n/e","n/e","n/e","4","n/e","n/e","n/e","0","6","0","9","n/e","110"
"Estonia (EE)","01.01.2015 10:00 - 01.01.2015 11:00 (UTC)","63","n/e","32","5","n/e","n/e","693","4","n/e","n/e","n/e","4","n/e","n/e","n/e","0","7","0","8","n/e","118"
"Estonia (EE)","01.01.2015 11:00 - 01.01.2015 12:00 (UTC)","63","n/e","32","5","n/e","n/e","697","4","n/e","n/e","n/e","4","n/e","n/e","n/e","0","7","0","8","n/e","127"
"Estonia (EE)","01.01.2015 12:00 - 01.01.2015 13:00 (UTC)","61","n/e","33","5","n/e","n/e","696","4","n/e","n/e","n/e","4","n/e","n/e","n/e","0","7","0","8","n/e","128"
"Estonia (EE)","01.01.2015 13:00 - 01.01.2015 14:00 (UTC)","61","n/e","32","5","n/e","n/e","695","4","n/e","n/e","n/e","4","n/e","n/e","n/e","0","7","0","9","n/e","124"
"Estonia (EE)","01.01.2015 14:00 - 01.01.2015 15:00 (UTC)","64","n/e","32","5","n/e","n/e","732","5","n/e","n/e","n/e","4","n/e","n/e","n/e","0","7","0","8","n/e","142"
"Estonia (EE)","01.01.2015 15:00 - 01.01.2015 16:00 (UTC)","65","n/e","33","5","n/e","n/e","729","5","n/e","n/e","n/e","4","n/e","n/e","n/e","0","7","0","9","n/e","158"
"Estonia (EE)","01.01.2015 16:00 - 01.01.2015 17:00 (UTC)","65","n/e","33","5","n/e","n/e","742","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","11","n/e","173"
"Estonia (EE)","01.01.2015 17:00 - 01.01.2015 18:00 (UTC)","66","n/e","33","5","n/e","n/e","732","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","11","n/e","174"
"Estonia (EE)","01.01.2015 18:00 - 01.01.2015 19:00 (UTC)","67","n/e","33","5","n/e","n/e","728","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","12","n/e","172"
"Estonia (EE)","01.01.2015 19:00 - 01.01.2015 20:00 (UTC)","67","n/e","33","5","n/e","n/e","686","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","11","n/e","164"
"Estonia (EE)","01.01.2015 20:00 - 01.01.2015 21:00 (UTC)","67","n/e","33","5","n/e","n/e","715","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","10","n/e","157"
"Estonia (EE)","01.01.2015 21:00 - 01.01.2015 22:00 (UTC)","67","n/e","27","5","n/e","n/e","697","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","10","n/e","148"
"Estonia (EE)","01.01.2015 22:00 - 01.01.2015 23:00 (UTC)","67","n/e","27","5","n/e","n/e","697","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","11","n/e","141"
"Estonia (EE)","01.01.2015 23:00 - 02.01.2015 00:00 (UTC)","65","n/e","29","5","n/e","n/e","671","5","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","0","11","n/e","140"
"Estonia (EE)","02.01.2015 00:00 - 02.01.2015 01:00 (UTC)","61","n/e","27","5","n/e","n/e","672","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","0","11","n/e","129"
"Estonia (EE)","02.01.2015 01:00 - 02.01.2015 02:00 (UTC)","62","n/e","25","5","n/e","n/e","672","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","5","0","11","n/e","123"
"Estonia (EE)","02.01.2015 02:00 - 02.01.2015 03:00 (UTC)","61","n/e","30","5","n/e","n/e","665","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","6","0","10","n/e","142"
"Estonia (EE)","02.01.2015 03:00 - 02.01.2015 04:00 (UTC)","63","n/e","33","5","n/e","n/e","669","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","9","n/e","163"
"Estonia (EE)","02.01.2015 04:00 - 02.01.2015 05:00 (UTC)","63","n/e","32","5","n/e","n/e","730","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","8","n/e","162"
"Estonia (EE)","02.01.2015 05:00 - 02.01.2015 06:00 (UTC)","63","n/e","32","5","n/e","n/e","724","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","9","n/e","172"
"Estonia (EE)","02.01.2015 06:00 - 02.01.2015 07:00 (UTC)","N/A","n/e","N/A","N/A","n/e","n/e","N/A","N/A","n/e","n/e","n/e","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A"
"Estonia (EE)","02.01.2015 07:00 - 02.01.2015 08:00 (UTC)","N/A","n/e","N/A","N/A","n/e","n/e","N/A","N/A","n/e","n/e","n/e","N/A","n/e","n/e","n/e","N/A","N/A","N/A","N/A","n/e","N/A"
"Estonia (EE)","02.01.2015 08:00 - 02.01.2015 09:00 (UTC)","N/A","n/e","N/A","N/A","n/e","n/e","N/A","N/A","n/e","n/e","n/e","N/A","n/e","n/e","n/e","N/A","N/A","0","N/A","n/e","219"
"Estonia (EE)","02.01.2015 09:00 - 02.01.2015 10:00 (UTC)","63","n/e","33","7","n/e","n/e","844","4","n/e","n/e","n/e","3","n/e","n/e","n/e","0","7","0","9","n/e","221"
