date,mw,region
2019-05-21 0:00,11463,ОЭС СЕВ.ЗАПАДА
2019-05-21 1:00,11058,ОЭС СЕВ.ЗАПАДА
2019-05-21 2:00,10857,ОЭС СЕВ.ЗАПАДА
2019-05-21 3:00,10685,ОЭС СЕВ.ЗАПАДА
2019-05-21 4:00,10661,ОЭС СЕВ.ЗАПАДА
2019-05-21 5:00,10702,ОЭС СЕВ.ЗАПАДА
2019-05-21 6:00,11318,ОЭС СЕВ.ЗАПАДА
2019-05-21 7:00,11489,ОЭС СЕВ.ЗАПАДА
2019-05-21 8:00,11893,ОЭС СЕВ.ЗАПАДА
2019-05-21 9:00,12025,ОЭС СЕВ.ЗАПАДА
2019-05-21 10:00,11959,ОЭС СЕВ.ЗАПАДА
2019-05-21 11:00,11865,ОЭС СЕВ.ЗАПАДА
2019-05-21 12:00,11796,ОЭС СЕВ.ЗАПАДА
2019-05-21 13:00,12036,ОЭС СЕВ.ЗАПАДА
2019-05-21 14:00,12117,ОЭС СЕВ.ЗАПАДА
2019-05-21 15:00,12098,ОЭС СЕВ.ЗАПАДА
2019-05-21 16:00,12245,ОЭС СЕВ.ЗАПАДА
2019-05-21 17:00,12555,ОЭС СЕВ.ЗАПАДА
2019-05-21 18:00,12622,ОЭС СЕВ.ЗАПАДА
2019-05-21 19:00,12641,ОЭС СЕВ.ЗАПАДА
2019-05-21 20:00,11912,ОЭС СЕВ.ЗАПАДА
2019-05-21 21:00,11905,ОЭС СЕВ.ЗАПАДА
2019-05-21 22:00,11844,ОЭС СЕВ.ЗАПАДА
2019-05-21 23:00,11769,ОЭС СЕВ.ЗАПАДА
