datetime,coal,wind,hydro,solar,other,nuclear,gas,oil,year,month,month_date,weekday,hour,date,unit
2018-07-01 18:00:00,45037.0,3533.0,3206.0,1.0,5226.0,58363.0,66791.0,183.0,2018,7,07-01,Sunday,18,2018-07-01,Mwh
2018-07-01 19:00:00,88501.0,7410.0,3159.0,0.0,6096.0,69968.0,80138.0,3181.0,2018,7,07-01,Sunday,19,2018-07-01,Mwh
2018-07-01 20:00:00,88749.0,7148.0,3373.0,0.0,5943.0,75643.0,88371.0,2928.0,2018,7,07-01,Sunday,20,2018-07-01,Mwh
2018-07-01 21:00:00,83739.0,6117.0,3097.0,0.0,5756.0,75697.0,84212.0,2912.0,2018,7,07-01,Sunday,21,2018-07-01,Mwh
2018-07-01 22:00:00,85588.0,7193.0,4228.0,0.0,5775.0,75730.0,83993.0,2975.0,2018,7,07-01,Sunday,22,2018-07-01,Mwh
2018-07-01 23:00:00,88359.0,10626.0,19947.0,60.0,6511.0,79517.0,88739.0,2976.0,2018,7,07-01,Sunday,23,2018-07-01,Mwh
2018-07-02 00:00:00,87653.0,14975.0,21800.0,315.0,6937.0,81673.0,98273.0,3081.0,2018,7,07-02,Monday,0,2018-07-02,Mwh
2018-07-02 01:00:00,89922.0,15007.0,22228.0,970.0,7252.0,81862.0,103924.0,3056.0,2018,7,07-02,Monday,1,2018-07-02,Mwh
2018-07-02 02:00:00,98160.0,14407.0,23737.0,2031.0,7762.0,81842.0,113830.0,3007.0,2018,7,07-02,Monday,2,2018-07-02,Mwh
2018-07-02 03:00:00,108994.0,15625.0,24764.0,2900.0,8861.0,81739.0,126516.0,3287.0,2018,7,07-02,Monday,3,2018-07-02,Mwh
2018-07-02 04:00:00,116836.0,16603.0,25531.0,3713.0,10007.0,81642.0,140479.0,4116.0,2018,7,07-02,Monday,4,2018-07-02,Mwh
2018-07-02 05:00:00,122657.0,17471.0,28023.0,5427.0,10304.0,81337.0,150782.0,4546.0,2018,7,07-02,Monday,5,2018-07-02,Mwh
2018-07-02 06:00:00,126803.0,17486.0,30352.0,9995.0,10599.0,81360.0,158877.0,4930.0,2018,7,07-02,Monday,6,2018-07-02,Mwh
2018-07-02 07:00:00,129116.0,17184.0,32243.0,14262.0,10944.0,81230.0,166424.0,5228.0,2018,7,07-02,Monday,7,2018-07-02,Mwh
2018-07-02 08:00:00,131324.0,16972.0,36127.0,16159.0,10875.0,81061.0,173188.0,5544.0,2018,7,07-02,Monday,8,2018-07-02,Mwh
2018-07-02 09:00:00,132859.0,17224.0,39484.0,16792.0,10917.0,80995.0,177347.0,5668.0,2018,7,07-02,Monday,9,2018-07-02,Mwh
2018-07-02 10:00:00,134420.0,16603.0,42045.0,16746.0,10865.0,80945.0,180596.0,5932.0,2018,7,07-02,Monday,10,2018-07-02,Mwh
2018-07-02 11:00:00,135801.0,15871.0,42345.0,16170.0,10873.0,81041.0,182493.0,5986.0,2018,7,07-02,Monday,11,2018-07-02,Mwh
2018-07-02 12:00:00,136844.0,14752.0,40297.0,14969.0,10773.0,81156.0,181878.0,6012.0,2018,7,07-02,Monday,12,2018-07-02,Mwh
2018-07-02 13:00:00,137168.0,14050.0,35700.0,13755.0,10632.0,81249.0,179194.0,5979.0,2018,7,07-02,Monday,13,2018-07-02,Mwh
2018-07-02 14:00:00,137230.0,13807.0,31702.0,12828.0,10746.0,81307.0,175457.0,5627.0,2018,7,07-02,Monday,14,2018-07-02,Mwh
2018-07-02 15:00:00,135683.0,13534.0,30003.0,11999.0,10073.0,81199.0,170136.0,4979.0,2018,7,07-02,Monday,15,2018-07-02,Mwh
2018-07-02 16:00:00,132181.0,14816.0,29710.0,10756.0,9373.0,81157.0,160596.0,4578.0,2018,7,07-02,Monday,16,2018-07-02,Mwh
2018-07-02 17:00:00,124106.0,16734.0,30549.0,7861.0,8688.0,81270.0,145693.0,3577.0,2018,7,07-02,Monday,17,2018-07-02,Mwh
2018-07-02 18:00:00,114441.0,17797.0,29835.0,3115.0,8457.0,81447.0,133728.0,3351.0,2018,7,07-02,Monday,18,2018-07-02,Mwh
2018-07-02 19:00:00,106534.0,18004.0,27703.0,720.0,8068.0,81534.0,127463.0,3761.0,2018,7,07-02,Monday,19,2018-07-02,Mwh
2018-07-02 20:00:00,112410.0,27135.0,25947.0,699.0,7891.0,86688.0,141349.0,3741.0,2018,7,07-02,Monday,20,2018-07-02,Mwh
2018-07-02 21:00:00,108196.0,24949.0,24255.0,266.0,7792.0,86684.0,134331.0,3689.0,2018,7,07-02,Monday,21,2018-07-02,Mwh
2018-07-02 22:00:00,106201.0,23409.0,22876.0,252.0,7565.0,86758.0,132129.0,3611.0,2018,7,07-02,Monday,22,2018-07-02,Mwh
