datetime,coal,wind,hydro,solar,other,nuclear,gas,oil,year,month,month_date,weekday,hour,date,unit
2019-01-07 18:00:00,86428.0,60074.0,38555.0,35.0,7595.0,102242.0,102504.0,2155.0,2019,1,01-07,Monday,18,2019-01-07,Mwh
2019-01-07 19:00:00,82646.0,61090.0,35657.0,51.0,7337.0,102255.0,98871.0,2125.0,2019,1,01-07,Monday,19,2019-01-07,Mwh
2019-01-07 20:00:00,80363.0,60077.0,32471.0,57.0,7236.0,102239.0,95402.0,2118.0,2019,1,01-07,Monday,20,2019-01-07,Mwh
2019-01-07 21:00:00,79051.0,58356.0,30183.0,60.0,7207.0,102109.0,93121.0,2021.0,2019,1,01-07,Monday,21,2019-01-07,Mwh
2019-01-07 22:00:00,77422.0,58520.0,28628.0,71.0,7403.0,102218.0,92786.0,1941.0,2019,1,01-07,Monday,22,2019-01-07,Mwh
2019-01-07 23:00:00,77990.0,57892.0,27859.0,79.0,7495.0,102435.0,97172.0,1935.0,2019,1,01-07,Monday,23,2019-01-07,Mwh
2019-01-08 00:00:00,82120.0,57539.0,29522.0,72.0,7865.0,102530.0,104142.0,2049.0,2019,1,01-08,Tuesday,0,2019-01-08,Mwh
2019-01-08 01:00:00,89126.0,57371.0,32525.0,78.0,8132.0,102660.0,115117.0,2179.0,2019,1,01-08,Tuesday,1,2019-01-08,Mwh
2019-01-08 02:00:00,96156.0,56380.0,33868.0,323.0,8183.0,102602.0,125314.0,2342.0,2019,1,01-08,Tuesday,2,2019-01-08,Mwh
2019-01-08 03:00:00,101028.0,56894.0,34144.0,1363.0,7333.0,102603.0,131564.0,3235.0,2019,1,01-08,Tuesday,3,2019-01-08,Mwh
