datetime,coal,wind,hydro,solar,other,oil,nuclear,gas,year,month,month_date,weekday,hour,date,unit
2020-01-01 00:00:00,67211,39810.0,21410.0,45.0,5949.0,95589.0,144957.0,3631.0,2020,1,01-01,Wednesday,0,2020-01-01,Mwh
2020-01-01 01:00:00,71834,39317.0,23957.0,38.0,6048.0,95611.0,150725.0,3781.0,2020,1,01-01,Wednesday,1,2020-01-01,Mwh
2020-01-01 02:00:00,76600,39021.0,25743.0,181.0,6148.0,95632.0,158067.0,3961.0,2020,1,01-01,Wednesday,2,2020-01-01,Mwh
2020-01-01 03:00:00,79777,38802.0,28926.0,1343.0,6213.0,95651.0,163877.0,4102.0,2020,1,01-01,Wednesday,3,2020-01-01,Mwh
2020-01-01 04:00:00,84598,37956.0,28938.0,3490.0,6132.0,95705.0,168322.0,4095.0,2020,1,01-01,Wednesday,4,2020-01-01,Mwh
2020-01-01 05:00:00,84328,36546.0,29900.0,5681.0,6017.0,95544.0,170894.0,4122.0,2020,1,01-01,Wednesday,5,2020-01-01,Mwh
2020-01-01 06:00:00,85079,32521.0,30811.0,7465.0,5919.0,95683.0,170166.0,4078.0,2020,1,01-01,Wednesday,6,2020-01-01,Mwh
2020-01-01 07:00:00,84439,29056.0,30582.0,8455.0,5916.0,95674.0,169025.0,4087.0,2020,1,01-01,Wednesday,7,2020-01-01,Mwh
2020-01-01 08:00:00,79927,29425.0,29606.0,12371.0,5862.0,95664.0,165311.0,4092.0,2020,1,01-01,Wednesday,8,2020-01-01,Mwh
2020-01-01 09:00:00,75891,31353.0,28374.0,16114.0,5836.0,95647.0,159011.0,4036.0,2020,1,01-01,Wednesday,9,2020-01-01,Mwh
2020-01-01 10:00:00,74533,31661.0,27953.0,17145.0,5977.0,95645.0,157197.0,3943.0,2020,1,01-01,Wednesday,10,2020-01-01,Mwh
2020-01-01 11:00:00,75252,31024.0,31224.0,14876.0,6098.0,95690.0,159335.0,3931.0,2020,1,01-01,Wednesday,11,2020-01-01,Mwh
2020-01-01 12:00:00,77013,30323.0,33202.0,13417.0,6186.0,95656.0,162423.0,4132.0,2020,1,01-01,Wednesday,12,2020-01-01,Mwh
2020-01-01 13:00:00,78689,29345.0,34085.0,12658.0,6196.0,95664.0,165478.0,4141.0,2020,1,01-01,Wednesday,13,2020-01-01,Mwh
2020-01-01 14:00:00,79631,30600.0,35470.0,10569.0,6205.0,95639.0,165107.0,4116.0,2020,1,01-01,Wednesday,14,2020-01-01,Mwh
2020-01-01 15:00:00,78162,34308.0,35328.0,7735.0,6287.0,95567.0,162965.0,4112.0,2020,1,01-01,Wednesday,15,2020-01-01,Mwh
2020-01-01 16:00:00,75392,39798.0,34045.0,1916.0,6296.0,95550.0,158851.0,4091.0,2020,1,01-01,Wednesday,16,2020-01-01,Mwh
2020-01-01 17:00:00,71902,44882.0,33032.0,1455.0,6304.0,95786.0,153783.0,3977.0,2020,1,01-01,Wednesday,17,2020-01-01,Mwh
2020-01-01 18:00:00,70712,48352.0,30797.0,15.0,6043.0,95608.0,146231.0,3893.0,2020,1,01-01,Wednesday,18,2020-01-01,Mwh
2020-01-01 19:00:00,68547,53755.0,27716.0,3.0,5653.0,99941.0,144878.0,3766.0,2020,1,01-01,Wednesday,19,2020-01-01,Mwh
2020-01-01 20:00:00,67365,55121.0,25237.0,5.0,5612.0,99923.0,139195.0,3369.0,2020,1,01-01,Wednesday,20,2020-01-01,Mwh
2020-01-01 21:00:00,66677,54917.0,23675.0,2.0,5585.0,99908.0,134437.0,3113.0,2020,1,01-01,Wednesday,21,2020-01-01,Mwh
2020-01-01 22:00:00,66594,56912.0,21016.0,2.0,5644.0,99806.0,130097.0,3109.0,2020,1,01-01,Wednesday,22,2020-01-01,Mwh
2020-01-01 23:00:00,65851,57985.0,20083.0,3.0,5648.0,99829.0,128668.0,3011.0,2020,1,01-01,Wednesday,23,2020-01-01,Mwh
2020-01-02 00:00:00,64900,58374.0,20978.0,-1.0,5780.0,99869.0,130159.0,2979.0,2020,1,01-02,Thursday,0,2020-01-02,Mwh
2020-01-02 01:00:00,65614,57732.0,22643.0,1.0,5825.0,99849.0,133039.0,3177.0,2020,1,01-02,Thursday,1,2020-01-02,Mwh
2020-01-02 02:00:00,67066,56990.0,26306.0,163.0,5770.0,99808.0,134877.0,3043.0,2020,1,01-02,Thursday,2,2020-01-02,Mwh
2020-01-02 03:00:00,68017,57098.0,27779.0,1852.0,5754.0,99807.0,136663.0,3076.0,2020,1,01-02,Thursday,3,2020-01-02,Mwh
2020-01-02 04:00:00,68365,58430.0,27454.0,4426.0,5616.0,99863.0,136491.0,3247.0,2020,1,01-02,Thursday,4,2020-01-02,Mwh
2020-01-02 05:00:00,67926,58368.0,26565.0,6020.0,5416.0,99902.0,138231.0,3245.0,2020,1,01-02,Thursday,5,2020-01-02,Mwh
2020-01-02 06:00:00,67084,58519.0,26909.0,7211.0,5379.0,99851.0,138165.0,3415.0,2020,1,01-02,Thursday,6,2020-01-02,Mwh
2020-01-02 07:00:00,66888,59219.0,26000.0,8586.0,5381.0,99930.0,135598.0,3430.0,2020,1,01-02,Thursday,7,2020-01-02,Mwh
2020-01-02 08:00:00,65502,59129.0,25541.0,12199.0,5317.0,99966.0,129135.0,3340.0,2020,1,01-02,Thursday,8,2020-01-02,Mwh
2020-01-02 09:00:00,63862,58651.0,24697.0,15456.0,5259.0,99769.0,127726.0,3226.0,2020,1,01-02,Thursday,9,2020-01-02,Mwh
2020-01-02 10:00:00,62746,59697.0,24352.0,15546.0,5254.0,98719.0,127427.0,3218.0,2020,1,01-02,Thursday,10,2020-01-02,Mwh
2020-01-02 11:00:00,63303,60792.0,25467.0,12610.0,5293.0,98726.0,130878.0,3285.0,2020,1,01-02,Thursday,11,2020-01-02,Mwh
2020-01-02 12:00:00,65705,62331.0,28467.0,10353.0,5556.0,98736.0,139100.0,3394.0,2020,1,01-02,Thursday,12,2020-01-02,Mwh
2020-01-02 13:00:00,70191,63871.0,30296.0,8474.0,5705.0,98689.0,143732.0,3466.0,2020,1,01-02,Thursday,13,2020-01-02,Mwh
2020-01-02 14:00:00,72622,64671.0,31612.0,9069.0,5753.0,98664.0,144759.0,3513.0,2020,1,01-02,Thursday,14,2020-01-02,Mwh
2020-01-02 15:00:00,74445,66952.0,31617.0,6024.0,5819.0,98693.0,145616.0,3415.0,2020,1,01-02,Thursday,15,2020-01-02,Mwh
2020-01-02 16:00:00,73912,67555.0,31849.0,1814.0,5791.0,98675.0,145135.0,3279.0,2020,1,01-02,Thursday,16,2020-01-02,Mwh
2020-01-02 17:00:00,72408,65574.0,30915.0,80.0,5724.0,98664.0,141665.0,3176.0,2020,1,01-02,Thursday,17,2020-01-02,Mwh
2020-01-02 18:00:00,69723,63171.0,29455.0,77.0,5767.0,98565.0,136623.0,2992.0,2020,1,01-02,Thursday,18,2020-01-02,Mwh
2020-01-02 19:00:00,65895,55648.0,26389.0,38.0,6213.0,94523.0,121738.0,3072.0,2020,1,01-02,Thursday,19,2020-01-02,Mwh
2020-01-02 20:00:00,63831,53624.0,24145.0,32.0,6156.0,94505.0,120320.0,3115.0,2020,1,01-02,Thursday,20,2020-01-02,Mwh
2020-01-02 21:00:00,62670,52236.0,22439.0,25.0,6079.0,94542.0,116929.0,3001.0,2020,1,01-02,Thursday,21,2020-01-02,Mwh
2020-01-02 22:00:00,62437,52400.0,20794.0,12.0,6118.0,94631.0,115028.0,3076.0,2020,1,01-02,Thursday,22,2020-01-02,Mwh
2020-01-02 23:00:00,63378,50348.0,19450.0,5.0,6135.0,94679.0,116183.0,3109.0,2020,1,01-02,Thursday,23,2020-01-02,Mwh
2020-01-03 00:00:00,65004,51375.0,22181.0,14.0,6195.0,94648.0,119722.0,3134.0,2020,1,01-03,Friday,0,2020-01-03,Mwh
2020-01-03 01:00:00,69416,49874.0,25666.0,29.0,6250.0,94708.0,129004.0,3444.0,2020,1,01-03,Friday,1,2020-01-03,Mwh
2020-01-03 02:00:00,75021,46647.0,26769.0,177.0,6184.0,94633.0,138400.0,3544.0,2020,1,01-03,Friday,2,2020-01-03,Mwh
2020-01-03 03:00:00,77007,46429.0,28724.0,1002.0,6196.0,94617.0,143508.0,3956.0,2020,1,01-03,Friday,3,2020-01-03,Mwh
2020-01-03 04:00:00,77740,47168.0,28618.0,2202.0,6241.0,94594.0,145987.0,4200.0,2020,1,01-03,Friday,4,2020-01-03,Mwh
2020-01-03 05:00:00,78255,45910.0,29948.0,3341.0,6296.0,94568.0,148423.0,4264.0,2020,1,01-03,Friday,5,2020-01-03,Mwh
