date,mw,region
2012-04-23 0:00,7791,ОЭС ЮГА
2012-04-23 1:00,7093,ОЭС ЮГА
2012-04-23 2:00,6780,ОЭС ЮГА
2012-04-23 3:00,6527,ОЭС ЮГА
2012-04-23 4:00,6489,ОЭС ЮГА
2012-04-23 5:00,6673,ОЭС ЮГА
2012-04-23 6:00,6469,ОЭС ЮГА
2012-04-23 7:00,7323,ОЭС ЮГА
2012-04-23 8:00,7468,ОЭС ЮГА
2012-04-23 9:00,8713,ОЭС ЮГА
2012-04-23 10:00,9112,ОЭС ЮГА
2012-04-23 11:00,8668,ОЭС ЮГА
2012-04-23 12:00,8628,ОЭС ЮГА
2012-04-23 13:00,8730,ОЭС ЮГА
2012-04-23 14:00,8663,ОЭС ЮГА
2012-04-23 15:00,8590,ОЭС ЮГА
2012-04-23 16:00,8361,ОЭС ЮГА
2012-04-23 17:00,7910,ОЭС ЮГА
2012-04-23 18:00,7573,ОЭС ЮГА
2012-04-23 19:00,7826,ОЭС ЮГА
2012-04-23 20:00,8414,ОЭС ЮГА
2012-04-23 21:00,10064,ОЭС ЮГА
2012-04-23 22:00,10087,ОЭС ЮГА
2012-04-23 23:00,8129,ОЭС ЮГА
