date,mw,region
2012-07-16 0:00,8887,ОЭС ЮГА
2012-07-16 1:00,8248,ОЭС ЮГА
2012-07-16 2:00,8206,ОЭС ЮГА
2012-07-16 3:00,7850,ОЭС ЮГА
2012-07-16 4:00,7539,ОЭС ЮГА
2012-07-16 5:00,7530,ОЭС ЮГА
2012-07-16 6:00,7955,ОЭС ЮГА
2012-07-16 7:00,8467,ОЭС ЮГА
2012-07-16 8:00,8765,ОЭС ЮГА
2012-07-16 9:00,9119,ОЭС ЮГА
2012-07-16 10:00,9665,ОЭС ЮГА
2012-07-16 11:00,9860,ОЭС ЮГА
2012-07-16 12:00,9867,ОЭС ЮГА
2012-07-16 13:00,10729,ОЭС ЮГА
2012-07-16 14:00,10497,ОЭС ЮГА
2012-07-16 15:00,10696,ОЭС ЮГА
2012-07-16 16:00,10700,ОЭС ЮГА
2012-07-16 17:00,10318,ОЭС ЮГА
2012-07-16 18:00,9986,ОЭС ЮГА
2012-07-16 19:00,9825,ОЭС ЮГА
2012-07-16 20:00,9744,ОЭС ЮГА
2012-07-16 21:00,9764,ОЭС ЮГА
2012-07-16 22:00,10461,ОЭС ЮГА
2012-07-16 23:00,9721,ОЭС ЮГА
