unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2021,1,3543.689857,7.9265,451.408,2584.895,181.2945,56.6755,6.901,504.909,4003.024357,3334.675,7337.6993569999995,0.4829429068416928,0.0010802432226169499,0.061519009983608416,0.3522759483916534,0.02470726738443558,0.007723878731271928,0.0009404855206307412,0.06881025992409026,0.5455421600479181,0.45445783995208194,228.276
Gwh,2021,2,2910.727,5.098,376.9715,2331.67,231.415454,47.163,5.594,452.135,3292.7965,3067.977454,6360.773954,0.457605791535726,0.0008014747948705362,0.05926503641320878,0.3665701716272623,0.03638165035788977,0.007414663740776598,0.0008794527270509573,0.07108175880321496,0.5176723027438054,0.48232769725619457,214.0
Gwh,2021,3,2833.85,2.1315,520.7085,2459.401,203.599779,56.388,7.439,465.55752,3356.69,3192.385299,6549.075299000001,0.4327099431018467,0.0003254657951979061,0.07950870561520473,0.3755340849990736,0.031088324641967136,0.008610070494778105,0.0011358855503059927,0.07108751980162566,0.5125441145122493,0.48745588548775054,216.523
Gwh,2021,4,2313.055,1.937,546.9885,2010.829,175.471767,58.249,9.899,419.677721,2861.9805,2674.126488,5536.106988,0.41781255402284506,0.00034988485666888634,0.09880381668664386,0.363220762235746,0.031695877153449264,0.010521653596337615,0.0017880796056609736,0.07580737184264837,0.5169662555661578,0.4830337444338422,199.909
Gwh,2021,5,1850.9015,2.52,242.5085,2301.358,232.123705,72.744,10.1535,459.162259,2095.93,3075.5414640000004,5171.471463999999,0.3579061613091403,0.00048728877603645233,0.04689351989818889,0.44501028692130873,0.04488542702321291,0.014066402668252258,0.0019633676934468726,0.0887875457104137,0.40528696998336566,0.5947130300166346,225.744
Gwh,2021,6,1825.424,0.396,485.8875,2305.654,167.143795,24.353,11.3685,445.655,2311.7075,2954.174295,5265.881795,0.3466511537978797,7.52010803539125e-05,0.09227087103651933,0.43784765586444385,0.031740893834476966,0.004624676540047554,0.0021588976818269043,0.0846306501644517,0.438997225914753,0.5610027740852469,224.576
Gwh,2021,7,2333.2045,0.2545,444.583,1962.779,211.039,30.253,12.5405,442.856,2778.042,2659.4675,5437.5095,0.4290943307777209,4.680451592774229e-05,0.08176224795561277,0.36097021991409856,0.03881170230599137,0.005563760394349655,0.0023062948211860597,0.08144463931511292,0.5109033832492614,0.48909661675073857,215.917
Gwh,2021,8,2335.8385,0.4125,235.3825,2212.618,175.0125,34.609,13.78,415.896,2571.6335,2851.9155,5423.549,0.4306845019746295,7.605720903415826e-05,0.0434000872860188,0.40796496906361496,0.03226899950567423,0.006381245933244081,0.002540771734522911,0.07668336729326129,0.4741606464696825,0.5258393535303175,187.356
Gwh,2021,9,2362.517,1.1065,344.066,2659.988,148.156,31.439,8.5975,415.132,2707.6895,3263.3125,5971.002,0.39566508267791567,0.00018531228092035474,0.057622824443870554,0.44548435924154767,0.024812585894293786,0.0052652804336692565,0.0014398755853707635,0.06952467944241184,0.4534732194027066,0.5465267805972933,199.381
Gwh,2021,10,3169.756,0.134,391.046,2921.858,157.597,69.511,6.832,393.112,3560.936,3548.91,7109.846,0.44582625277678306,1.8847103017421197e-05,0.05500062870560066,0.4109593934945989,0.02216602159878006,0.009776723715253467,0.0009609209538434447,0.055291211652122994,0.5008457285854012,0.49915427141459884,178.571
Gwh,2021,11,3473.346,0.365,510.123,2714.976,137.539,57.7545,6.651,427.102,3983.834,3344.0225,7327.8565,0.47399208759068906,4.9809927364161676e-05,0.06961421801859793,0.3705007050834033,0.018769335889697075,0.007881499862886235,0.0009076324024631213,0.05828471122489912,0.5436561155366512,0.4563438844633489,203.841
Gwh,2021,12,3600.6075,0.252,489.699,2589.948,134.3035,65.5255,6.5985,430.55,4090.5585,3226.9255,7317.484,0.4920553977296021,3.443806641736422e-05,0.06692177256554302,0.3539396874663477,0.018353781163033635,0.008954648892980154,0.0009017443700594356,0.05883852974601653,0.5590116083615625,0.44098839163843745,195.597
