unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2021,1,0.0,0.0,0.0,2181.376,1820.045,10.501700000000001,0.0,0.0,0.0,4011.9227,4011.9227,0.0,0.0,0.0,0.5437233374411726,0.4536590398414207,0.0026176227174067937,0.0,0.0,0.0,1.0,0.0
Gwh,2021,2,0.0,0.0,0.0,1981.287,1420.281,12.152299999999999,0.0,0.0,0.0,3413.7203,3413.7203,0.0,0.0,0.0,0.5803893775362908,0.41605078189914974,0.0035598405645594334,0.0,0.0,0.0,1.0,0.0
Gwh,2021,3,0.0,0.0,0.0,2212.9,1409.0715,9.188,0.0,0.0,0.0,3631.1595,3631.1595,0.0,0.0,0.0,0.6094196633334339,0.38805001542895595,0.0025303212376101905,0.0,0.0,0.0,1.0,0.0
Gwh,2021,4,0.0,0.0,0.0,2147.1435,1004.681,0.0,0.0,0.0,0.0,3151.8245,3151.8245,0.0,0.0,0.0,0.6812382796059869,0.31876172039401307,0.0,0.0,0.0,0.0,1.0,0.0
Gwh,2021,5,0.0,0.0,0.0,1763.459675,1229.9875,12.426,0.0,0.0,0.0,3005.8731749999997,3005.8731749999997,0.0,0.0,0.0,0.586671350497015,0.409194742555963,0.004133906947022142,0.0,0.0,0.0,1.0,0.0
Gwh,2021,6,0.0,0.0,0.0,1042.9563249999999,2079.16,6.4035,0.0,0.0,0.0,3128.5198250000003,3128.5198250000003,0.0,0.0,0.0,0.3333705340991406,0.6645826513181836,0.0020468145826756908,0.0,0.0,0.0,1.0,0.0
Gwh,2021,7,0.0,0.0,0.0,1258.687,2076.176,8.0965,0.0,0.0,0.0,3342.9595,3342.9595,0.0,0.0,0.0,0.3765187702692778,0.6210592739756494,0.0024219557550727135,0.0,0.0,0.0,1.0,0.0
Gwh,2021,8,0.0,0.0,0.0,1186.436679,1983.638,8.2915,0.0,0.0,0.0,3178.366179,3178.366179,0.0,0.0,0.0,0.37328508176275804,0.6241061879862143,0.002608730251027504,0.0,0.0,0.0,1.0,0.0
Gwh,2021,9,0.0,0.0,0.0,1157.272321,1405.199,6.388,0.0,0.0,0.0,2568.859321,2568.859321,0.0,0.0,0.0,0.45050046592255566,0.5470128272547783,0.002486706822666059,0.0,0.0,0.0,1.0,0.0
Gwh,2021,10,0.0,0.0,0.0,1280.7275,1167.6295,10.194567,0.0,0.0,0.0,2458.551567,2458.551567,0.0,0.0,0.0,0.5209276539856282,0.47492577160981714,0.00414657440455468,0.0,0.0,0.0,1.0,0.0
Gwh,2021,11,0.0,0.0,0.0,1246.127,1530.752,8.674933000000001,0.0,0.0,0.0,2785.553933,2785.553933,0.0,0.0,0.0,0.44735339181099243,0.5495323504116838,0.0031142577773237467,0.0,0.0,0.0,1.0,0.0
Gwh,2021,12,0.0,0.0,0.0,2070.499,1341.369,0.032,0.0,0.0,0.0,3411.9,3411.9,0.0,0.0,0.0,0.6068463319558017,0.3931442891057768,9.378938421407428e-06,0.0,0.0,0.0,1.0,0.0
