unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2021,1,2228.936,0.0,1.488,0.0,1237.941,0.0,0.0,49.253991,2230.424,1287.1949909999998,3517.618991,0.6336490693570969,0.0,0.0004230134087310538,0.0,0.35192583482387735,0.0,0.0,0.014002082410294788,0.6340720827658279,0.36592791723417206,20.087
Gwh,2021,2,2048.22,0.0,1.344,0.0,1284.067,0.0,0.0,39.294661,2049.564,1323.3616610000001,3372.925661,0.607253229350079,0.0,0.00039846712767500865,0.0,0.3806982806787688,0.0,0.0,0.01165002284347707,0.607651696477754,0.392348303522246,18.144
Gwh,2021,3,2279.486,0.0,1.488,0.0,1148.145,0.0,0.0,37.713866,2280.974,1185.858866,3466.8328659999997,0.6575125159206334,0.0,0.0004292101919862208,0.0,0.3311797956169486,0.0,0.0,0.01087847827043186,0.6579417261126197,0.34205827388738047,20.088
Gwh,2021,4,1697.826,0.0,1.44,0.0,1135.127,0.0,0.0,33.84,1699.266,1168.967,2868.233,0.5919414496660487,0.0,0.0005020512629204112,0.0,0.3957582943924011,0.0,0.0,0.011798204678629666,0.5924435009289691,0.40755649907103086,19.44
Gwh,2021,5,1304.254,0.0,1.488,0.0,1189.857,0.0,0.0,34.968,1305.742,1224.825,2530.567,0.5153999083999752,0.0,0.0005880105130589311,0.0,0.47019383403008097,0.0,0.0,0.013818247056884881,0.5159879189130341,0.4840120810869659,20.088
Gwh,2021,6,1401.699,0.0,1.44,0.0,954.553,0.0,0.0,67.68,1403.139,1022.233,2425.372,0.5779315502941406,0.0,0.0005937233546029228,0.0,0.3935697286849193,0.0,0.0,0.027904997666337375,0.5785252736487434,0.42147472635125666,38.88
Gwh,2021,7,1744.123,0.0,1.488,0.0,756.131,0.0,0.0,38.962829,1745.611,795.093829,2540.704829,0.6864721080907585,0.0,0.0005856642546649798,0.0,0.2976067866559717,0.0,0.0,0.01533544099860488,0.6870577723454235,0.3129422276545766,20.736
Gwh,2021,8,1728.554,0.0,1.488,0.0,648.933,0.0,0.0,36.551544,1730.042,685.484544,2415.526544,0.7156013268798922,0.0,0.0006160147582298728,0.0,0.2686507426763347,0.0,0.0,0.015131915685543385,0.716217341638122,0.2837826583618781,20.088
Gwh,2021,9,1670.711,0.0,1.44,0.0,546.675,0.0,0.0,37.36236,1672.151,584.03736,2256.1883599999996,0.7405015598963556,0.0,0.0006382445834442654,0.0,0.24230024837110675,0.0,0.0,0.01655994714909353,0.7411398044797999,0.25886019552020034,19.44
Gwh,2021,10,1927.225,0.0,1.488,0.0,514.105,0.0,0.0,38.859267,1928.713,552.964267,2481.677267,0.7765816392111875,0.0,0.0005995944838543746,0.0,0.20716029712496858,0.0,0.0,0.015658469179989472,0.7771812336950419,0.22281876630495803,20.088
Gwh,2021,11,1758.999,0.0,1.44,0.0,672.275,0.0,0.0,40.570356,1760.439,712.845356,2473.284356,0.7111996628017324,0.0,0.0005822217718341481,0.0,0.2718146817081958,0.0,0.0,0.01640343371823761,0.7117818845735666,0.2882181154264334,19.44
Gwh,2021,12,1810.968,0.0,1.488,0.0,1040.976,0.0,0.0,47.921044,1812.456,1088.897044,2901.353044,0.6241805021781417,0.0,0.0005128641628350555,0.0,0.35878984191625324,0.0,0.0,0.016516791742770067,0.6246933663409767,0.3753066336590233,20.088
