datetime,data,type,unit,network,region
2017-04-01 00:00:00,554.6,gas_ccgt,MW,nem,SA1
2017-04-01 00:05:00,538.1,gas_ccgt,MW,nem,SA1
2017-04-01 00:10:00,536.6,gas_ccgt,MW,nem,SA1
2017-04-01 00:15:00,538.1,gas_ccgt,MW,nem,SA1
2017-04-01 00:20:00,537.3,gas_ccgt,MW,nem,SA1
2017-04-01 00:25:00,537.0,gas_ccgt,MW,nem,SA1
2017-04-01 00:30:00,559.0,gas_ccgt,MW,nem,SA1
2017-04-01 00:35:00,535.4,gas_ccgt,MW,nem,SA1
2017-04-01 00:40:00,495.9,gas_ccgt,MW,nem,SA1
2017-04-01 00:45:00,487.0,gas_ccgt,MW,nem,SA1
2017-04-01 00:50:00,486.5,gas_ccgt,MW,nem,SA1
2017-04-01 00:55:00,486.3,gas_ccgt,MW,nem,SA1
2017-04-01 01:00:00,487.3,gas_ccgt,MW,nem,SA1
2017-04-01 01:05:00,486.1,gas_ccgt,MW,nem,SA1
2017-04-01 01:10:00,477.6,gas_ccgt,MW,nem,SA1
2017-04-01 01:15:00,484.4,gas_ccgt,MW,nem,SA1
2017-04-01 01:20:00,476.2,gas_ccgt,MW,nem,SA1
2017-04-01 01:25:00,475.2,gas_ccgt,MW,nem,SA1
2017-04-01 01:30:00,476.8,gas_ccgt,MW,nem,SA1
2017-04-01 01:35:00,477.0,gas_ccgt,MW,nem,SA1
2017-04-01 01:40:00,476.5,gas_ccgt,MW,nem,SA1
2017-04-01 01:45:00,476.8,gas_ccgt,MW,nem,SA1
2017-04-01 01:50:00,477.1,gas_ccgt,MW,nem,SA1
2017-04-01 01:55:00,478.3,gas_ccgt,MW,nem,SA1
2017-04-01 02:00:00,477.3,gas_ccgt,MW,nem,SA1
2017-04-01 02:05:00,477.7,gas_ccgt,MW,nem,SA1
2017-04-01 02:10:00,478.0,gas_ccgt,MW,nem,SA1
2017-04-01 02:15:00,476.6,gas_ccgt,MW,nem,SA1
