datetime,type,data
2022-06-27 04:00:00,oil,0.0
2022-06-27 04:00:00,other,56.670394736842105
2022-06-27 04:00:00,solar,0.0
2022-06-27 04:00:00,wind,419.1983870967742
2022-06-27 05:00:00,coal,4608.336842105263
2022-06-27 05:00:00,gas,211.95506081081083
2022-06-27 05:00:00,hydro,423.54583333333335
2022-06-27 05:00:00,oil,0.0
2022-06-27 05:00:00,other,5.9628421052631575
2022-06-27 05:00:00,solar,0.0
2022-06-27 05:00:00,wind,422.8935483870968
2022-06-27 06:00:00,coal,5008.605263157895
2022-06-27 06:00:00,gas,290.2064108108108
2022-06-27 06:00:00,hydro,607.1833333333333
2022-06-27 06:00:00,oil,26.478
2022-06-27 06:00:00,other,5.9243421052631575
2022-06-27 06:00:00,solar,0.0400882258064516
2022-06-27 06:00:00,wind,407.8843548387097
2022-06-27 07:00:00,coal,5280.526315789473
2022-06-27 07:00:00,gas,344.0910135135136
2022-06-27 07:00:00,hydro,984.0104166666666
2022-06-27 07:00:00,oil,36.25714285714286
2022-06-27 07:00:00,other,0.2038684210526316
2022-06-27 07:00:00,solar,51.70447580645162
2022-06-27 07:00:00,wind,390.2035483870968
2022-06-27 08:00:00,coal,5158.986842105263
2022-06-27 08:00:00,gas,326.502627027027
2022-06-27 08:00:00,hydro,1025.5979166666666
2022-06-27 08:00:00,oil,31.876571428571427
2022-06-27 08:00:00,other,17.961842105263155
2022-06-27 08:00:00,solar,343.1444193548388
2022-06-27 08:00:00,wind,333.07903225806456
2022-06-27 09:00:00,coal,4873.86052631579
2022-06-27 09:00:00,gas,260.2385391891892
2022-06-27 09:00:00,hydro,822.4343749999999
2022-06-27 09:00:00,oil,29.495857142857144
2022-06-27 09:00:00,other,76.13421052631578
2022-06-27 09:00:00,solar,640.0649999999999
2022-06-27 09:00:00,wind,290.0433870967741
2022-06-27 10:00:00,coal,4475.91052631579
2022-06-27 10:00:00,gas,202.07555675675675
2022-06-27 10:00:00,hydro,554.164
2022-06-27 10:00:00,oil,8.378857142857143
2022-06-27 10:00:00,other,75.08526315789474
2022-06-27 10:00:00,solar,779.5812903225807
2022-06-27 10:00:00,wind,308.9795161290323
2022-06-27 11:00:00,coal,4203.368421052632
2022-06-27 11:00:00,gas,159.5906581081081
2022-06-27 11:00:00,hydro,538.5466041666667
2022-06-27 11:00:00,oil,1.457142857142857
2022-06-27 11:00:00,other,122.57473684210528
2022-06-27 11:00:00,solar,800.5059677419355
2022-06-27 11:00:00,wind,310.9606129032258
2022-06-27 12:00:00,coal,4184.063157894737
2022-06-27 12:00:00,gas,161.30434054054052
2022-06-27 12:00:00,hydro,597.4645833333333
2022-06-27 12:00:00,oil,2.75
2022-06-27 12:00:00,other,188.1578947368421
2022-06-27 12:00:00,solar,766.97
2022-06-27 12:00:00,wind,264.7765483870968
2022-06-27 13:00:00,coal,4206.7789473684215
2022-06-27 13:00:00,gas,163.6641378378378
2022-06-27 13:00:00,hydro,616.9645208333333
2022-06-27 13:00:00,oil,10.520714285714286
2022-06-27 13:00:00,other,80.43763157894738
2022-06-27 13:00:00,solar,769.7901612903225
2022-06-27 13:00:00,wind,240.66306451612903
2022-06-27 14:00:00,coal,4240.789473684211
2022-06-27 14:00:00,gas,168.31124189189188
2022-06-27 14:00:00,hydro,709.1070833333333
2022-06-27 14:00:00,oil,4.577285714285714
2022-06-27 14:00:00,other,79.81105263157895
2022-06-27 14:00:00,solar,781.6027419354839
2022-06-27 14:00:00,wind,245.09790322580645
2022-06-27 15:00:00,coal,4683.5289473684215
2022-06-27 15:00:00,gas,193.8010297297297
2022-06-27 15:00:00,hydro,746.6395833333332
2022-06-27 15:00:00,oil,17.833142857142857
2022-06-27 15:00:00,other,39.68789473684211
2022-06-27 15:00:00,solar,653.3614516129032
2022-06-27 15:00:00,wind,233.2861290322581
2022-06-27 16:00:00,coal,5305.455263157895
2022-06-27 16:00:00,gas,275.65325878378377
2022-06-27 16:00:00,hydro,1074.94375
2022-06-27 16:00:00,oil,37.370000000000005
2022-06-27 16:00:00,other,0.0
2022-06-27 16:00:00,solar,297.9620161290323
2022-06-27 16:00:00,wind,187.84790322580645
2022-06-27 17:00:00,coal,5551.894736842105
2022-06-27 17:00:00,gas,489.74199324324326
2022-06-27 17:00:00,hydro,1309.4
2022-06-27 17:00:00,oil,37.18142857142857
2022-06-27 17:00:00,other,2.102894736842105
2022-06-27 17:00:00,solar,19.98321451612903
2022-06-27 17:00:00,wind,194.76596774193547
2022-06-27 18:00:00,coal,5613.0
2022-06-27 18:00:00,gas,538.0700675675675
2022-06-27 18:00:00,hydro,1278.3229166666667
2022-06-27 18:00:00,oil,37.22642857142857
2022-06-27 18:00:00,other,0.0
2022-06-27 18:00:00,solar,0.0673919354838709
2022-06-27 18:00:00,wind,241.6858064516129
2022-06-27 19:00:00,coal,5589.631578947368
2022-06-27 19:00:00,gas,529.089054054054
2022-06-27 19:00:00,hydro,1212.6520833333334
2022-06-27 19:00:00,oil,37.30428571428571
2022-06-27 19:00:00,other,0.0
2022-06-27 19:00:00,solar,0.0225051612903225
2022-06-27 19:00:00,wind,264.5509677419355
2022-06-27 20:00:00,coal,5511.128947368421
2022-06-27 20:00:00,gas,464.64452702702704
2022-06-27 20:00:00,hydro,1244.64375
2022-06-27 20:00:00,oil,38.64071428571429
2022-06-27 20:00:00,other,2.673421052631579
2022-06-27 20:00:00,solar,0.0478277419354838
2022-06-27 20:00:00,wind,291.38612903225805
2022-06-27 21:00:00,coal,5412.957894736842
2022-06-27 21:00:00,gas,389.3001959459459
2022-06-27 21:00:00,hydro,1036.8416666666667
2022-06-27 21:00:00,oil,38.99428571428571
2022-06-27 21:00:00,other,0.0
2022-06-27 21:00:00,solar,0.0150858064516129
2022-06-27 21:00:00,wind,348.0453225806452
2022-06-27 22:00:00,coal,5235.08947368421
2022-06-27 22:00:00,gas,363.9915864864865
2022-06-27 22:00:00,hydro,687.6870833333334
2022-06-27 22:00:00,oil,38.93357142857143
2022-06-27 22:00:00,other,0.0
2022-06-27 22:00:00,solar,0.0031503225806451
2022-06-27 22:00:00,wind,376.5891935483871
2022-06-27 23:00:00,coal,5094.789473684211
2022-06-27 23:00:00,gas,297.46448648648646
2022-06-27 23:00:00,hydro,625.7083333333334
2022-06-27 23:00:00,oil,38.87714285714286
2022-06-27 23:00:00,other,1.89
2022-06-27 23:00:00,solar,0.0070212903225806
2022-06-27 23:00:00,wind,391.483870967742
2022-06-28 00:00:00,coal,4817.7947368421055
2022-06-28 00:00:00,gas,249.3688189189189
2022-06-28 00:00:00,hydro,651.9360416666667
2022-06-28 00:00:00,oil,38.91857142857143
2022-06-28 00:00:00,other,4.91921052631579
2022-06-28 00:00:00,solar,0.0266987096774193
2022-06-28 00:00:00,wind,412.90645161290325
2022-06-28 01:00:00,coal,4649.057894736842
2022-06-28 01:00:00,gas,224.545845945946
2022-06-28 01:00:00,hydro,534.52625
2022-06-28 01:00:00,oil,36.83357142857143
2022-06-28 01:00:00,other,4.5855263157894735
2022-06-28 01:00:00,solar,0.0108922580645161
2022-06-28 01:00:00,wind,441.7209677419355
2022-06-28 02:00:00,coal,4543.7789473684215
2022-06-28 02:00:00,gas,183.4380081081081
2022-06-28 02:00:00,hydro,475.65770833333335
2022-06-28 02:00:00,oil,32.35214285714286
2022-06-28 02:00:00,other,4.689736842105264
2022-06-28 02:00:00,solar,0.0008922580645161
2022-06-28 02:00:00,wind,445.23225806451615
2022-06-28 03:00:00,coal,4461.881578947368
2022-06-28 03:00:00,gas,175.1857783783784
2022-06-28 03:00:00,hydro,442.0129166666666
2022-06-28 03:00:00,oil,5.598857142857143
2022-06-28 03:00:00,other,21.97394736842105
2022-06-28 03:00:00,solar,0.0008922580645161
2022-06-28 03:00:00,wind,452.008064516129
2022-06-28 04:00:00,coal,4474.45
2022-06-28 04:00:00,gas,168.0240891891892
2022-06-28 04:00:00,hydro,543.3020833333334
2022-06-28 04:00:00,oil,0.0
2022-06-28 04:00:00,other,109.18842105263155
2022-06-28 04:00:00,solar,0.0016987096774193
2022-06-28 04:00:00,wind,500.1258064516129
2022-06-28 05:00:00,coal,4689.692105263158
2022-06-28 05:00:00,gas,191.3511162162162
2022-06-28 05:00:00,hydro,623.2020833333333
2022-06-28 05:00:00,oil,4.598714285714286
2022-06-28 05:00:00,other,63.84815789473684
2022-06-28 05:00:00,solar,0.0146019354838709
2022-06-28 05:00:00,wind,502.2435483870967
2022-06-28 06:00:00,coal,5223.078947368421
2022-06-28 06:00:00,gas,234.79638513513515
2022-06-28 06:00:00,hydro,716.5375
2022-06-28 06:00:00,oil,0.0
2022-06-28 06:00:00,other,4.7026315789473685
2022-06-28 06:00:00,solar,0.124911129032258
2022-06-28 06:00:00,wind,532.1016129032258
2022-06-28 07:00:00,coal,5388.942105263158
2022-06-28 07:00:00,gas,314.70942432432435
2022-06-28 07:00:00,hydro,997.98125
2022-06-28 07:00:00,oil,33.28071428571429
2022-06-28 07:00:00,other,3.075263157894737
2022-06-28 07:00:00,solar,59.65624677419355
2022-06-28 07:00:00,wind,548.9000000000001
2022-06-28 08:00:00,coal,5261.415789473684
2022-06-28 08:00:00,gas,293.02492702702705
2022-06-28 08:00:00,hydro,872.5833333333334
2022-06-28 08:00:00,oil,33.293
2022-06-28 08:00:00,other,1.56
2022-06-28 08:00:00,solar,397.8539516129032
2022-06-28 08:00:00,wind,524.4548387096775
2022-06-28 09:00:00,coal,4705.178947368421
2022-06-28 09:00:00,gas,209.4565148648649
2022-06-28 09:00:00,hydro,714.2129166666667
2022-06-28 09:00:00,oil,3.862
2022-06-28 09:00:00,other,2.870263157894737
2022-06-28 09:00:00,solar,745.0920967741936
2022-06-28 09:00:00,wind,510.8790322580645
2022-06-28 10:00:00,coal,4420.384210526316
2022-06-28 10:00:00,gas,152.67334594594595
2022-06-28 10:00:00,hydro,617.89125
2022-06-28 10:00:00,oil,0.6967142857142857
2022-06-28 10:00:00,other,103.69131578947368
2022-06-28 10:00:00,solar,846.8435483870968
2022-06-28 10:00:00,wind,496.78225806451616
2022-06-28 11:00:00,coal,4265.481578947368
2022-06-28 11:00:00,gas,138.59496756756755
2022-06-28 11:00:00,hydro,496.0920833333333
2022-06-28 11:00:00,oil,0.0
2022-06-28 11:00:00,other,188.3210526315789
2022-06-28 11:00:00,solar,875.728064516129
2022-06-28 11:00:00,wind,478.0269354838709
2022-06-28 12:00:00,coal,4202.455263157895
2022-06-28 12:00:00,gas,131.4746972972973
2022-06-28 12:00:00,hydro,471.945
2022-06-28 12:00:00,oil,0.0
2022-06-28 12:00:00,other,198.02236842105265
2022-06-28 12:00:00,solar,874.1709677419354
2022-06-28 12:00:00,wind,494.403870967742
2022-06-28 13:00:00,coal,4319.33947368421
2022-06-28 13:00:00,gas,134.31125135135136
2022-06-28 13:00:00,hydro,439.219375
2022-06-28 13:00:00,oil,0.0
2022-06-28 13:00:00,other,147.17605263157893
2022-06-28 13:00:00,solar,864.9512903225807
2022-06-28 13:00:00,wind,486.0677419354839
2022-06-28 14:00:00,coal,4384.652631578947
2022-06-28 14:00:00,gas,130.64050810810812
2022-06-28 14:00:00,hydro,453.0004166666667
2022-06-28 14:00:00,oil,0.0
2022-06-28 14:00:00,other,136.8592105263158
2022-06-28 14:00:00,solar,830.8656451612903
2022-06-28 14:00:00,wind,459.90967741935486
2022-06-28 15:00:00,coal,4551.742105263158
2022-06-28 15:00:00,gas,151.89066216216216
2022-06-28 15:00:00,hydro,556.2670833333333
2022-06-28 15:00:00,oil,0.0
2022-06-28 15:00:00,other,59.48684210526316
2022-06-28 15:00:00,solar,723.5303225806451
2022-06-28 15:00:00,wind,441.9241935483871
2022-06-28 16:00:00,coal,5000.818421052632
2022-06-28 16:00:00,gas,251.6216540540541
2022-06-28 16:00:00,hydro,903.6333333333332
2022-06-28 16:00:00,oil,21.934190714285712
2022-06-28 16:00:00,other,8.034210526315789
2022-06-28 16:00:00,solar,363.4248225806452
2022-06-28 16:00:00,wind,443.82096774193553
2022-06-28 17:00:00,coal,5342.394736842105
2022-06-28 17:00:00,gas,430.869095945946
2022-06-28 17:00:00,hydro,1207.5020833333333
2022-06-28 17:00:00,oil,39.746428571428574
2022-06-28 17:00:00,other,8.452184210526315
2022-06-28 17:00:00,solar,31.2405
2022-06-28 17:00:00,wind,487.4741935483871
2022-06-28 18:00:00,coal,5385.894736842105
2022-06-28 18:00:00,gas,470.5591891891892
2022-06-28 18:00:00,hydro,1246.9791666666667
2022-06-28 18:00:00,oil,39.80357142857143
2022-06-28 18:00:00,other,10.368157894736845
2022-06-28 18:00:00,solar,0.0678729032258064
2022-06-28 18:00:00,wind,584.3806451612903
2022-06-28 19:00:00,coal,5363.871052631579
2022-06-28 19:00:00,gas,444.6414189189189
2022-06-28 19:00:00,hydro,1060.95
2022-06-28 19:00:00,oil,39.815714285714286
2022-06-28 19:00:00,other,9.566052631578946
2022-06-28 19:00:00,solar,0.0050019354838709
2022-06-28 19:00:00,wind,707.4516129032259
2022-06-28 20:00:00,coal,5308.328947368421
2022-06-28 20:00:00,gas,390.0402027027027
2022-06-28 20:00:00,hydro,977.7020833333332
2022-06-28 20:00:00,oil,39.885714285714286
2022-06-28 20:00:00,other,9.938947368421053
2022-06-28 20:00:00,solar,0.0
2022-06-28 20:00:00,wind,778.5451612903227
2022-06-28 21:00:00,coal,5171.973684210527
2022-06-28 21:00:00,gas,320.61367567567567
2022-06-28 21:00:00,hydro,830.4479166666666
2022-06-28 21:00:00,oil,30.096
2022-06-28 21:00:00,other,9.125
2022-06-28 21:00:00,solar,0.0
2022-06-28 21:00:00,wind,810.3354838709678
2022-06-28 22:00:00,coal,4961.568421052632
2022-06-28 22:00:00,gas,229.42484391891887
2022-06-28 22:00:00,hydro,699.9708333333333
2022-06-28 22:00:00,oil,0.5787142857142856
2022-06-28 22:00:00,other,9.99736842105263
2022-06-28 22:00:00,solar,0.0
2022-06-28 22:00:00,wind,834.566129032258
2022-06-28 23:00:00,coal,4830.415789473684
2022-06-28 23:00:00,gas,171.36634054054056
2022-06-28 23:00:00,hydro,578.5645833333333
2022-06-28 23:00:00,oil,0.0
2022-06-28 23:00:00,other,7.848157894736842
2022-06-28 23:00:00,solar,0.0
2022-06-28 23:00:00,wind,849.3548387096774
2022-06-29 00:00:00,coal,4629.186842105263
2022-06-29 00:00:00,gas,158.31877297297297
2022-06-29 00:00:00,hydro,521.2558333333333
2022-06-29 00:00:00,oil,0.0
2022-06-29 00:00:00,other,9.935
2022-06-29 00:00:00,solar,0.0
2022-06-29 00:00:00,wind,824.7
2022-06-29 01:00:00,coal,4551.636842105264
2022-06-29 01:00:00,gas,134.95978648648648
2022-06-29 01:00:00,hydro,423.0779166666667
2022-06-29 01:00:00,oil,0.0
2022-06-29 01:00:00,other,27.81
2022-06-29 01:00:00,solar,0.0
2022-06-29 01:00:00,wind,848.7870967741936
2022-06-29 02:00:00,coal,4389.568421052632
2022-06-29 02:00:00,gas,127.22093513513514
2022-06-29 02:00:00,hydro,389.929375
2022-06-29 02:00:00,oil,0.0
2022-06-29 02:00:00,other,104.23026315789474
2022-06-29 02:00:00,solar,0.0
2022-06-29 02:00:00,wind,836.9564516129033
2022-06-29 03:00:00,coal,4315.484210526316
2022-06-29 03:00:00,gas,126.14255675675676
2022-06-29 03:00:00,hydro,334.31125000000003
2022-06-29 03:00:00,oil,0.0
2022-06-29 03:00:00,other,164.83578947368423
2022-06-29 03:00:00,solar,0.0
2022-06-29 03:00:00,wind,834.4129032258064
2022-06-29 04:00:00,coal,4297.897368421053
2022-06-29 04:00:00,gas,119.51762432432432
2022-06-29 04:00:00,hydro,392.9810416666666
2022-06-29 04:00:00,oil,0.0
2022-06-29 04:00:00,other,208.26131578947368
2022-06-29 04:00:00,solar,0.0
2022-06-29 04:00:00,wind,841.5967741935484
2022-06-29 05:00:00,coal,4473.026315789473
2022-06-29 05:00:00,gas,133.77343513513512
2022-06-29 05:00:00,hydro,477.4675
2022-06-29 05:00:00,oil,0.0
2022-06-29 05:00:00,other,87.22973684210527
2022-06-29 05:00:00,solar,0.0
2022-06-29 05:00:00,wind,814.0064516129032
2022-06-29 06:00:00,coal,4803.513157894737
2022-06-29 06:00:00,gas,215.3910027027027
2022-06-29 06:00:00,hydro,714.6333333333333
2022-06-29 06:00:00,oil,2.389428571428572
2022-06-29 06:00:00,other,18.522894736842105
2022-06-29 06:00:00,solar,0.0243129032258064
2022-06-29 06:00:00,wind,763.2790322580646
2022-06-29 07:00:00,coal,5161.105263157895
2022-06-29 07:00:00,gas,280.0371513513513
2022-06-29 07:00:00,hydro,914.4770833333332
2022-06-29 07:00:00,oil,8.600714285714286
2022-06-29 07:00:00,other,8.921315789473685
2022-06-29 07:00:00,solar,28.69775483870968
2022-06-29 07:00:00,wind,802.4032258064516
2022-06-29 08:00:00,coal,5163.41052631579
2022-06-29 08:00:00,gas,276.4289081081081
2022-06-29 08:00:00,hydro,839.9729166666666
2022-06-29 08:00:00,oil,26.418142857142858
2022-06-29 08:00:00,other,7.625
2022-06-29 08:00:00,solar,227.48462903225808
2022-06-29 08:00:00,wind,833.9596774193549
2022-06-29 09:00:00,coal,4810.747368421053
2022-06-29 09:00:00,gas,224.6651310810811
2022-06-29 09:00:00,hydro,731.24625
2022-06-29 09:00:00,oil,11.660357142857142
2022-06-29 09:00:00,other,6.515789473684211
2022-06-29 09:00:00,solar,430.6646774193548
2022-06-29 09:00:00,wind,830.6612903225806
2022-06-29 10:00:00,coal,4539.768421052632
2022-06-29 10:00:00,gas,193.5389756756757
2022-06-29 10:00:00,hydro,605.4777083333333
2022-06-29 10:00:00,oil,17.10657142857143
2022-06-29 10:00:00,other,26.07921052631579
2022-06-29 10:00:00,solar,517.4609677419355
2022-06-29 10:00:00,wind,785.667741935484
2022-06-29 11:00:00,coal,4483.284210526315
2022-06-29 11:00:00,gas,185.19066486486489
2022-06-29 11:00:00,hydro,472.7533333333333
2022-06-29 11:00:00,oil,33.075714285714284
2022-06-29 11:00:00,other,117.6478947368421
2022-06-29 11:00:00,solar,578.3979032258064
2022-06-29 11:00:00,wind,726.7209677419354
2022-06-29 12:00:00,coal,4493.902631578947
2022-06-29 12:00:00,gas,189.4384351351352
2022-06-29 12:00:00,hydro,433.03125
2022-06-29 12:00:00,oil,39.79357142857143
2022-06-29 12:00:00,other,145.0963157894737
2022-06-29 12:00:00,solar,590.0841935483871
2022-06-29 12:00:00,wind,665.5
2022-06-29 13:00:00,coal,4498.728947368421
2022-06-29 13:00:00,gas,194.8024216216216
2022-06-29 13:00:00,hydro,555.985
2022-06-29 13:00:00,oil,39.81642857142857
2022-06-29 13:00:00,other,105.89447368421052
2022-06-29 13:00:00,solar,500.0162903225807
2022-06-29 13:00:00,wind,661.2790322580646
2022-06-29 14:00:00,coal,4444.41052631579
2022-06-29 14:00:00,gas,212.4015743243244
2022-06-29 14:00:00,hydro,735.3795833333334
2022-06-29 14:00:00,oil,41.06071428571429
2022-06-29 14:00:00,other,22.20026315789474
2022-06-29 14:00:00,solar,412.82935483870966
2022-06-29 14:00:00,wind,639.7709677419356
2022-06-29 15:00:00,coal,4721.368421052632
2022-06-29 15:00:00,gas,253.9774324324325
2022-06-29 15:00:00,hydro,836.5204166666667
2022-06-29 15:00:00,oil,45.81214285714286
2022-06-29 15:00:00,other,8.221315789473685
2022-06-29 15:00:00,solar,302.8908064516129
2022-06-29 15:00:00,wind,573.1145161290323
2022-06-29 16:00:00,coal,5143.0605263157895
2022-06-29 16:00:00,gas,349.1489189189189
2022-06-29 16:00:00,hydro,944.2333333333332
2022-06-29 16:00:00,oil,49.35285714285715
2022-06-29 16:00:00,other,8.36342105263158
2022-06-29 16:00:00,solar,147.34240322580644
2022-06-29 16:00:00,wind,513.1145161290323
2022-06-29 17:00:00,coal,5446.192105263158
2022-06-29 17:00:00,gas,499.4489189189189
2022-06-29 17:00:00,hydro,1030.1854166666667
2022-06-29 17:00:00,oil,48.489285714285714
2022-06-29 17:00:00,other,8.651052631578947
2022-06-29 17:00:00,solar,21.48336451612904
2022-06-29 17:00:00,wind,486.1903225806452
2022-06-29 18:00:00,coal,5445.692105263158
2022-06-29 18:00:00,gas,534.1391216216216
2022-06-29 18:00:00,hydro,1048.2229166666666
2022-06-29 18:00:00,oil,42.27157142857143
2022-06-29 18:00:00,other,9.380263157894737
2022-06-29 18:00:00,solar,0.0644451612903225
2022-06-29 18:00:00,wind,549.1419354838711
2022-06-29 19:00:00,coal,5396.423684210527
2022-06-29 19:00:00,gas,490.6030405405405
2022-06-29 19:00:00,hydro,1020.2310416666666
2022-06-29 19:00:00,oil,32.06364285714286
2022-06-29 19:00:00,other,8.547894736842105
2022-06-29 19:00:00,solar,0.0247354838709677
2022-06-29 19:00:00,wind,569.6500000000001
2022-06-29 20:00:00,coal,5349.665789473684
2022-06-29 20:00:00,gas,438.4543918918919
2022-06-29 20:00:00,hydro,960.8389583333332
2022-06-29 20:00:00,oil,40.555
2022-06-29 20:00:00,other,8.564473684210526
2022-06-29 20:00:00,solar,0.0247354838709677
2022-06-29 20:00:00,wind,571.4161290322581
2022-06-29 21:00:00,coal,5182.644736842105
2022-06-29 21:00:00,gas,380.6652445945946
2022-06-29 21:00:00,hydro,843.106875
2022-06-29 21:00:00,oil,22.602571428571427
2022-06-29 21:00:00,other,8.559999999999999
2022-06-29 21:00:00,solar,0.0247354838709677
2022-06-29 21:00:00,wind,575.2016129032259
2022-06-29 22:00:00,coal,5063.231578947368
2022-06-29 22:00:00,gas,292.3245513513514
2022-06-29 22:00:00,hydro,673.7472916666667
2022-06-29 22:00:00,oil,1.5142857142857145
2022-06-29 22:00:00,other,9.496842105263156
2022-06-29 22:00:00,solar,0.0352193548387096
2022-06-29 22:00:00,wind,593.8
2022-06-29 23:00:00,coal,4941.349999999999
2022-06-29 23:00:00,gas,235.50666756756755
2022-06-29 23:00:00,hydro,654.4395833333333
2022-06-29 23:00:00,oil,9.489428571428572
2022-06-29 23:00:00,other,8.68078947368421
2022-06-29 23:00:00,solar,0.0387677419354838
2022-06-29 23:00:00,wind,541.8612903225807
2022-06-30 00:00:00,coal,4766.047368421052
2022-06-30 00:00:00,gas,203.72349189189188
2022-06-30 00:00:00,hydro,665.2937499999999
2022-06-30 00:00:00,oil,39.85785714285714
2022-06-30 00:00:00,other,9.345263157894736
2022-06-30 00:00:00,solar,0.0437677419354838
2022-06-30 00:00:00,wind,481.0246774193548
2022-06-30 01:00:00,coal,4564.781578947369
2022-06-30 01:00:00,gas,183.13430270270268
2022-06-30 01:00:00,hydro,661.9556249999999
2022-06-30 01:00:00,oil,16.372357142857144
2022-06-30 01:00:00,other,8.390789473684212
2022-06-30 01:00:00,solar,0.0439290322580645
2022-06-30 01:00:00,wind,444.5261290322581
2022-06-30 02:00:00,coal,4420.5763157894735
2022-06-30 02:00:00,gas,176.5316
2022-06-30 02:00:00,hydro,556.0320833333334
2022-06-30 02:00:00,oil,0.0
2022-06-30 02:00:00,other,27.74921052631579
2022-06-30 02:00:00,solar,0.0263483870967741
2022-06-30 02:00:00,wind,442.3708064516129
2022-06-30 03:00:00,coal,4423.586842105263
2022-06-30 03:00:00,gas,167.32437027027026
2022-06-30 03:00:00,hydro,573.2933333333334
2022-06-30 03:00:00,oil,0.0
2022-06-30 03:00:00,other,133.8963157894737
2022-06-30 03:00:00,solar,0.0258645161290322
2022-06-30 03:00:00,wind,398.8467741935484
2022-06-30 04:00:00,coal,4427.671052631579
2022-06-30 04:00:00,gas,167.17113513513513
2022-06-30 04:00:00,hydro,599.7120833333333
2022-06-30 04:00:00,oil,2.007142857142857
2022-06-30 04:00:00,other,58.38684210526316
2022-06-30 04:00:00,solar,0.0268322580645161
2022-06-30 04:00:00,wind,345.2416129032258
2022-06-30 05:00:00,coal,4599.373684210526
2022-06-30 05:00:00,gas,186.2101135135135
2022-06-30 05:00:00,hydro,682.7295833333333
2022-06-30 05:00:00,oil,0.1285714285714285
2022-06-30 05:00:00,other,7.581842105263158
2022-06-30 05:00:00,solar,0.0548967741935483
2022-06-30 05:00:00,wind,331.4093548387097
2022-06-30 06:00:00,coal,5037.934210526316
2022-06-30 06:00:00,gas,261.69687027027027
2022-06-30 06:00:00,hydro,798.15
2022-06-30 06:00:00,oil,0.4857142857142857
2022-06-30 06:00:00,other,7.443157894736843
2022-06-30 06:00:00,solar,0.0732870967741935
2022-06-30 06:00:00,wind,311.6045161290323
2022-06-30 07:00:00,coal,5322.913157894737
2022-06-30 07:00:00,gas,374.8477554054054
2022-06-30 07:00:00,hydro,930.7895833333332
2022-06-30 07:00:00,oil,15.724285714285712
2022-06-30 07:00:00,other,7.309210526315789
2022-06-30 07:00:00,solar,19.855909677419355
2022-06-30 07:00:00,wind,299.6224193548387
2022-06-30 08:00:00,coal,5340.844736842106
2022-06-30 08:00:00,gas,389.9750324324325
2022-06-30 08:00:00,hydro,1002.7
2022-06-30 08:00:00,oil,43.71357142857143
2022-06-30 08:00:00,other,7.657578947368421
2022-06-30 08:00:00,solar,138.76309677419354
2022-06-30 08:00:00,wind,282.0758064516129
2022-06-30 09:00:00,coal,5098.776315789473
2022-06-30 09:00:00,gas,344.3877148648649
2022-06-30 09:00:00,hydro,824.6833333333334
2022-06-30 09:00:00,oil,11.272857142857143
2022-06-30 09:00:00,other,8.127605263157895
2022-06-30 09:00:00,solar,348.3558064516129
2022-06-30 09:00:00,wind,246.59370967741933
2022-06-30 10:00:00,coal,4903.428947368421
2022-06-30 10:00:00,gas,224.5915189189189
2022-06-30 10:00:00,hydro,707.3770833333333
2022-06-30 10:00:00,oil,2.1357142857142857
2022-06-30 10:00:00,other,28.861500000000003
