datetime,ccgt,oil,coal,nuclear,wind,ps,npshyd,ocgt,other,intfr,intirl,intned,intew,biomass,intnem,intelec,intifa2,intnsl,solar,year,month,month_date,weekday,hour,date
2021-01-01 00:00:00,11417.5,0.0,0.0,5953.0,4420.0,0.0,381.0,0.0,188.0,2004.0,292.0,0.0,204.0,3115.5,1000.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,0,2021-01-01
2021-01-01 01:00:00,10555.5,0.0,0.0,5949.0,4261.5,0.0,341.5,0.0,188.5,2004.0,361.0,0.0,204.0,3109.5,1000.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,1,2021-01-01
2021-01-01 02:00:00,9414.0,0.0,0.0,5951.5,4415.5,0.0,327.5,0.0,188.5,2003.0,311.0,0.0,204.0,3116.0,1000.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,2,2021-01-01
2021-01-01 03:00:00,8983.0,0.0,0.0,5948.0,4404.0,0.0,317.5,0.5,191.0,1806.0,227.0,0.0,204.0,3115.5,904.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,3,2021-01-01
2021-01-01 04:00:00,8124.0,0.0,0.0,5947.0,4537.5,0.0,315.0,0.0,186.5,1806.0,168.0,0.0,204.0,3119.0,902.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,4,2021-01-01
2021-01-01 05:00:00,7683.5,0.0,0.0,5946.0,4718.0,0.0,314.0,0.0,184.0,1806.0,181.0,0.0,204.0,3114.0,903.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,5,2021-01-01
2021-01-01 06:00:00,8282.0,0.0,0.0,5946.5,4643.5,0.0,331.5,0.0,190.0,1904.0,169.0,0.0,204.0,3118.0,952.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,6,2021-01-01
2021-01-01 07:00:00,8265.0,0.0,0.0,5952.0,4759.0,0.0,388.5,1.0,187.0,1905.0,44.0,0.0,204.0,3114.0,951.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,7,2021-01-01
2021-01-01 08:00:00,9010.0,0.0,176.5,5949.0,4909.5,0.0,403.0,1.5,192.0,2004.0,158.0,0.0,174.0,3115.0,810.0,0.0,0.0,0.0,1.69,2021,1,01-01,Friday,8,2021-01-01
2021-01-01 09:00:00,10814.0,0.0,492.5,5958.0,5017.5,0.0,419.5,2.5,184.5,2004.0,335.0,0.0,72.0,3116.0,999.0,0.0,0.0,0.0,241.0,2021,1,01-01,Friday,9,2021-01-01
2021-01-01 10:00:00,12991.5,0.0,692.0,5945.0,4999.5,0.0,425.5,3.0,189.0,2004.0,402.0,0.0,72.0,3115.0,1000.0,0.0,0.0,0.0,858.0,2021,1,01-01,Friday,10,2021-01-01
2021-01-01 11:00:00,15256.5,0.0,491.0,5934.5,4736.5,0.0,412.5,2.5,184.5,2004.0,402.0,0.0,166.0,3112.0,970.0,0.0,0.0,0.0,1646.0,2021,1,01-01,Friday,11,2021-01-01
2021-01-01 12:00:00,16437.0,0.0,674.5,5933.0,4648.5,0.0,411.5,2.5,184.0,2004.0,402.0,0.0,186.0,3113.0,1000.0,0.0,0.0,0.0,2140.0,2021,1,01-01,Friday,12,2021-01-01
2021-01-01 13:00:00,16541.5,0.0,1268.5,5930.5,4432.5,0.0,428.5,3.0,184.5,2004.0,402.0,0.0,140.0,3110.0,1000.0,0.0,0.0,0.0,2180.0,2021,1,01-01,Friday,13,2021-01-01
2021-01-01 14:00:00,16927.0,0.0,1349.0,5927.5,4191.0,0.0,400.5,3.0,184.5,2004.0,402.0,0.0,91.0,3093.0,1000.0,0.0,0.0,0.0,1745.0,2021,1,01-01,Friday,14,2021-01-01
2021-01-01 15:00:00,17954.5,0.0,1180.0,5925.5,4040.0,20.0,453.0,3.0,224.5,2004.0,399.0,0.0,2.0,3077.0,1000.0,0.0,0.0,0.0,644.0,2021,1,01-01,Friday,15,2021-01-01
2021-01-01 16:00:00,19436.0,0.0,1149.0,5926.5,4198.5,924.0,601.0,3.0,364.5,2004.0,306.0,0.0,0.0,3078.0,1020.0,0.0,0.0,0.0,38.9,2021,1,01-01,Friday,16,2021-01-01
2021-01-01 17:00:00,20444.5,0.0,1450.5,5929.5,3872.5,1070.0,666.0,55.5,499.0,2004.0,167.0,0.0,7.0,3079.0,1020.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,17,2021-01-01
2021-01-01 18:00:00,19859.0,0.0,1188.0,5929.0,3752.0,838.0,621.0,10.5,352.0,2004.0,16.0,0.0,0.0,3077.0,1020.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,18,2021-01-01
2021-01-01 19:00:00,18779.5,0.0,1139.5,5933.5,3252.5,30.0,514.5,2.5,300.0,2002.0,119.0,0.0,0.0,3041.5,1020.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,19,2021-01-01
2021-01-01 20:00:00,17477.0,0.0,648.0,5929.0,2921.0,8.0,483.5,1.0,200.0,2004.0,124.0,0.0,60.0,3050.5,1020.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,20,2021-01-01
2021-01-01 21:00:00,15551.0,0.0,454.5,5925.5,2991.0,58.0,455.0,3.5,188.0,2002.0,0.0,0.0,8.0,3081.5,1000.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,21,2021-01-01
2021-01-01 22:00:00,13701.0,0.0,94.0,5926.0,3164.0,0.0,432.5,0.0,184.5,2004.0,81.0,0.0,0.0,2920.0,1000.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,22,2021-01-01
2021-01-01 23:00:00,11608.5,0.0,0.0,5924.0,3035.5,7.0,404.0,3.0,187.0,2004.0,119.0,0.0,0.0,2464.0,1000.0,0.0,0.0,0.0,0.0,2021,1,01-01,Friday,23,2021-01-01
2021-01-02 00:00:00,11280.0,0.0,0.0,5923.0,3072.0,0.0,357.0,3.5,192.5,2003.0,53.0,0.0,0.0,2464.0,1000.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,0,2021-01-02
2021-01-02 01:00:00,11010.5,0.0,0.0,5928.0,3089.5,22.0,337.0,4.5,190.0,1904.0,54.0,0.0,0.0,2462.5,950.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,1,2021-01-02
2021-01-02 02:00:00,10225.5,0.0,0.0,5930.0,3444.5,0.0,321.0,4.5,188.5,1904.0,18.0,0.0,0.0,2474.5,950.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,2,2021-01-02
2021-01-02 03:00:00,9951.0,0.0,0.0,5932.5,3334.5,0.0,312.5,0.0,187.5,1904.0,9.0,0.0,0.0,2468.0,950.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,3,2021-01-02
2021-01-02 04:00:00,9615.5,0.0,0.0,5927.5,3476.5,0.0,293.5,0.0,186.5,1904.0,0.0,0.0,0.0,2493.5,876.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,4,2021-01-02
2021-01-02 05:00:00,9627.5,0.0,0.0,5926.0,3799.0,0.0,289.0,0.0,185.0,1904.0,0.0,0.0,0.0,2494.0,952.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,5,2021-01-02
2021-01-02 06:00:00,10286.5,0.0,0.0,5923.0,4200.0,0.0,317.0,1.0,186.5,1904.0,0.0,0.0,0.0,2497.0,952.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,6,2021-01-02
2021-01-02 07:00:00,11279.0,0.0,186.5,5927.0,4027.5,0.0,324.5,2.0,183.5,2003.0,0.0,0.0,0.0,2445.0,1000.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,7,2021-01-02
2021-01-02 08:00:00,13551.0,0.0,274.5,5923.5,3664.0,0.0,358.5,2.0,193.5,2004.0,12.0,0.0,0.0,2461.5,1000.0,0.0,0.0,0.0,5.07,2021,1,01-02,Saturday,8,2021-01-02
2021-01-02 09:00:00,15249.0,0.0,904.5,5928.0,3733.5,94.0,377.5,2.5,189.5,2004.0,0.0,0.0,0.0,2477.5,1000.0,0.0,0.0,0.0,1038.0,2021,1,01-02,Saturday,9,2021-01-02
2021-01-02 10:00:00,16601.0,0.0,1315.0,5925.5,3488.0,7.0,419.0,1.0,195.0,2004.0,0.0,0.0,0.0,2484.0,998.0,0.0,0.0,0.0,3050.0,2021,1,01-02,Saturday,10,2021-01-02
2021-01-02 11:00:00,17581.0,0.0,1492.5,5930.0,3164.5,202.0,416.0,24.5,196.5,2004.0,1.0,0.0,0.0,2489.5,708.0,0.0,0.0,0.0,3880.0,2021,1,01-02,Saturday,11,2021-01-02
2021-01-02 12:00:00,17974.5,0.0,1527.5,5931.0,3092.5,422.0,433.5,97.0,265.5,2004.0,98.0,0.0,0.0,2481.0,998.0,0.0,0.0,0.0,4530.0,2021,1,01-02,Saturday,12,2021-01-02
2021-01-02 13:00:00,18665.5,0.0,1590.5,5928.0,3191.5,143.0,432.0,97.0,312.5,2004.0,172.0,0.0,0.0,2458.5,1000.0,0.0,0.0,0.0,4000.0,2021,1,01-02,Saturday,13,2021-01-02
2021-01-02 14:00:00,19117.5,0.0,1742.0,5927.5,3378.0,0.0,415.0,53.0,191.5,2004.0,134.0,0.0,0.0,2462.0,997.0,0.0,0.0,0.0,1885.0,2021,1,01-02,Saturday,14,2021-01-02
2021-01-02 15:00:00,20062.5,0.0,1980.0,5926.0,3635.0,0.0,447.5,50.0,184.5,2004.0,9.0,0.0,0.0,2466.0,650.0,0.0,0.0,0.0,708.0,2021,1,01-02,Saturday,15,2021-01-02
2021-01-02 16:00:00,21410.5,0.0,2020.5,5927.5,3596.5,819.0,545.5,115.5,387.5,2004.0,11.0,0.0,0.0,2447.5,1017.0,0.0,0.0,0.0,35.594,2021,1,01-02,Saturday,16,2021-01-02
2021-01-02 17:00:00,22065.0,0.0,2135.5,5926.5,3853.5,1394.0,662.0,146.0,529.0,2004.0,0.0,0.0,0.0,2460.0,1020.0,0.0,0.0,0.0,6.67e-05,2021,1,01-02,Saturday,17,2021-01-02
2021-01-02 18:00:00,21465.5,0.0,2044.5,5936.5,3942.5,830.0,619.0,126.5,455.0,2004.0,0.0,0.0,0.0,2465.5,1020.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,18,2021-01-02
2021-01-02 19:00:00,20756.0,0.0,1362.0,5932.0,4129.0,121.0,517.0,31.5,225.0,2004.0,0.0,0.0,0.0,2462.0,1020.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,19,2021-01-02
2021-01-02 20:00:00,18651.5,0.0,1230.0,5932.5,4163.5,0.0,424.0,1.0,165.0,2004.0,0.0,0.0,0.0,2416.5,1020.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,20,2021-01-02
2021-01-02 21:00:00,16419.0,0.0,651.0,5933.5,4613.0,0.0,404.5,1.0,175.5,2004.0,0.0,0.0,0.0,2376.5,1000.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,21,2021-01-02
2021-01-02 22:00:00,14034.0,0.0,55.0,5934.5,4691.5,0.0,360.5,0.0,157.5,2004.0,0.0,0.0,0.0,2365.0,1000.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,22,2021-01-02
2021-01-02 23:00:00,11419.5,0.0,0.0,5926.5,4691.0,3.0,343.0,0.0,151.0,2003.0,0.0,0.0,0.0,2350.0,1000.0,0.0,0.0,0.0,0.0,2021,1,01-02,Saturday,23,2021-01-02
2021-01-03 00:00:00,10368.0,0.0,0.0,5927.5,4877.5,0.0,292.0,0.0,152.5,2004.0,130.0,0.0,0.0,2352.5,1000.0,0.0,0.0,0.0,0.0,2021,1,01-03,Sunday,0,2021-01-03
